date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1972-10-07","New York Rangers","NYR","3","Detroit Red Wings","DET","5",
"1972-10-07","Minnesota North Stars","MNS","0","Montreal Canadiens","MTL","3",
"1972-10-07","Atlanta Flames","ATF","3","New York Islanders","NYI","2",
"1972-10-07","Los Angeles Kings","LAK","2","Pittsburgh Penguins","PIT","4",
"1972-10-07","Philadelphia Flyers","PHI","4","St. Louis Blues","STL","4",
"1972-10-07","Chicago Black Hawks","CBH","3","Toronto Maple Leafs","TOR","1",
"1972-10-07","California Golden Seals","CGS","2","Vancouver Canucks","VAN","3",
"1972-10-08","Los Angeles Kings","LAK","4","Boston Bruins","BOS","2",
"1972-10-08","Atlanta Flames","ATF","3","Buffalo Sabres","BUF","5",
"1972-10-08","New York Rangers","NYR","1","Chicago Black Hawks","CBH","5",
"1972-10-11","Los Angeles Kings","LAK","3","Buffalo Sabres","BUF","7",
"1972-10-11","Atlanta Flames","ATF","1","Chicago Black Hawks","CBH","4",
"1972-10-11","Boston Bruins","BOS","3","Detroit Red Wings","DET","4",
"1972-10-11","California Golden Seals","CGS","2","Minnesota North Stars","MNS","5",
"1972-10-11","Vancouver Canucks","VAN","3","New York Rangers","NYR","5",
"1972-10-11","Pittsburgh Penguins","PIT","5","St. Louis Blues","STL","2",
"1972-10-11","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","2",
"1972-10-12","Atlanta Flames","ATF","0","Montreal Canadiens","MTL","3",
"1972-10-12","Los Angeles Kings","LAK","2","New York Islanders","NYI","3",
"1972-10-12","Vancouver Canucks","VAN","3","Philadelphia Flyers","PHI","7",
"1972-10-14","Buffalo Sabres","BUF","1","Atlanta Flames","ATF","1",
"1972-10-14","Philadelphia Flyers","PHI","0","Detroit Red Wings","DET","5",
"1972-10-14","Vancouver Canucks","VAN","3","Minnesota North Stars","MNS","3",
"1972-10-14","New York Rangers","NYR","1","Montreal Canadiens","MTL","6",
"1972-10-14","Boston Bruins","BOS","7","New York Islanders","NYI","4",
"1972-10-14","California Golden Seals","CGS","2","Pittsburgh Penguins","PIT","5",
"1972-10-14","Chicago Black Hawks","CBH","4","St. Louis Blues","STL","2",
"1972-10-14","Los Angeles Kings","LAK","4","Toronto Maple Leafs","TOR","6",
"1972-10-15","Pittsburgh Penguins","PIT","4","Boston Bruins","BOS","8",
"1972-10-15","Toronto Maple Leafs","TOR","2","Buffalo Sabres","BUF","3",
"1972-10-15","St. Louis Blues","STL","3","Chicago Black Hawks","CBH","1",
"1972-10-15","Los Angeles Kings","LAK","2","Detroit Red Wings","DET","8",
"1972-10-15","Minnesota North Stars","MNS","2","New York Rangers","NYR","6",
"1972-10-15","California Golden Seals","CGS","4","Philadelphia Flyers","PHI","1",
"1972-10-17","Pittsburgh Penguins","PIT","5","New York Islanders","NYI","0",
"1972-10-17","Chicago Black Hawks","CBH","3","Vancouver Canucks","VAN","6",
"1972-10-18","Minnesota North Stars","MNS","6","Atlanta Flames","ATF","0",
"1972-10-18","Philadelphia Flyers","PHI","4","Los Angeles Kings","LAK","3",
"1972-10-18","Boston Bruins","BOS","1","New York Rangers","NYR","7",
"1972-10-18","Montreal Canadiens","MTL","4","St. Louis Blues","STL","4",
"1972-10-18","Pittsburgh Penguins","PIT","3","Toronto Maple Leafs","TOR","4",
"1972-10-19","Vancouver Canucks","VAN","0","Buffalo Sabres","BUF","6",
"1972-10-20","Philadelphia Flyers","PHI","3","California Golden Seals","CGS","3",
"1972-10-21","Chicago Black Hawks","CBH","1","Los Angeles Kings","LAK","3",
"1972-10-21","Atlanta Flames","ATF","3","Minnesota North Stars","MNS","2",
"1972-10-21","Vancouver Canucks","VAN","3","Montreal Canadiens","MTL","5",
"1972-10-21","New York Rangers","NYR","2","New York Islanders","NYI","1",
"1972-10-21","Boston Bruins","BOS","4","Pittsburgh Penguins","PIT","2",
"1972-10-21","Buffalo Sabres","BUF","1","St. Louis Blues","STL","1",
"1972-10-21","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","1",
"1972-10-22","Vancouver Canucks","VAN","5","Boston Bruins","BOS","4",
"1972-10-22","Atlanta Flames","ATF","2","Buffalo Sabres","BUF","7",
"1972-10-22","Chicago Black Hawks","CBH","4","California Golden Seals","CGS","2",
"1972-10-22","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","6",
"1972-10-22","Montreal Canadiens","MTL","1","New York Rangers","NYR","1",
"1972-10-24","California Golden Seals","CGS","0","Los Angeles Kings","LAK","5",
"1972-10-24","Montreal Canadiens","MTL","4","New York Islanders","NYI","3",
"1972-10-24","Minnesota North Stars","MNS","2","St. Louis Blues","STL","1",
"1972-10-24","Pittsburgh Penguins","PIT","4","Vancouver Canucks","VAN","0",
"1972-10-25","Boston Bruins","BOS","2","Buffalo Sabres","BUF","2",
"1972-10-25","Atlanta Flames","ATF","4","California Golden Seals","CGS","3",
"1972-10-25","Toronto Maple Leafs","TOR","4","Minnesota North Stars","MNS","3",
