rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Lou Angotti","35","CBH","C","77","15","22","37","-3","26","10","4","1","4","18","2","2","91","16.5","",""
"2","Syl Apps","25","PIT","C","77","29","56","85","25","18","21","6","2","4","47","9","0","186","15.6","",""
"3","Chuck Arnason","21","MTL","RW","19","1","1","2","-1","2","0","1","0","0","1","0","0","18","5.6","",""
"4","Barry Ashbee","33","PHI","D","64","1","17","18","-2","106","0","0","1","0","14","2","1","61","1.6","",""
"5","Steve Atkinson","24","BUF","RW","61","9","9","18","-5","36","7","2","0","1","6","3","0","96","9.4","",""
"6","Don Awrey","29","BOS","D","78","2","17","19","29","90","2","0","0","0","16","0","1","110","1.8","",""
"7","Ralph Backstrom","35","TOT","C","79","26","32","58","-12","8","23","1","2","6","25","6","1","168","15.5","",""
"8","Garnet Bailey","24","TOT","LW","70","10","24","34","9","105","7","0","3","1","23","0","1","95","10.5","",""
"9","Dave Balon","34","VAN","LW","57","3","2","5","-16","22","2","1","0","0","1","1","0","23","13.0","",""
"10","Bill Barber","20","PHI","LW","69","30","34","64","10","46","23","7","0","2","26","8","0","214","14.0","",""
"11","Fred Barrett","23","MNS","D","46","2","4","6","14","21","2","0","0","0","4","0","0","51","3.9","",""
"12","Bob Baun","36","TOR","D","5","1","1","2","-5","4","1","0","0","0","1","0","0","5","20.0","",""
"13","Curt Bennett","24","TOT","C","68","18","18","36","-15","20","17","1","0","2","16","2","0","148","12.2","",""
"14","Red Berenson","33","DET","C","78","13","30","43","-14","8","8","5","0","1","20","10","0","180","7.2","",""
"15","Gary Bergman","34","DET","D","68","3","28","31","10","71","3","0","0","0","19","8","1","174","1.7","",""
"16","Thommie Bergman","25","DET","D","75","9","12","21","6","70","8","1","0","2","9","3","0","165","5.5","",""
"17","Serge Bernier","25","LAK","RW","75","22","46","68","-20","43","16","6","0","3","25","21","0","255","8.6","",""
"18","Bob Berry","29","LAK","LW","78","36","28","64","-13","75","22","14","0","2","22","6","0","176","20.5","",""
"19","Nick Beverley","25","BOS","D","76","1","10","11","7","26","1","0","0","0","10","0","0","57","1.8","",""
"20","Don Blackburn","34","TOT","LW","60","7","10","17","-33","24","6","1","0","1","9","1","0","65","10.8","",""
"21","Tom Bladon","20","PHI","D","78","11","31","42","9","26","4","7","0","0","15","15","1","151","7.3","",""
"22","Gregg Boddy","23","VAN","D","74","3","11","14","-35","70","2","1","0","0","10","0","1","54","5.6","",""
"23","Ivan Boldirev","23","CGS","C","56","11","23","34","-23","58","8","3","0","3","15","7","1","157","7.0","",""
"24","Larry Bolonchuk","20","VAN","D","15","0","0","0","-11","6","0","0","0","0","0","0","0","11","0.0","",""
"25","J.P. Bordeleau","23","CBH","RW","73","15","15","30","7","6","14","0","1","2","12","3","0","113","13.3","",""
"26","Henry Boucha","21","DET","C","73","14","14","28","-2","82","13","0","1","0","14","0","0","136","10.3","",""
"27","Pierre Bouchard","24","MTL","D","41","0","7","7","11","69","0","0","0","0","7","0","0","31","0.0","",""
"28","Andre Boudrias","29","VAN","LW","77","30","40","70","-20","24","22","8","0","2","27","13","0","194","15.5","",""
"29","Willie Brossart","23","PHI","D","4","0","1","1","-5","0","0","0","0","0","0","1","0","6","0.0","",""
"30","Arnie Brown","31","TOT","D","63","5","8","13","-57","44","4","1","0","0","7","1","0","63","7.9","",""
"31","Larry Brown","25","LAK","D","55","0","7","7","-4","8","0","0","0","0","5","0","2","46","0.0","",""
"32","John Bucyk","37","BOS","LW","78","40","53","93","18","12","30","10","0","10","29","24","0","168","23.8","",""
"33","Charlie Burns","36","MNS","LW","65","4","7","11","-3","13","3","0","1","0","7","0","0","41","9.8","",""
"34","Robin Burns","26","PIT","LW","26","0","2","2","-6","20","0","0","0","0","2","0","0","26","0.0","",""
"35","Dave Burrows","24","PIT","D","78","3","24","27","-4","42","3","0","0","0","21","2","1","132","2.3","",""
"36","Ron Busniuk","24","BUF","D","1","0","0","0","0","9","0","0","0","0","0","0","0","1","0.0","",""
"37","Jerry Butler","21","NYR","RW","8","1","0","1","1","4","1","0","0","0","0","0","0","11","9.1","",""
"38","Jerry Byers","20","MNS","LW","14","0","2","2","-2","6","0","0","0","0","2","0","0","17","0.0","",""
"39","Craig Cameron","27","NYI","RW","72","19","14","33","-38","27","17","2","0","2","11","2","1","144","13.2","",""
"40","Steve Cardwell","22","PIT","LW","20","2","2","4","-2","2","2","0","0","0","2","0","0","21","9.5","",""
"41","Gene Carr","21","NYR","C","50","9","10","19","-4","50","8","1","0","1","8","2","0","65","13.8","",""
"42","Larry Carriere","21","BUF","D","40","2","8","10","-1","52","1","1","0","0","5","3","0","34","5.9","",""
"43","Wayne Cashman","27","BOS","LW","76","29","39","68","5","100","23","6","0","3","35","4","0","169","17.2","",""
"44","Guy Charron","24","DET","LW","75","18","18","36","9","23","18","0","0","2","15","3","0","117","15.4","",""
"45","Terry Clancy","29","TOR","RW","32","0","1","1","-10","6","0","0","0","0","1","0","0","12","0.0","",""
"46","Bobby Clarke","23","PHI","C","78","37","67","104","32","80","25","10","2","4","41","23","3","231","16.0","",""
"47","Bill Clement","22","PHI","C","73","14","14","28","-11","51","13","0","1","3","14","0","0","132","10.6","",""
"48","Bill Collins","29","DET","RW","78","21","21","42","-1","44","19","1","1","6","19","0","2","186","11.3","",""
"49","Rey Comeau","24","ATF","C","77","21","21","42","0","19","18","3","0","2","17","4","0","146","14.4","",""
"50","Bob Cook","27","TOT","RW","46","11","7","18","-20","18","9","2","0","0","6","1","0","106","10.4","",""
"51","Mike Corrigan","27","LAK","RW","78","37","30","67","-17","146","23","14","0","6","25","5","0","180","20.6","",""
"52","Yvan Cournoyer","29","MTL","RW","67","40","39","79","50","18","34","6","0","4","30","9","0","194","20.6","",""
"53","Terry Crisp","29","TOT","C","66","5","21","26","-18","8","4","0","1","0","19","1","1","90","5.6","",""
"54","Gary Croteau","26","CGS","LW","47","6","15","21","-13","8","5","1","0","0","14","1","0","77","7.8","",""
"55","Paul Curtis","25","TOT","D","56","1","9","10","0","22","1","0","0","0","9","0","0","53","1.9","",""
"56","Butch Deadmarsh","22","TOT","LW","53","2","1","3","-7","34","1","1","0","0","1","0","0","34","5.9","",""
"57","Alex Delvecchio","40","DET","C","77","18","53","71","6","13","10","8","0","3","36","17","0","130","13.8","",""
"58","Ab DeMarco","23","TOT","D","65","8","22","30","20","17","4","3","1","3","14","8","0","155","5.2","",""
"59","Marcel Dionne","21","DET","C","77","40","50","90","-4","21","30","10","0","6","31","19","0","282","14.2","",""
"60","Gary Doak","26","TOT","D","49","0","5","5","4","53","0","0","0","0","5","0","0","29","0.0","",""
"61","Gary Dornhoefer","29","PHI","RW","77","30","49","79","17","168","27","3","0","4","33","15","1","187","16.0","",""
"62","Jude Drouin","24","MNS","C","78","27","46","73","12","61","24","3","0","5","38","8","0","279","9.7","",""
"63","Rick Dudley","24","BUF","LW","6","0","1","1","-2","7","0","0","0","0","1","0","0","6","0.0","",""
"64","Denis Dupere","24","TOR","LW","61","13","23","36","-4","10","9","4","0","0","19","4","0","129","10.1","",""
"65","Andre Dupont","23","TOT","D","71","4","26","30","6","215","3","1","0","1","17","9","0","141","2.8","",""
"66","Steve Durbano","21","STL","D","49","3","18","21","-3","231","3","0","0","0","11","7","0","83","3.6","",""
"67","Tim Ecclestone","25","DET","RW","78","18","30","48","6","28","14","3","1","2","23","7","0","175","10.3","",""
"68","Darryl Edestrand","27","PIT","D","78","15","24","39","3","88","10","4","1","2","20","4","0","155","9.7","",""
"69","Jack Egers","24","STL","LW","78","24","24","48","1","26","20","4","0","4","16","8","0","240","10.0","",""
"70","Ron Ellis","28","TOR","RW","78","22","29","51","-1","22","17","4","1","2","24","5","0","228","9.6","",""
"71","Phil Esposito","30","BOS","C","78","55","75","130","16","87","31","19","5","11","50","24","1","411","13.4","",""
"72","Chris Evans","26","STL","LW","77","9","12","21","-2","31","7","0","2","3","7","3","2","138","6.5","",""
"73","Bill Fairbairn","26","NYR","RW","78","30","33","63","36","23","23","5","2","5","27","4","2","174","17.2","",""
"74","George Ferguson","20","TOR","RW","72","10","13","23","-17","34","7","3","0","1","11","2","0","92","10.9","",""
"75","Bill Flett","29","PHI","RW","69","43","31","74","31","53","29","11","3","6","22","9","0","283","15.2","",""
"76","Len Fontaine","24","DET","RW","39","8","10","18","-2","6","7","1","0","0","9","1","0","37","21.6","",""
"77","Dave Fortier","21","TOR","D","23","1","4","5","-10","63","1","0","0","0","4","0","0","29","3.4","",""
"78","Robbie Ftorek","21","DET","C","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"79","Germain Gagnon","30","NYI","LW","63","12","29","41","-24","31","8","3","1","1","25","4","0","126","9.5","",""
"80","Dave Gardner","20","MTL","C","5","1","1","2","0","0","0","1","0","0","0","1","0","6","16.7","",""
"81","Barry Gibbs","24","MNS","D","63","10","24","34","14","54","8","2","0","0","16","8","0","163","6.1","",""
"82","Rod Gilbert","31","NYR","RW","76","25","59","84","12","25","19","6","0","4","43","16","0","183","13.7","",""
"83","Stan Gilbertson","28","CGS","LW","66","6","15","21","-34","19","3","3","0","0","11","4","0","110","5.5","",""
"84","Brian Glennie","26","TOR","D","44","1","10","11","2","54","1","0","0","0","8","2","0","74","1.4","",""
"85","Bill Goldsworthy","28","MNS","RW","75","27","33","60","24","97","19","8","0","2","29","4","0","260","10.4","",""
"86","Butch Goring","23","LAK","C","67","28","31","59","0","2","23","4","1","1","25","5","1","148","18.9","",""
"87","John Gould","23","BUF","LW","8","0","1","1","0","0","0","0","0","0","1","0","0","4","0.0","",""
"88","Danny Grant","26","MNS","LW","78","32","35","67","23","12","29","3","0","6","25","10","0","251","12.7","",""
