rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Jack Adams","22","TRA","C","8","0","0","0","","31","","","","","","","","","","",""
"2","Billy Bell","26","TOT","F","8","1","0","1","","6","","","","","","","","","","",""
"3","Louis Berlinguette","30","MTL","LW","20","2","1","3","","12","","","","","","","","","","",""
"4","George Boucher","21","OTS","F","21","9","8","17","","46","","","","","","","","","","",""
"5","Morley Bruce","23","OTS","D","7","0","0","0","","0","","","","","","","","","","",""
"6","Harry Cameron","27","TRA","D","21","17","10","27","","28","","","","","","","","","","",""
"7","Bert Corbeau","23","MTL","D","21","8","8","16","","41","","","","","","","","","","",""
"8","Jack Coughlin","25","TRA","F","5","2","0","2","","3","","","","","","","","","","",""
"9","Billy Coutu","25","MTL","D","20","2","2","4","","49","","","","","","","","","","",""
"10","Rusty Crawford","32","TOT","LW","20","3","4","7","","66","","","","","","","","","","",""
"11","Jack Darragh","27","OTS","RW","18","14","5","19","","26","","","","","","","","","","",""
"12","Corb Denneny","24","TRA","LW/C","21","20","9","29","","14","","","","","","","","","","",""
"13","Cy Denneny","26","OTS","LW","20","36","10","46","","80","","","","","","","","","","",""
"14","Gerry Geran","21","MTW","F","4","0","0","0","","0","","","","","","","","","","",""
"15","Eddie Gerard","27","OTS","D","20","13","7","20","","26","","","","","","","","","","",""
"16","Joe Hall","36","MTL","D","21","8","7","15","","100","","","","","","","","","","",""
"17","Harry Hyland","29","TOT","RW","17","14","2","16","","65","","","","","","","","","","",""
"18","Newsy Lalonde","30","MTL","C","14","23","7","30","","51","","","","","","","","","","",""
"19","Jack Laviolette","38","MTL","LW","18","2","1","3","","6","","","","","","","","","","",""
"20","Ed Lowrey","26","OTS","F","12","2","1","3","","3","","","","","","","","","","",""
"21","Joe Malone","27","MTL","LW/C","20","44","4","48","","30","","","","","","","","","","",""
"22","Jack Marks","32","TOT","LW","6","0","0","0","","0","","","","","","","","","","",""
"23","Jack McDonald","30","TOT","C","12","12","2","14","","15","","","","","","","","","","",""
"24","Harry Meeking","23","TRA","LW","21","10","9","19","","28","","","","","","","","","","",""
"25","Horace Merrill","32","OTS","D","3","0","0","0","","3","","","","","","","","","","",""
"26","Harry Mummery","28","TRA","D","18","3","3","6","","41","","","","","","","","","","",""
"27","Frank Nighbor","25","OTS","C","10","11","8","19","","6","","","","","","","","","","",""
"28","Reg Noble","21","TRA","LW","20","30","10","40","","35","","","","","","","","","","",""
"29","George O'Grady","","MTW","F","4","0","0","0","","0","","","","","","","","","","",""
"30","Evariste Payer","30","MTL","F","1","0","0","0","","0","","","","","","","","","","",""
"31","Didier Pitre","34","MTL","RW","20","17","6","23","","29","","","","","","","","","","",""
"32","Ken Randall","29","TRA","RW/D","21","12","2","14","","96","","","","","","","","","","",""
"33","Dave Ritchie","26","TOT","D","18","9","3","12","","21","","","","","","","","","","",""
"34","Art Ross","32","MTW","D","3","1","0","1","","12","","","","","","","","","","",""
"35","Hamby Shore","31","OTS","LW/D","18","3","8","11","","51","","","","","","","","","","",""
"36","Raymie Skilton","28","MTW","C","1","0","0","0","","0","","","","","","","","","","",""
"37","Alf Skinner","22","TRA","RW","20","13","5","18","","28","","","","","","","","","","",""
"38","Phil Stevens","24","MTW","D","4","1","0","1","","3","","","","","","","","","","",""
"39","Ken Thompson","36","MTW","F","1","0","0","0","","0","","","","","","","","","","",""
