rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Frank Brimsek","32","BOS","60","","23","24","13","168","","","","2.80","3","3600","","","","","","0","0","0","0"
"2","Turk Broda","33","TOR","60","","32","15","13","143","","","","2.38","5","3600","","","","","","0","0","0","2"
"3","Bob DeCourcy","20","NYR","1","","0","1","0","6","","","","12.41","0","29","","","","","","0","0","0","0"
"4","Bill Durnan","32","MTL","59","","20","28","10","162","","","","2.77","5","3505","","","","","","0","0","0","5"
"5","Emile Francis","21","CBH","54","","18","31","5","183","","","","3.39","1","3240","","","","","","0","0","0","6"
"6","Jim Henry","27","NYR","48","","17","18","13","153","","","","3.19","2","2880","","","","","","0","0","0","0"
"7","Doug Jackson","23","CBH","6","","2","3","1","42","","","","7.00","0","360","","","","","","0","0","0","0"
"8","Harry Lumley","21","DET","60","","30","18","12","147","","","","2.46","7","3592","","","","","","0","0","0","8"
"9","Tom McGrattan","20","DET","1","","0","0","0","1","","","","7.50","0","8","","","","","","0","0","0","0"
"10","Gerry McNeil","21","MTL","2","","0","1","1","7","","","","4.42","0","95","","","","","","0","0","0","0"
"11","Chuck Rayner","27","NYR","12","","4","7","0","42","","","","3.65","0","691","","","","","","0","0","0","0"
