date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1947-10-15","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","4",
"1947-10-16","New York Rangers","NYR","2","Montreal Canadiens","MTL","1",
"1947-10-18","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","4",
"1947-10-18","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","2",
"1947-10-19","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"1947-10-19","Toronto Maple Leafs","TOR","0","Detroit Red Wings","DET","2",
"1947-10-22","Montreal Canadiens","MTL","1","Boston Bruins","BOS","3",
"1947-10-22","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","3",
"1947-10-25","Boston Bruins","BOS","0","Montreal Canadiens","MTL","5",
"1947-10-25","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","5",
"1947-10-26","Chicago Black Hawks","CBH","2","Boston Bruins","BOS","3",
"1947-10-26","Montreal Canadiens","MTL","4","Detroit Red Wings","DET","2",
"1947-10-29","Detroit Red Wings","DET","5","Chicago Black Hawks","CBH","2",
"1947-10-29","Boston Bruins","BOS","3","New York Rangers","NYR","1",
"1947-10-29","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","3",
"1947-11-01","Detroit Red Wings","DET","3","New York Rangers","NYR","4",
"1947-11-01","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","1",
"1947-11-02","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","2",
"1947-11-02","Boston Bruins","BOS","2","Detroit Red Wings","DET","3",
"1947-11-02","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","7",
"1947-11-05","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","1",
"1947-11-06","New York Rangers","NYR","1","Detroit Red Wings","DET","2",
"1947-11-06","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","3",
"1947-11-08","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","1",
"1947-11-08","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","7",
"1947-11-09","New York Rangers","NYR","5","Chicago Black Hawks","CBH","8",
"1947-11-09","Toronto Maple Leafs","TOR","6","Detroit Red Wings","DET","0",
"1947-11-12","Boston Bruins","BOS","8","New York Rangers","NYR","2",
"1947-11-12","Chicago Black Hawks","CBH","5","Toronto Maple Leafs","TOR","4",
"1947-11-13","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","5",
"1947-11-15","Boston Bruins","BOS","9","Montreal Canadiens","MTL","1",
"1947-11-15","Chicago Black Hawks","CBH","5","New York Rangers","NYR","3",
"1947-11-15","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","5",
"1947-11-16","Detroit Red Wings","DET","2","Boston Bruins","BOS","1",
"1947-11-16","Toronto Maple Leafs","TOR","5","Chicago Black Hawks","CBH","4",
"1947-11-16","Montreal Canadiens","MTL","2","New York Rangers","NYR","4",
"1947-11-19","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","7",
"1947-11-19","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","2",
"1947-11-19","New York Rangers","NYR","6","Detroit Red Wings","DET","5",
"1947-11-22","Chicago Black Hawks","CBH","5","Detroit Red Wings","DET","8",
"1947-11-22","New York Rangers","NYR","5","Montreal Canadiens","MTL","3",
"1947-11-22","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","4",
"1947-11-23","Montreal Canadiens","MTL","2","Boston Bruins","BOS","2",
"1947-11-23","Detroit Red Wings","DET","9","Chicago Black Hawks","CBH","3",
"1947-11-26","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","5",
"1947-11-27","Boston Bruins","BOS","1","Detroit Red Wings","DET","4",
"1947-11-27","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","2",
"1947-11-29","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","3",
"1947-11-30","Toronto Maple Leafs","TOR","0","Boston Bruins","BOS","0",
"1947-11-30","New York Rangers","NYR","6","Chicago Black Hawks","CBH","2",
"1947-11-30","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","1",
"1947-12-03","Chicago Black Hawks","CBH","4","Boston Bruins","BOS","4",
"1947-12-03","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","1",
"1947-12-06","New York Rangers","NYR","5","Boston Bruins","BOS","5",
"1947-12-06","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","4",
"1947-12-06","Chicago Black Hawks","CBH","5","Toronto Maple Leafs","TOR","12",
"1947-12-07","Montreal Canadiens","MTL","0","Boston Bruins","BOS","1",
"1947-12-07","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","2",
"1947-12-07","Detroit Red Wings","DET","1","New York Rangers","NYR","3",
"1947-12-10","Boston Bruins","BOS","5","Chicago Black Hawks","CBH","6",
"1947-12-10","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","2",
"1947-12-10","Montreal Canadiens","MTL","4","New York Rangers","NYR","4",
"1947-12-11","New York Rangers","NYR","4","Montreal Canadiens","MTL","2",
"1947-12-13","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","4",
"1947-12-13","New York Rangers","NYR","4","Toronto Maple Leafs","TOR","1",
"1947-12-14","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","1",
"1947-12-14","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","3",
"1947-12-14","Detroit Red Wings","DET","1","New York Rangers","NYR","1",
"1947-12-17","Detroit Red Wings","DET","7","Chicago Black Hawks","CBH","1",
"1947-12-17","Boston Bruins","BOS","2","New York Rangers","NYR","5",
"1947-12-20","Boston Bruins","BOS","4","Montreal Canadiens","MTL","2",
"1947-12-20","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","4",
"1947-12-21","Detroit Red Wings","DET","6","Boston Bruins","BOS","5",
"1947-12-21","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","1",
"1947-12-21","Montreal Canadiens","MTL","4","New York Rangers","NYR","3",
"1947-12-23","New York Rangers","NYR","1","Chicago Black Hawks","CBH","7",
"1947-12-25","Chicago Black Hawks","CBH","6","Boston Bruins","BOS","1",
"1947-12-25","New York Rangers","NYR","2","Detroit Red Wings","DET","0",
"1947-12-25","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","0",
"1947-12-27","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","3",
"1947-12-27","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","2",
"1947-12-28","Boston Bruins","BOS","0","Detroit Red Wings","DET","3",
"1947-12-28","Toronto Maple Leafs","TOR","1","New York Rangers","NYR","1",
"1947-12-31","Chicago Black Hawks","CBH","0","Detroit Red Wings","DET","4",
"1947-12-31","Boston Bruins","BOS","3","New York Rangers","NYR","7",
"1948-01-01","New York Rangers","NYR","1","Boston Bruins","BOS","4",
"1948-01-01","Detroit Red Wings","DET","4","Chicago Black Hawks","CBH","1",
"1948-01-01","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","2",
"1948-01-03","Boston Bruins","BOS","2","Montreal Canadiens","MTL","2",
"1948-01-03","New York Rangers","NYR","5","Toronto Maple Leafs","TOR","5",
"1948-01-04","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","6",
"1948-01-04","Chicago Black Hawks","CBH","4","New York Rangers","NYR","1",
"1948-01-07","New York Rangers","NYR","0","Detroit Red Wings","DET","6",
"1948-01-08","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","1",
"1948-01-10","Boston Bruins","BOS","4","Detroit Red Wings","DET","1",
"1948-01-10","New York Rangers","NYR","1","Montreal Canadiens","MTL","1",
"1948-01-10","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","6",
"1948-01-11","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","4",
"1948-01-11","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","2",
"1948-01-11","Montreal Canadiens","MTL","1","New York Rangers","NYR","3",
"1948-01-14","Detroit Red Wings","DET","3","Boston Bruins","BOS","3",
"1948-01-14","Chicago Black Hawks","CBH","2","New York Rangers","NYR","4",
"1948-01-15","Toronto Maple Leafs","TOR","4","Montreal Canadiens","MTL","8",
"1948-01-17","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","3",
"1948-01-17","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","4",
"1948-01-18","Montreal Canadiens","MTL","1","Boston Bruins","BOS","1",
"1948-01-18","Chicago Black Hawks","CBH","5","Detroit Red Wings","DET","4",
"1948-01-18","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","2",
"1948-01-21","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","2",
"1948-01-21","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","3",
"1948-01-21","Detroit Red Wings","DET","4","New York Rangers","NYR","3",
"1948-01-24","Detroit Red Wings","DET","5","Montreal Canadiens","MTL","1",
"1948-01-24","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","2",
"1948-01-25","New York Rangers","NYR","4","Boston Bruins","BOS","6",
"1948-01-25","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","4",
"1948-01-25","Montreal Canadiens","MTL","0","Detroit Red Wings","DET","1",
"1948-01-28","Detroit Red Wings","DET","4","Boston Bruins","BOS","2",
"1948-01-28","New York Rangers","NYR","3","Chicago Black Hawks","CBH","2",
