date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1983-10-04","New York Islanders","NYI","3","Quebec Nordiques","QUE","7",
"1983-10-04","Pittsburgh Penguins","PIT","3","St. Louis Blues","STL","5",
"1983-10-05","Hartford Whalers","HAR","3","Buffalo Sabres","BUF","5",
"1983-10-05","St. Louis Blues","STL","3","Chicago Black Hawks","CBH","4",
"1983-10-05","Toronto Maple Leafs","TOR","4","Edmonton Oilers","EDM","5",
"1983-10-05","Minnesota North Stars","MNS","3","Los Angeles Kings","LAK","3",
"1983-10-05","New Jersey Devils","NJD","2","New York Rangers","NYR","6",
"1983-10-05","Calgary Flames","CGY","5","Vancouver Canucks","VAN","3",
"1983-10-05","Detroit Red Wings","DET","6","Winnipeg Jets","WIN","6",
"1983-10-06","Quebec Nordiques","QUE","3","Boston Bruins","BOS","9",
"1983-10-06","New York Islanders","NYI","7","Montreal Canadiens","MTL","4",
"1983-10-06","Washington Capitals","WSH","1","Philadelphia Flyers","PHI","4",
"1983-10-07","New York Rangers","NYR","3","New Jersey Devils","NJD","1",
"1983-10-07","Minnesota North Stars","MNS","9","Vancouver Canucks","VAN","10",
"1983-10-07","Edmonton Oilers","EDM","8","Winnipeg Jets","WIN","6",
"1983-10-08","New Jersey Devils","NJD","6","Detroit Red Wings","DET","3",
"1983-10-08","Boston Bruins","BOS","3","Hartford Whalers","HAR","4",
"1983-10-08","Toronto Maple Leafs","TOR","6","Los Angeles Kings","LAK","3",
"1983-10-08","Philadelphia Flyers","PHI","6","Montreal Canadiens","MTL","3",
"1983-10-08","New York Rangers","NYR","6","Pittsburgh Penguins","PIT","1",
"1983-10-08","Buffalo Sabres","BUF","2","Quebec Nordiques","QUE","9",
"1983-10-08","Chicago Black Hawks","CBH","1","St. Louis Blues","STL","4",
"1983-10-08","New York Islanders","NYI","8","Washington Capitals","WSH","7",
"1983-10-09","Hartford Whalers","HAR","1","Boston Bruins","BOS","4",
"1983-10-09","Washington Capitals","WSH","2","Buffalo Sabres","BUF","5",
"1983-10-09","Detroit Red Wings","DET","4","Chicago Black Hawks","CBH","6",
"1983-10-09","Minnesota North Stars","MNS","3","Edmonton Oilers","EDM","4",
"1983-10-09","Pittsburgh Penguins","PIT","1","Philadelphia Flyers","PHI","7",
"1983-10-09","Toronto Maple Leafs","TOR","4","Vancouver Canucks","VAN","7",
"1983-10-09","Calgary Flames","CGY","1","Winnipeg Jets","WIN","1",
"1983-10-10","Los Angeles Kings","LAK","1","New York Rangers","NYR","2",
"1983-10-10","Montreal Canadiens","MTL","6","Quebec Nordiques","QUE","4",
"1983-10-11","Los Angeles Kings","LAK","2","New York Islanders","NYI","5",
"1983-10-11","Vancouver Canucks","VAN","2","St. Louis Blues","STL","3",
"1983-10-12","Vancouver Canucks","VAN","1","Chicago Black Hawks","CBH","2",
"1983-10-12","Detroit Red Wings","DET","3","Edmonton Oilers","EDM","8",
"1983-10-12","Calgary Flames","CGY","5","Minnesota North Stars","MNS","7",
"1983-10-12","Winnipeg Jets","WIN","4","Pittsburgh Penguins","PIT","3",
"1983-10-12","Buffalo Sabres","BUF","4","Toronto Maple Leafs","TOR","4",
"1983-10-13","Montreal Canadiens","MTL","2","Boston Bruins","BOS","4",
"1983-10-13","Quebec Nordiques","QUE","4","Hartford Whalers","HAR","4",
"1983-10-13","Washington Capitals","WSH","3","New York Rangers","NYR","4",
"1983-10-13","Winnipeg Jets","WIN","3","Philadelphia Flyers","PHI","4",
"1983-10-13","Los Angeles Kings","LAK","4","St. Louis Blues","STL","7",
"1983-10-14","Quebec Nordiques","QUE","6","New Jersey Devils","NJD","4",
"1983-10-14","Pittsburgh Penguins","PIT","4","Washington Capitals","WSH","0",
"1983-10-15","Buffalo Sabres","BUF","3","Boston Bruins","BOS","5",
"1983-10-15","Edmonton Oilers","EDM","4","Calgary Flames","CGY","3",
"1983-10-15","Detroit Red Wings","DET","3","Los Angeles Kings","LAK","3",
"1983-10-15","Winnipeg Jets","WIN","1","Minnesota North Stars","MNS","2",
"1983-10-15","Vancouver Canucks","VAN","4","Montreal Canadiens","MTL","5",
