rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Murray Bannerman","26","CBH","56","","23","29","4","188","1667","1479",".887","3.38","2","3335","","","","89","22.90","0","4","4""17"
"2","Marco Baron","24","LAK","21","","3","14","4","87","633","546",".863","4.31","0","1211","","","","109","-6.92","0","2","2""10"
"3","Tom Barrasso","18","BUF","42","","26","12","3","117","1098","981",".893","2.84","2","2475","","","","84","21.91","0","2","2""20"
"4","Don Beaupre","22","MNS","33","","16","13","2","123","971","848",".873","4.12","0","1791","","","","100","-0.15","0","0","0""17"
"5","Marc Behrend","23","WIN","6","","2","4","0","32","184","152",".826","5.47","0","351","","","","","","0","0","0""0"
"6","Allan Bester","19","TOR","32","","11","16","4","134","1144","1010",".883","4.35","0","1848","","","","93","10.73","0","0","0""6"
"7","Mike Blake","27","LAK","29","","9","11","5","118","891","773",".868","4.33","0","1634","","","","105","-5.28","0","1","1""6"
"8","Dan Bouchard","33","QUE","57","","29","18","8","180","1523","1343",".882","3.20","1","3373","","","","93","12.68","0","3","3""19"
"9","Richard Brodeur","31","VAN","36","","10","21","5","141","1067","926",".868","4.01","1","2110","","","","104","-6.01","0","2","2""0"
"10","Frank Caprice","21","VAN","19","","8","8","2","62","525","463",".882","3.39","1","1098","","","","93","4.42","0","0","0""2"
"11","Jon Casey","21","MNS","2","","1","0","0","6","59","53",".898","4.29","0","84","","","","","","0","0","0""0"
"12","Jim Craig","26","MNS","3","","1","1","0","9","56","47",".839","4.91","0","110","","","","","","0","0","0""0"
"13","Michel Dion","29","PIT","30","","2","19","4","138","937","799",".853","5.33","0","1553","","","","116","-19.46","0","1","1""2"
"14","Bruce Dowie","21","TOR","2","","0","1","0","4","43","39",".907","3.33","0","72","","","","","","0","0","0""0"
"15","Don Edwards","28","CGY","41","","13","19","5","157","1217","1060",".871","4.09","0","2303","","","","102","-3.03","0","2","2""2"
"16","Tony Esposito","40","CBH","18","","5","10","3","88","622","534",".859","4.82","1","1095","","","","112","-9.31","0","3","3""0"
"17","Brian Ford","22","QUE","3","","1","1","0","13","70","57",".814","6.34","0","123","","","","","","0","0","0""0"
"18","Bob Froese","25","PHI","48","","28","13","7","150","1326","1176",".887","3.14","2","2863","","","","89","17.76","0","2","2""10"
"19","Grant Fuhr","21","EDM","45","","30","10","4","171","1463","1292",".883","3.91","1","2625","","","","92","14.09","0","14","14""6"
"20","John Garrett","32","VAN","29","","14","10","2","113","758","645",".851","4.10","0","1653","","","","118","-17.10","0","0","0""9"
"21","Mario Gosselin","20","QUE","3","","2","0","0","3","67","64",".955","1.22","1","148","","","","","","0","0","0""2"
"22","Glen Hanlon","26","NYR","50","","28","14","4","166","1508","1342",".890","3.51","1","2837","","","","87","24.78","0","2","2""30"
"23","Brian Hayward","23","WIN","28","","7","18","2","124","860","736",".856","4.86","0","1530","","","","114","-15.20","0","1","1""2"
"24","Rick Heinz","28","STL","22","","7","7","3","80","539","459",".852","4.29","0","1118","","","","117","-11.81","0","0","0""4"
"25","Denis Herron","31","PIT","38","","8","24","2","138","1200","1062",".885","4.08","1","2028","","","","91","13.82","0","0","0""21"
"26","Mark Holden","26","MTL","1","","0","1","0","4","17","13",".765","4.62","0","52","","","","","","0","0","0""0"
"27","Ken Holland","28","DET","3","","0","1","1","10","53","43",".811","4.11","0","146","","","","","","0","0","0""0"
"28","Kelly Hrudey","23","NYI","12","","7","2","0","28","289","261",".903","3.14","0","535","","","","","","0","0","0""0"
"29","Bob Janecyk","26","CBH","8","","2","3","1","28","237","209",".882","4.08","0","412","","","","","","0","0","0""2"
"30","Al Jensen","25","WSH","43","","25","13","3","117","995","878",".882","2.91","4","2414","","","","93","8.88","0","0","0""22"
"31","Doug Keans","26","BOS","33","","19","8","3","92","791","699",".884","3.10","2","1779","","","","92","8.07","0","0","0""2"
"32","Michel Larocque","31","STL","5","","0","5","0","31","164","133",".811","6.20","0","300","","","","","","0","0","0""2"
"33","Gary Laskoski","24","LAK","13","","4","7","1","55","321","266",".829","4.96","0","665","","","","135","-14.39","0","0","0""0"
"34","Reggie Lemelin","29","CGY","51","","21","12","9","150","1405","1255",".893","3.50","0","2568","","","","84","27.75","0","3","3""6"
"35","Mario Lessard","29","LAK","6","","0","4","1","26","160","134",".838","5.86","0","266","","","","","","0","0","0""0"
"36","Pelle Lindbergh","24","PHI","36","","16","13","3","135","966","831",".860","4.05","1","1999","","","","110","-12.79","0","1","1""6"
"37","Mike Liut","28","STL","58","","25","29","4","197","1697","1500",".884","3.45","3","3425","","","","92","17.70","0","4","4""0"
"38","Ron Low","33","NJD","44","","8","25","4","161","1133","972",".858","4.36","0","2218","","","","112","-17.66","0","0","0""4"
"39","Clint Malarchuk","22","QUE","23","","10","9","2","80","591","511",".865","3.95","0","1215","","","","107","-5.23","0","1","1""9"
"40","Bob Mason","22","WSH","2","","2","0","0","3","46","43",".935","1.50","0","120","","","","","","0","0","0""0"
"41","Markus Mattsson","26","LAK","19","","7","8","2","79","530","451",".851","4.31","1","1101","","","","118","-11.95","0","0","0""0"
"42","Roland Melanson","23","NYI","37","","20","11","2","110","1129","1019",".903","3.27","0","2019","","","","77","32.84","0","2","2""10"
"43","Gilles Meloche","33","MNS","52","","21","17","8","201","1524","1323",".868","4.18","2","2883","","","","104","-8.19","0","1","1""2"
"44","Corrado Micalef","22","DET","14","","5","8","1","52","361","309",".856","3.86","0","808","","","","114","-6.33","0","1","1""2"
"45","Greg Millen","26","HAR","60","","21","30","9","221","1817","1596",".878","3.70","2","3583","","","","96","8.88","0","3","3""10"
"46","Eddie Mio","30","DET","24","","7","11","3","95","677","582",".860","4.40","1","1295","","","","111","-9.35","0","1","1""6"
"47","Mike Moffat","21","BOS","4","","1","1","1","15","81","66",".815","4.84","0","186","","","","","","0","0","0""0"
"48","Andy Moog","23","EDM","38","","27","8","1","139","1179","1040",".882","3.77","1","2212","","","","93","10.16","0","1","1""4"
"49","Mike Palmateer","30","TOR","34","","9","17","4","149","986","837",".849","4.88","0","1831","","","","119","-24.26","0","2","2""28"
"50","Dave Parro","26","WSH","1","","0","0","0","0","0","0","","0.00","0","1","","","","","","0","0","0""0"
"51","Pete Peeters","26","BOS","50","","29","16","2","151","1222","1071",".876","3.16","0","2868","","","","98","3.60","0","0","0""36"
"52","Steve Penney","22","MTL","4","","0","4","0","19","115","96",".835","4.75","0","240","","","","","","0","0","0""0"
"53","Glenn Resch","35","NJD","51","","9","31","3","184","1426","1242",".871","4.18","1","2641","","","","102","-3.59","0","2","2""12"
"54","Pat Riggin","24","WSH","41","","21","14","2","102","924","822",".890","2.66","4","2299","","","","87","14.90","0","0","0""4"
"55","Roberto Romano","21","PIT","18","","6","11","0","78","629","551",".876","4.59","1","1020","","","","98","1.58","0","0","0""0"
"56","Bob Sauve","28","BUF","40","","22","13","4","138","1050","912",".869","3.49","0","2375","","","","104","-5.16","0","0","0""2"
"57","Ron Scott","23","NYR","9","","2","3","3","29","254","225",".886","3.59","0","485","","","","","","0","0","0""0"
"58","Richard Sevigny","26","MTL","40","","16","18","2","124","946","822",".869","3.38","1","2203","","","","104","-4.32","0","0","0""12"
"59","Billy Smith","33","NYI","42","","23","13","2","130","1252","1122",".896","3.42","2","2279","","","","82","28.40","0","2","2""23"
"60","Doug Soetaert","28","WIN","47","","18","15","7","182","1385","1203",".869","4.30","0","2539","","","","104","-6.78","0","3","3""14"
"61","Rick St. Croix","29","TOR","20","","5","10","0","80","531","451",".849","5.11","0","939","","","","119","-12.82","0","0","0""0"
"62","Ed Staniowski","28","TOT","19","","6","9","1","82","576","494",".858","4.55","0","1081","","","","113","-9.13","0","1","1""2"
"63","Greg Stefan","22","DET","50","","19","22","2","152","1223","1071",".876","3.51","2","2600","","","","98","2.73","0","3","3""14"
"64","Vincent Tremblay","24","PIT","4","","0","4","0","24","142","118",".831","6.00","0","240","","","","","","0","0","0""2"
"65","John Vanbiesbrouck","20","NYR","3","","2","1","0","10","85","75",".882","3.33","0","180","","","","","","0","0","0""2"
"66","Mike Veisor","31","TOT","12","","5","4","2","46","286","240",".839","4.18","0","660","","","","","","0","0","0""0"
"67","Mike Vernon","20","CGY","1","","0","1","0","4","6","2",".333","21.82","0","11","","","","","","0","0","0""0"
"68","Rick Wamsley","24","MTL","42","","19","17","3","144","977","833",".853","3.70","2","2333","","","","116","-20.39","0","3","3""6"
"69","Steve Weeks","25","NYR","26","","10","11","2","90","667","577",".865","3.97","0","1361","","","","107","-5.61","0","0","0""4"
"70","Ken Wregget","19","TOR","3","","1","1","1","14","128","114",".891","5.09","0","165","","","","","","0","0","0""0"
