date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1957-10-08","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","1",
"1957-10-10","New York Rangers","NYR","3","Detroit Red Wings","DET","2",
"1957-10-10","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","5",
"1957-10-12","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","3",
"1957-10-12","New York Rangers","NYR","2","Montreal Canadiens","MTL","2",
"1957-10-12","Detroit Red Wings","DET","5","Toronto Maple Leafs","TOR","3",
"1957-10-13","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"1957-10-13","Montreal Canadiens","MTL","6","Detroit Red Wings","DET","0",
"1957-10-15","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","3",
"1957-10-16","Boston Bruins","BOS","6","New York Rangers","NYR","2",
"1957-10-17","Boston Bruins","BOS","5","Detroit Red Wings","DET","1",
"1957-10-17","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","9",
"1957-10-19","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","3",
"1957-10-19","Boston Bruins","BOS","0","Toronto Maple Leafs","TOR","7",
"1957-10-20","Toronto Maple Leafs","TOR","1","Detroit Red Wings","DET","3",
"1957-10-20","Chicago Black Hawks","CBH","1","New York Rangers","NYR","6",
"1957-10-22","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","2",
"1957-10-23","Toronto Maple Leafs","TOR","0","New York Rangers","NYR","3",
"1957-10-24","Boston Bruins","BOS","3","Detroit Red Wings","DET","4",
"1957-10-26","Boston Bruins","BOS","3","Montreal Canadiens","MTL","4",
"1957-10-26","New York Rangers","NYR","0","Toronto Maple Leafs","TOR","3",
"1957-10-27","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","0",
"1957-10-27","Montreal Canadiens","MTL","1","New York Rangers","NYR","4",
"1957-10-29","Detroit Red Wings","DET","0","Chicago Black Hawks","CBH","1",
"1957-10-30","Detroit Red Wings","DET","4","New York Rangers","NYR","0",
"1957-10-30","Montreal Canadiens","MTL","6","Toronto Maple Leafs","TOR","2",
"1957-10-31","New York Rangers","NYR","3","Boston Bruins","BOS","0",
"1957-10-31","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","1",
"1957-11-02","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","6",
"1957-11-02","Boston Bruins","BOS","0","New York Rangers","NYR","5",
"1957-11-02","Chicago Black Hawks","CBH","3","Toronto Maple Leafs","TOR","3",
"1957-11-03","Detroit Red Wings","DET","0","Boston Bruins","BOS","4",
"1957-11-03","New York Rangers","NYR","3","Chicago Black Hawks","CBH","2",
"1957-11-05","New York Rangers","NYR","1","Detroit Red Wings","DET","1",
"1957-11-06","New York Rangers","NYR","4","Toronto Maple Leafs","TOR","2",
"1957-11-07","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","3",
"1957-11-07","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","6",
"1957-11-09","New York Rangers","NYR","0","Chicago Black Hawks","CBH","5",
"1957-11-09","Boston Bruins","BOS","2","Montreal Canadiens","MTL","4",
"1957-11-09","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","3",
"1957-11-10","Detroit Red Wings","DET","2","Boston Bruins","BOS","4",
"1957-11-10","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","3",
"1957-11-13","Chicago Black Hawks","CBH","2","New York Rangers","NYR","2",
"1957-11-13","Montreal Canadiens","MTL","4","Toronto Maple Leafs","TOR","2",
"1957-11-14","Chicago Black Hawks","CBH","2","Boston Bruins","BOS","5",
"1957-11-16","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","0",
"1957-11-16","New York Rangers","NYR","4","Montreal Canadiens","MTL","2",
"1957-11-16","Boston Bruins","BOS","4","Toronto Maple Leafs","TOR","2",
"1957-11-17","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","2",
"1957-11-17","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","2",
"1957-11-17","Montreal Canadiens","MTL","2","New York Rangers","NYR","4",
"1957-11-20","Detroit Red Wings","DET","1","New York Rangers","NYR","1",
"1957-11-20","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","2",
"1957-11-22","New York Rangers","NYR","4","Chicago Black Hawks","CBH","2",
"1957-11-23","Montreal Canadiens","MTL","4","Boston Bruins","BOS","2",
"1957-11-23","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","1",
"1957-11-24","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","2",
"1957-11-24","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","3",
"1957-11-24","Toronto Maple Leafs","TOR","5","New York Rangers","NYR","1",
"1957-11-27","Boston Bruins","BOS","5","New York Rangers","NYR","2",
"1957-11-28","New York Rangers","NYR","0","Boston Bruins","BOS","1",
"1957-11-28","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","0",
"1957-11-28","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","3",
"1957-11-30","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","6",
"1957-11-30","Detroit Red Wings","DET","3","New York Rangers","NYR","1",
"1957-11-30","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","3",
"1957-12-01","Montreal Canadiens","MTL","4","Boston Bruins","BOS","1",
"1957-12-01","Toronto Maple Leafs","TOR","7","Chicago Black Hawks","CBH","2",
"1957-12-01","New York Rangers","NYR","5","Detroit Red Wings","DET","1",
"1957-12-04","Chicago Black Hawks","CBH","2","New York Rangers","NYR","0",
"1957-12-04","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","0",
"1957-12-05","Detroit Red Wings","DET","2","Boston Bruins","BOS","7",
"1957-12-05","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","4",
"1957-12-07","Chicago Black Hawks","CBH","2","Boston Bruins","BOS","2",
"1957-12-07","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","1",
"1957-12-07","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","3",
"1957-12-08","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","0",
"1957-12-08","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","1",
"1957-12-08","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","1",
"1957-12-12","Boston Bruins","BOS","2","Detroit Red Wings","DET","3",
"1957-12-12","New York Rangers","NYR","2","Montreal Canadiens","MTL","3",
"1957-12-14","New York Rangers","NYR","4","Detroit Red Wings","DET","4",
"1957-12-14","Boston Bruins","BOS","1","Montreal Canadiens","MTL","1",
"1957-12-14","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","4",
"1957-12-15","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","1",
"1957-12-15","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","0",
"1957-12-15","Detroit Red Wings","DET","2","New York Rangers","NYR","4",
"1957-12-18","Montreal Canadiens","MTL","4","New York Rangers","NYR","5",
"1957-12-19","New York Rangers","NYR","3","Boston Bruins","BOS","3",
"1957-12-19","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","3",
"1957-12-21","Detroit Red Wings","DET","5","Chicago Black Hawks","CBH","3",
"1957-12-21","New York Rangers","NYR","4","Montreal Canadiens","MTL","2",
"1957-12-21","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","3",
"1957-12-22","Montreal Canadiens","MTL","4","Boston Bruins","BOS","1",
"1957-12-22","Chicago Black Hawks","CBH","0","Detroit Red Wings","DET","2",
"1957-12-22","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","5",
"1957-12-25","Detroit Red Wings","DET","1","Boston Bruins","BOS","4",
"1957-12-25","Chicago Black Hawks","CBH","3","New York Rangers","NYR","1",
"1957-12-25","Montreal Canadiens","MTL","4","Toronto Maple Leafs","TOR","5",
"1957-12-28","Boston Bruins","BOS","0","Chicago Black Hawks","CBH","0",
"1957-12-28","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","6",
"1957-12-28","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","6",
"1957-12-29","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","2",
"1957-12-29","Boston Bruins","BOS","2","Detroit Red Wings","DET","2",
"1957-12-29","Montreal Canadiens","MTL","4","New York Rangers","NYR","3",
"1957-12-31","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","3",
"1958-01-01","Montreal Canadiens","MTL","4","Boston Bruins","BOS","3",
"1958-01-01","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","4",
"1958-01-02","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","5",
"1958-01-04","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","2",
"1958-01-04","Boston Bruins","BOS","7","New York Rangers","NYR","4",
"1958-01-04","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","2",
"1958-01-05","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","4",
"1958-01-05","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","3",
"1958-01-05","Montreal Canadiens","MTL","4","New York Rangers","NYR","0",
"1958-01-08","Toronto Maple Leafs","TOR","5","New York Rangers","NYR","5",
"1958-01-09","Boston Bruins","BOS","1","Detroit Red Wings","DET","6",
"1958-01-09","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","11",
"1958-01-11","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","4",
"1958-01-11","New York Rangers","NYR","3","Montreal Canadiens","MTL","9",
"1958-01-11","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","2",
"1958-01-12","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","3",
"1958-01-12","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","7",
"1958-01-12","Detroit Red Wings","DET","3","New York Rangers","NYR","2",
"1958-01-16","New York Rangers","NYR","3","Boston Bruins","BOS","2",
"1958-01-16","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","3",
"1958-01-16","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","5",
"1958-01-18","New York Rangers","NYR","3","Chicago Black Hawks","CBH","2",
"1958-01-18","Boston Bruins","BOS","3","Montreal Canadiens","MTL","0",
"1958-01-18","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","2",
"1958-01-19","Montreal Canadiens","MTL","6","Boston Bruins","BOS","2",
"1958-01-19","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","5",
"1958-01-19","New York Rangers","NYR","6","Detroit Red Wings","DET","1",
"1958-01-22","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","0",
"1958-01-23","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","4",
"1958-01-25","Detroit Red Wings","DET","3","Boston Bruins","BOS","5",
"1958-01-25","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","2",
"1958-01-25","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","7",
"1958-01-26","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","3",
"1958-01-26","New York Rangers","NYR","3","Chicago Black Hawks","CBH","4",
"1958-01-26","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","4",
"1958-01-29","Boston Bruins","BOS","1","New York Rangers","NYR","1",
"1958-01-29","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","1",
"1958-01-30","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","7",
"1958-02-01","Boston Bruins","BOS","1","Montreal Canadiens","MTL","3",
"1958-02-01","Chicago Black Hawks","CBH","2","New York Rangers","NYR","3",
"1958-02-01","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","9",
"1958-02-02","New York Rangers","NYR","3","Boston Bruins","BOS","4",
"1958-02-02","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","1",
"1958-02-02","Toronto Maple Leafs","TOR","1","Detroit Red Wings","DET","3",
"1958-02-06","Chicago Black Hawks","CBH","4","Boston Bruins","BOS","1",
"1958-02-06","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","1",
"1958-02-08","New York Rangers","NYR","5","Detroit Red Wings","DET","2",
"1958-02-08","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","2",
"1958-02-08","Boston Bruins","BOS","7","Toronto Maple Leafs","TOR","3",
"1958-02-09","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","0",
"1958-02-09","Detroit Red Wings","DET","2","Chicago Black Hawks","CBH","1",
"1958-02-09","Montreal Canadiens","MTL","3","New York Rangers","NYR","1",
"1958-02-12","Montreal Canadiens","MTL","5","Toronto Maple Leafs","TOR","2",
"1958-02-13","Detroit Red Wings","DET","0","Boston Bruins","BOS","5",
"1958-02-14","New York Rangers","NYR","3","Chicago Black Hawks","CBH","1",
"1958-02-15","Montreal Canadiens","MTL","2","Boston Bruins","BOS","2",
"1958-02-15","Detroit Red Wings","DET","6","Toronto Maple Leafs","TOR","3",
"1958-02-16","Montreal Canadiens","MTL","0","Chicago Black Hawks","CBH","4",
"1958-02-16","Toronto Maple Leafs","TOR","1","Detroit Red Wings","DET","4",
"1958-02-16","Boston Bruins","BOS","2","New York Rangers","NYR","3",
"1958-02-19","Chicago Black Hawks","CBH","2","New York Rangers","NYR","3",
"1958-02-20","Boston Bruins","BOS","0","Montreal Canadiens","MTL","4",
"1958-02-22","Boston Bruins","BOS","1","Detroit Red Wings","DET","6",
"1958-02-22","New York Rangers","NYR","2","Montreal Canadiens","MTL","2",
"1958-02-22","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","3",
"1958-02-23","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","0",
"1958-02-23","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","3",
"1958-02-23","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","4",
"1958-02-26","Chicago Black Hawks","CBH","3","New York Rangers","NYR","4",
"1958-02-27","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","4",
"1958-03-01","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","2",
"1958-03-01","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","2",
"1958-03-01","New York Rangers","NYR","5","Toronto Maple Leafs","TOR","4",
"1958-03-02","Toronto Maple Leafs","TOR","6","Chicago Black Hawks","CBH","5",
"1958-03-02","Detroit Red Wings","DET","4","New York Rangers","NYR","4",
"1958-03-04","Boston Bruins","BOS","2","Detroit Red Wings","DET","1",
"1958-03-05","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","5",
"1958-03-06","Chicago Black Hawks","CBH","4","Boston Bruins","BOS","4",
"1958-03-08","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","4",
"1958-03-08","New York Rangers","NYR","3","Montreal Canadiens","MTL","2",
