rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Don Aiken","26","MTL","1","","0","1","0","6","","","","10.59","0","34","","","","","","0","0","0","0"
"2","Len Broderick","19","MTL","1","","1","0","0","2","","","","2.00","0","60","","","","","","0","0","0","0"
"3","Ed Chadwick","24","TOR","70","","21","38","11","223","","","","3.19","4","4200","","","","","","0","0","0","0"
"4","Claude Evans","24","BOS","1","","0","0","1","4","","","","4.00","0","60","","","","","","0","0","0","0"
"5","Glenn Hall","26","CBH","70","","24","39","7","200","","","","2.86","7","4200","","","","","","0","0","0","10"
"6","Charlie Hodge","24","MTL","12","","8","2","2","31","","","","2.58","1","720","","","","","","0","0","0","0"
"7","Harry Lumley","31","BOS","24","","11","10","3","70","","","","2.92","3","1440","","","","","","0","0","0","2"
"8","Al Millar","28","BOS","6","","1","4","1","25","","","","4.17","0","360","","","","","","0","0","0","0"
"9","Marcel Paille","25","NYR","33","","11","15","7","102","","","","3.09","1","1980","","","","","","0","0","0","0"
"10","Jacques Plante","29","MTL","57","","34","14","8","119","","","","2.11","9","3386","","","","","","0","0","0","13"
"11","Terry Sawchuk","28","DET","70","","29","29","12","206","","","","2.94","3","4200","","","","","","0","0","0","39"
"12","Don Simmons","26","BOS","39","","15","14","9","92","","","","2.41","5","2288","","","","","","0","0","0","0"
"13","Lefty Wilson","38","BOS","1","","0","0","1","1","","","","1.15","0","52","","","","","","0","0","0","0"
"14","Gump Worsley","28","NYR","37","","21","10","6","86","","","","2.32","4","2220","","","","","","0","0","0","10"
