rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Andy Aitkenhead","29","NYR","48","","21","19","8","113","","","","2.27","7","2990","","","","","","0","0","0","0"
"2","Bill Beveridge","24","OTS","48","","13","29","6","143","","","","2.86","3","3000","","","","","","0","0","0","0"
"3","Lorne Chabot","33","MTL","47","","21","20","6","101","","","","2.07","8","2928","","","","","","0","0","0","2"
"4","Alec Connell","31","NYA","1","","1","0","0","2","","","","3.00","0","40","","","","","","0","0","0","0"
"5","Abbie Cox","29","TOT","3","","0","1","1","8","","","","3.61","0","133","","","","","","0","0","0","0"
"6","Wilf Cude","23","TOT","30","","16","6","8","47","","","","1.47","5","1920","","","","","","0","0","0","0"
"7","Charlie Gardiner","29","CBH","48","","20","17","11","83","","","","1.63","10","3050","","","","","","0","0","0","0"
"8","Benny Grant","25","NYA","5","","1","4","0","18","","","","3.38","1","320","","","","","","0","0","0","0"
"9","George Hainsworth","38","TOR","48","","26","13","9","119","","","","2.37","3","3010","","","","","","0","0","0","0"
"10","Percy Jackson","26","NYA","1","","0","1","0","9","","","","9.00","0","60","","","","","","0","0","0","0"
"11","Dave Kerr","24","MTM","48","","19","18","11","122","","","","2.39","6","3060","","","","","","0","0","0","0"
"12","John Ross Roach","33","DET","19","","9","8","1","45","","","","2.62","1","1030","","","","","","0","0","0","0"
"13","Moe Roberts","28","NYA","6","","1","4","0","25","","","","4.46","0","336","","","","","","0","0","0","0"
"14","Tiny Thompson","30","BOS","48","","18","25","5","130","","","","2.62","5","2980","","","","","","0","0","0","0"
"15","Roy Worters","33","NYA","36","","12","13","10","75","","","","2.01","4","2240","","","","","","0","0","0","0"
"16","Doug Young","25","DET","1","","0","0","0","1","","","","2.86","0","21","","","","","","4","0","4","36"
