rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hank Bassen","33","DET","11","","3","3","0","17","","","","2.51","0","406","","","","","","0","0","0""0"
"2","Johnny Bower","41","TOR","35","","18","10","5","75","","","","2.25","3","1998","","","","","","0","1","1""0"
"3","Gerry Cheevers","25","BOS","7","","0","4","1","34","","","","6.00","0","340","","","","","","0","0","0""0"
"4","Roger Crozier","23","DET","64","","27","24","12","173","","","","2.78","7","3734","","","","","","0","0","0""4"
"5","Dave Dryden","24","CBH","11","","3","4","1","23","","","","3.05","0","453","","","","","","0","1","1""0"
"6","Bruce Gamble","27","TOR","10","","5","2","3","21","","","","2.51","4","501","","","","","","0","0","0""0"
"7","George Gardner","23","DET","1","","1","0","0","1","","","","1.00","0","60","","","","","","0","0","0""0"
"8","Ed Giacomin","26","NYR","35","","8","20","6","125","","","","3.68","0","2036","","","","","","0","0","0""8"
"9","Glenn Hall","34","CBH","64","","34","21","7","164","","","","2.63","4","3747","","","","","","0","2","2""14"
"10","Charlie Hodge","32","MTL","26","","12","7","2","56","","","","2.58","1","1301","","","","","","0","0","0""0"
"11","Eddie Johnston","30","BOS","33","","10","19","2","108","","","","3.72","1","1744","","","","","","0","0","0""2"
"12","Cesare Maniago","27","NYR","28","","9","14","4","94","","","","3.50","2","1613","","","","","","0","2","2""2"
"13","Bernie Parent","20","BOS","39","","11","20","3","128","","","","3.69","1","2083","","","","","","0","0","0""4"
"14","Bob Ring","19","BOS","1","","0","0","0","4","","","","7.27","0","33","","","","","","0","0","0""0"
"15","Terry Sawchuk","36","TOR","27","","10","11","3","80","","","","3.16","1","1521","","","","","","0","1","1""12"
"16","Don Simmons","34","NYR","12","","1","7","1","40","","","","4.36","0","551","","","","","","0","0","0""0"
"17","Al Smith","20","TOR","2","","1","0","0","2","","","","1.94","0","62","","","","","","0","0","0""0"
"18","Gary Smith","21","TOR","3","","0","2","0","7","","","","3.56","0","118","","","","","","0","0","0""0"
"19","Gump Worsley","36","MTL","51","","29","14","6","114","","","","2.36","2","2899","","","","","","0","1","1""4"
