rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Paul Andrea","24","NYR","RW","4","1","1","2","","0","1","0","0","0","","","","","","",""
"2","Lou Angotti","28","TOT","C/RW","51","6","12","18","","14","5","0","1","0","","","","","","",""
"3","Al Arbour","33","TOR","D","4","0","1","1","","2","0","0","0","0","","","","","","",""
"4","John Arbour","20","BOS","D","2","0","0","0","","0","0","0","0","0","","","","","","",""
"5","George Armstrong","35","TOR","RW","70","16","35","51","","12","11","3","2","3","","","","","","",""
"6","Barry Ashbee","26","BOS","D","14","0","3","3","","14","0","0","0","0","","","","","","",""
"7","Don Awrey","22","BOS","D","70","4","3","7","","74","2","2","0","0","","","","","","",""
"8","Ralph Backstrom","28","MTL","C","67","22","20","42","","10","21","1","0","3","","","","","","",""
"9","Dave Balon","27","MTL","LW","45","3","7","10","","24","3","0","0","1","","","","","","",""
"10","Doug Barkley","29","DET","D","43","5","15","20","","65","4","1","0","0","","","","","","",""
"11","Andy Bathgate","33","DET","RW","70","15","32","47","","25","11","4","0","3","","","","","","",""
"12","Bob Baun","29","TOR","D","44","0","6","6","","68","0","0","0","0","","","","","","",""
"13","Jean Beliveau","34","MTL","C","67","29","48","77","","50","16","13","0","7","","","","","","",""
"14","Red Berenson","26","MTL","LW","23","3","4","7","","12","3","0","0","0","","","","","","",""
"15","Gary Bergman","27","DET","D","61","3","16","19","","96","2","1","0","0","","","","","","",""
"16","Leo Boivin","33","TOT","D","62","0","10","10","","50","0","0","0","0","","","","","","",""
"17","Wally Boyer","28","TOR","C","46","4","17","21","","23","2","1","1","0","","","","","","",""
"18","John Brenneman","23","NYR","LW","11","0","0","0","","14","0","0","0","0","","","","","","",""
"19","Arnie Brown","24","NYR","D","64","1","7","8","","106","1","0","0","0","","","","","","",""
"20","John Bucyk","30","BOS","LW","63","27","30","57","","12","24","3","0","5","","","","","","",""
"21","Wayne Carleton","19","TOR","C","2","0","1","1","","0","0","0","0","0","","","","","","",""
"22","Dwight Carruthers","21","DET","D","1","0","0","0","","0","0","0","0","0","","","","","","",""
"23","Brian Conacher","24","TOR","LW","2","0","0","0","","2","0","0","0","0","","","","","","",""
"24","Yvan Cournoyer","22","MTL","RW","65","18","11","29","","8","2","16","0","0","","","","","","",""
"25","Bart Crashley","19","DET","D","1","0","0","0","","0","0","0","0","0","","","","","","",""
"26","Terry Crisp","22","BOS","C","3","0","0","0","","0","0","0","0","0","","","","","","",""
"27","Ray Cullen","24","NYR","C","8","1","3","4","","0","1","0","0","0","","","","","","",""
"28","Murray Davison","27","BOS","D","1","0","0","0","","0","0","0","0","0","","","","","","",""
"29","Alex Delvecchio","33","DET","C","70","31","38","69","","16","18","9","4","6","","","","","","",""
"30","Bob Dillabough","24","BOS","C","53","7","13","20","","18","7","0","0","1","","","","","","",""
"31","Gary Doak","19","TOT","D","24","0","8","8","","40","0","0","0","0","","","","","","",""
"32","Gary Dornhoefer","22","BOS","RW","10","0","1","1","","2","0","0","0","0","","","","","","",""
"33","Kent Douglas","29","TOR","D","64","6","14","20","","97","1","5","0","0","","","","","","",""
"34","Dick Duff","29","MTL","LW","63","21","24","45","","78","16","5","0","2","","","","","","",""
"35","Ron Ellis","21","TOR","RW","70","19","23","42","","24","16","3","0","1","","","","","","",""
"36","Phil Esposito","23","CBH","C","69","27","26","53","","49","20","7","0","6","","","","","","",""
"37","John Ferguson","27","MTL","LW","65","11","14","25","","153","10","1","0","1","","","","","","",""
"38","Reggie Fleming","29","TOT","LW","69","14","20","34","","166","10","4","0","3","","","","","","",""
"39","Val Fonteyne","32","DET","LW","59","5","10","15","","0","4","1","0","0","","","","","","",""
"40","Bill Gadsby","38","DET","D","58","5","12","17","","72","5","0","0","0","","","","","","",""
"41","Dick Gamble","37","TOR","LW","2","1","0","1","","0","0","1","0","0","","","","","","",""
"42","Jean Gauthier","28","MTL","D","2","0","0","0","","0","0","0","0","0","","","","","","",""
"43","Rod Gilbert","24","NYR","RW","34","10","15","25","","20","7","3","0","2","","","","","","",""
"44","Warren Godfrey","34","DET","D","26","0","4","4","","22","0","0","0","0","","","","","","",""
"45","Pete Goegan","31","DET","D","13","0","2","2","","14","0","0","0","0","","","","","","",""
"46","Bill Goldsworthy","21","BOS","RW","13","3","1","4","","6","3","0","0","0","","","","","","",""
"47","Phil Goyette","32","NYR","C","60","11","31","42","","6","7","4","0","0","","","","","","",""
"48","Danny Grant","19","MTL","LW","1","0","0","0","","0","0","0","0","0","","","","","","",""
"49","Ted Green","25","BOS","D","27","5","13","18","","113","3","2","0","0","","","","","","",""
"50","Vic Hadfield","25","NYR","LW","67","16","19","35","","112","15","1","0","1","","","","","","",""
"51","Murray Hall","25","DET","C","1","0","0","0","","0","0","0","0","0","","","","","","",""
"52","Al Hamilton","19","NYR","D","4","0","0","0","","0","0","0","0","0","","","","","","",""
"53","Terry Harper","26","MTL","D","69","1","11","12","","91","1","0","0","0","","","","","","",""
"54","Billy Harris","30","DET","C","24","1","4","5","","6","1","0","0","0","","","","","","",""
"55","Ted Harris","29","MTL","D","53","0","13","13","","87","0","0","0","0","","","","","","",""
"56","Bill Hay","30","CBH","C","68","20","31","51","","20","14","4","2","3","","","","","","",""
"57","Paul Henderson","23","DET","LW","69","22","24","46","","34","17","5","0","9","","","","","","",""
"58","Bill Hicke","27","NYR","RW","49","9","18","27","","21","6","3","0","0","","","","","","",""
"59","Larry Hillman","28","TOR","D","48","3","25","28","","34","0","3","0","0","","","","","","",""
"60","Wayne Hillman","27","NYR","D","68","3","17","20","","70","3","0","0","1","","","","","","",""
"61","Ken Hodge","21","CBH","RW","63","6","17","23","","47","4","1","1","1","","","","","","",""
"62","Tim Horton","36","TOR","D","70","6","22","28","","76","3","3","0","2","","","","","","",""
"63","Gordie Howe","37","DET","RW","70","29","46","75","","83","22","7","0","3","","","","","","",""
"64","Harry Howell","33","NYR","D","70","4","29","33","","92","3","1","0","0","","","","","","",""
"65","Bobby Hull","27","CBH","LW","65","54","43","97","","70","31","22","1","7","","","","","","",""
"66","Dennis Hull","21","CBH","LW","25","1","5","6","","6","1","0","0","0","","","","","","",""
"67","Brent Imlach","19","TOR","C","2","0","0","0","","0","0","0","0","0","","","","","","",""
"68","Earl Ingarfield","31","NYR","C","68","20","16","36","","35","18","2","0","3","","","","","","",""
"69","Doug Jarrett","21","CBH","D","66","4","12","16","","71","3","1","0","3","","","","","","",""
"70","Larry Jeffrey","25","TOR","LW","20","1","1","2","","22","1","0","0","1","","","","","","",""
"71","Don Johns","28","MTL","D","1","0","0","0","","0","0","0","0","0","","","","","","",""
"72","Jim Johnson","23","NYR","C","5","1","0","1","","0","1","0","0","0","","","","","","",""
"73","Eddie Joyal","25","TOR","C","14","0","2","2","","2","0","0","0","0","","","","","","",""
"74","Red Kelly","38","TOR","C","63","8","24","32","","12","8","0","0","2","","","","","","",""
"75","Forbes Kennedy","30","BOS","C","50","4","6","10","","55","3","0","1","1","","","","","","",""
"76","Dave Keon","25","TOR","C","69","24","30","54","","4","18","6","0","5","","","","","","",""
"77","Skip Krake","22","BOS","C","2","0","0","0","","0","0","0","0","0","","","","","","",""
"78","Orland Kurtenbach","29","TOR","RW","70","9","6","15","","54","6","2","1","3","","","","","","",""
"79","Albert Langlois","31","BOS","D","65","4","10","14","","54","4","0","0","0","","","","","","",""
"80","Jacques Laperriere","24","MTL","D","57","6","25","31","","85","3","2","1","2","","","","","","",""
"81","Claude Larose","23","MTL","RW","64","15","18","33","","67","15","0","0","3","","","","","","",""
"82","Al LeBrun","25","NYR","D","2","0","0","0","","0","0","0","0","0","","","","","","",""
"83","Bobby Leiter","24","BOS","C","9","2","1","3","","2","2","0","0","0","","","","","","",""
"84","Len Lunde","29","CBH","C","24","4","7","11","","4","4","0","0","0","","","","","","",""
"85","Parker MacDonald","32","TOT","LW","66","11","16","27","","30","9","1","1","0","","","","","","",""
"86","Bruce MacGregor","24","DET","C","70","20","14","34","","28","18","1","1","2","","","","","","",""
