rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Justin Abdelkader","20","DET","LW","2","0","0","0","0","2","0","0","0","0","0","0","0","6","0.0","24","12:13"
"2","Craig Adams","30","TOT","RW","75","4","7","11","-16","58","3","0","1","1","7","0","0","63","6.3","810","10:48"
"3","Kevyn Adams","33","CHI","C","27","0","2","2","-7","13","0","0","0","0","0","0","2","32","0.0","295","10:56"
"4","Maxim Afinogenov","28","BUF","RW","56","10","18","28","-16","42","9","1","0","1","13","5","0","114","8.8","899","16:03"
"5","Andrew Alberts","26","BOS","D","35","0","2","2","4","39","0","0","0","0","2","0","0","25","0.0","722","20:37"
"6","Daniel Alfredsson","35","OTT","RW","70","40","49","89","15","34","24","9","7","5","31","16","2","217","18.4","1560","22:17"
"7","Bobby Allen","29","BOS","D","19","0","0","0","-2","2","0","0","0","0","0","0","0","10","0.0","188","9:53"
"8","Bryan Allen","27","FLA","D","73","2","14","16","5","67","2","0","0","0","11","2","1","67","3.0","1554","21:17"
"9","Nik Antropov","27","TOR","C","72","26","30","56","10","92","14","12","0","5","25","4","1","165","15.8","1448","20:07"
"10","Colby Armstrong","25","TOT","RW","72","13","22","35","4","56","12","1","0","3","20","1","1","113","11.5","1157","16:04"
"11","Derek Armstrong","34","LAK","C","77","8","27","35","4","63","7","1","0","2","20","7","0","118","6.8","1023","13:17"
"12","Tyler Arnason","28","COL","C","70","10","21","31","-1","16","7","3","0","1","14","7","0","179","5.6","1068","15:16"
"13","Jason Arnott","33","NSH","C","79","28","44","72","19","54","15","13","0","3","35","9","0","248","11.3","1500","18:59"
"14","Arron Asham","29","NJD","RW","77","6","4","10","-6","84","6","0","0","2","3","1","0","68","8.8","659","8:33"
"15","Adrian Aucoin","34","CGY","D","76","10","25","35","13","37","5","5","0","1","10","15","0","121","8.3","1593","20:58"
"16","Keith Aucoin","29","CAR","RW","38","5","8","13","3","10","5","0","0","0","7","1","0","65","7.7","511","13:28"
"17","Sean Avery","27","NYR","LW","57","15","18","33","6","154","13","2","0","4","15","2","1","125","12.0","903","15:50"
"18","P.J. Axelsson","32","BOS","LW","75","13","16","29","11","15","11","0","2","2","14","0","2","100","13.0","1320","17:36"
"19","David Backes","23","STL","RW","72","13","18","31","-11","99","10","3","0","2","14","4","0","129","10.1","1057","14:41"
"20","Christian Backman","27","TOT","D","63","3","15","18","-2","50","2","1","0","0","11","4","0","51","5.9","1210","19:13"
"21","Nicklas Backstrom","20","WSH","C","82","14","55","69","13","24","11","3","0","4","33","22","0","153","9.2","1557","18:00"
"22","Keith Ballard","25","PHX","D","82","6","15","21","7","85","3","2","1","1","13","2","0","105","5.7","1744","21:16"
"23","Ivan Baranka","22","NYR","D","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0.0","13","12:44"
"24","Krys Barch","27","DAL","RW","48","1","2","3","-3","105","1","0","0","0","2","0","0","23","4.3","312","6:30"
"25","Cam Barker","21","CHI","D","45","6","12","18","-3","52","4","2","0","0","10","2","0","42","14.3","774","17:12"
"26","Stu Barnes","37","DAL","C","79","12","11","23","-3","26","10","0","2","4","7","0","4","71","16.9","1076","13:38"
"27","Cody Bass","21","OTT","C","21","2","2","4","-1","19","1","0","1","1","1","0","1","12","16.7","112","5:19"
"28","Shawn Bates","32","NYI","C","2","0","0","0","-2","0","0","0","0","0","0","0","0","0","","14","7:00"
"29","Bates Battaglia","32","TOR","LW","13","0","0","0","-6","7","0","0","0","0","0","0","0","6","0.0","62","4:46"
"30","Ryan Bayda","27","CAR","LW","31","3","3","6","-2","28","3","0","0","0","3","0","0","58","5.2","391","12:36"
"31","Francois Beauchemin","27","ANA","D","82","2","19","21","-9","59","2","0","0","2","11","7","1","144","1.4","2093","25:32"
"32","Kris Beech","26","TOT","C","25","6","5","11","3","4","4","2","0","0","4","1","0","36","16.7","288","11:30"
"33","Steve Begin","29","MTL","LW","44","3","5","8","0","48","3","0","0","0","5","0","0","67","4.5","512","11:38"
"34","Wade Belak","31","TOT","RW","47","1","0","1","-2","78","1","0","0","0","0","0","0","17","5.9","192","4:05"
"35","Eric Belanger","30","MIN","C","75","13","24","37","-6","30","5","7","1","3","17","7","0","115","11.3","1291","17:13"
"36","Brendan Bell","24","PHX","D","2","0","0","0","-2","0","0","0","0","0","0","0","0","0","","30","14:49"
"37","Mark Bell","27","TOR","LW","35","4","6","10","-2","60","4","0","0","0","6","0","0","42","9.5","341","9:45"
"38","Bryan Berard","30","NYI","D","54","5","17","22","-17","48","1","4","0","2","6","11","0","87","5.7","953","17:38"
"39","Sean Bergenheim","23","NYI","LW","78","10","12","22","-3","62","9","1","0","1","11","1","0","155","6.5","878","11:15"
"40","Marc-Andre Bergeron","27","TOT","D","55","9","10","19","-16","20","1","8","0","1","3","7","0","108","8.3","957","17:24"
"41","Patrice Bergeron","22","BOS","C","10","3","4","7","2","2","1","2","0","0","3","1","0","24","12.5","182","18:10"
"42","Niclas Bergfors","20","NJD","RW","1","0","0","0","-1","0","0","0","0","0","0","0","0","3","0.0","11","11:17"
"43","Steve Bernier","22","TOT","RW","76","16","16","32","-1","64","12","4","0","0","11","5","0","131","12.2","1014","13:20"
"44","Adam Berti","21","CHI","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","20","10:07"
"45","Todd Bertuzzi","32","ANA","LW","68","14","26","40","8","97","10","4","0","2","21","5","0","121","11.6","1119","16:27"
"46","Blair Betts","27","NYR","C","75","2","5","7","-4","20","2","0","0","0","4","1","0","85","2.4","889","11:52"
"47","Bryan Bickell","21","CHI","LW","4","0","0","0","-1","2","0","0","0","0","0","0","0","3","0.0","37","9:08"
"48","Kevin Bieksa","26","VAN","D","34","2","10","12","-11","90","1","1","0","1","5","5","0","64","3.1","795","23:24"
"49","Jason Blake","34","TOR","LW","82","15","37","52","-4","28","13","2","0","0","27","10","0","332","4.5","1461","17:49"
"50","Rob Blake","38","LAK","D","71","9","22","31","-19","98","4","5","0","2","12","10","0","144","6.3","1614","22:44"
