rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hank Bassen","29","DET","27","","9","12","6","75","","","","2.78","3","1620","","","","","","0","0","0","8"
"2","Johnny Bower","37","TOR","59","","31","18","10","151","","","","2.56","2","3540","","","","","","0","1","1","4"
"3","Ed Chadwick","28","BOS","4","","0","3","1","22","","","","5.50","0","240","","","","","","0","0","0","0"
"4","Gerry Cheevers","21","TOR","2","","1","1","0","6","","","","3.00","0","120","","","","","","0","0","0","0"
"5","Dave Dryden","20","NYR","1","","0","1","0","3","","","","4.50","0","40","","","","","","0","0","0","0"
"6","Bruce Gamble","23","BOS","28","","6","18","4","121","","","","4.32","1","1680","","","","","","0","0","0","4"
"7","Glenn Hall","30","CBH","70","","31","26","13","184","","","","2.63","9","4200","","","","","","0","0","0","12"
"8","Don Head","28","BOS","38","","9","26","3","158","","","","4.16","2","2280","","","","","","0","0","0","14"
"9","Dan Olesevich","24","NYR","1","","0","0","1","2","","","","4.14","0","29","","","","","","0","0","0","0"
"10","Marcel Paille","29","NYR","10","","4","4","2","28","","","","2.80","0","600","","","","","","0","0","0","0"
"11","Jacques Plante","33","MTL","70","","42","14","14","166","","","","2.37","4","4200","","","","","","0","0","0","14"
"12","Terry Sawchuk","32","DET","43","","14","21","8","141","","","","3.28","5","2580","","","","","","0","0","0","12"
"13","Don Simmons","30","TOR","9","","5","3","1","21","","","","2.33","1","540","","","","","","0","0","0","0"
"14","Gump Worsley","32","NYR","60","","22","27","9","172","","","","2.92","2","3531","","","","","","0","0","0","12"
