date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1931-11-12","New York Americans","NYA","5","Detroit Falcons","DTF","2",
"1931-11-12","New York Rangers","NYR","4","Montreal Canadiens","MTL","1",
"1931-11-12","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","1",
"1931-11-14","Boston Bruins","BOS","1","Montreal Maroons","MTM","4",
"1931-11-14","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","1",
"1931-11-15","New York Americans","NYA","1","Chicago Black Hawks","CBH","1",
"1931-11-15","Detroit Falcons","DTF","2","New York Rangers","NYR","1",
"1931-11-17","Detroit Falcons","DTF","0","Boston Bruins","BOS","1",
"1931-11-17","Montreal Maroons","MTM","2","Montreal Canadiens","MTL","5",
"1931-11-17","New York Americans","NYA","0","New York Rangers","NYR","3",
"1931-11-18","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","1",
"1931-11-19","Montreal Maroons","MTM","1","Detroit Falcons","DTF","3",
"1931-11-19","Boston Bruins","BOS","1","New York Rangers","NYR","2",
"1931-11-21","Boston Bruins","BOS","0","Montreal Canadiens","MTL","3",
"1931-11-21","New York Rangers","NYR","5","Toronto Maple Leafs","TOR","3",
"1931-11-22","Montreal Maroons","MTM","2","Chicago Black Hawks","CBH","4",
"1931-11-22","Detroit Falcons","DTF","1","New York Americans","NYA","2",
"1931-11-24","Montreal Canadiens","MTL","1","Boston Bruins","BOS","7",
"1931-11-24","Detroit Falcons","DTF","1","Montreal Maroons","MTM","6",
"1931-11-24","Chicago Black Hawks","CBH","1","New York Rangers","NYR","1",
"1931-11-26","Chicago Black Hawks","CBH","0","Boston Bruins","BOS","1",
"1931-11-26","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","3",
"1931-11-26","Montreal Maroons","MTM","1","New York Americans","NYA","1",
"1931-11-28","New York Americans","NYA","3","Montreal Maroons","MTM","1",
"1931-11-28","Boston Bruins","BOS","5","Toronto Maple Leafs","TOR","6",
"1931-11-29","New York Rangers","NYR","5","Chicago Black Hawks","CBH","0",
"1931-11-29","Montreal Canadiens","MTL","2","Detroit Falcons","DTF","3",
"1931-12-01","Montreal Maroons","MTM","3","Boston Bruins","BOS","7",
"1931-12-01","New York Americans","NYA","2","Toronto Maple Leafs","TOR","2",
"1931-12-02","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","2",
"1931-12-03","New York Rangers","NYR","1","Detroit Falcons","DTF","1",
"1931-12-03","Toronto Maple Leafs","TOR","2","Montreal Maroons","MTM","8",
"1931-12-05","Detroit Falcons","DTF","0","Montreal Canadiens","MTL","4",
"1931-12-05","Montreal Maroons","MTM","0","Toronto Maple Leafs","TOR","4",
"1931-12-06","Chicago Black Hawks","CBH","0","New York Americans","NYA","2",
"1931-12-08","New York Americans","NYA","3","Boston Bruins","BOS","2",
"1931-12-08","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","1",
"1931-12-08","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","2",
"1931-12-10","Boston Bruins","BOS","1","Detroit Falcons","DTF","1",
"1931-12-10","New York Rangers","NYR","3","Montreal Maroons","MTM","2",
"1931-12-10","Montreal Canadiens","MTL","3","New York Americans","NYA","0",
"1931-12-12","Montreal Canadiens","MTL","1","Montreal Maroons","MTM","7",
"1931-12-12","Detroit Falcons","DTF","1","Toronto Maple Leafs","TOR","3",
"1931-12-13","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","0",
"1931-12-13","New York Rangers","NYR","2","New York Americans","NYA","1",
"1931-12-15","New York Rangers","NYR","2","Boston Bruins","BOS","2",
"1931-12-15","Toronto Maple Leafs","TOR","2","New York Americans","NYA","2",
"1931-12-16","Detroit Falcons","DTF","1","Chicago Black Hawks","CBH","4",
"1931-12-17","Chicago Black Hawks","CBH","1","Detroit Falcons","DTF","4",
"1931-12-17","New York Americans","NYA","0","Montreal Canadiens","MTL","1",
"1931-12-17","Montreal Maroons","MTM","4","New York Rangers","NYR","5",
"1931-12-19","New York Rangers","NYR","2","Montreal Canadiens","MTL","2",
"1931-12-19","Montreal Maroons","MTM","2","Toronto Maple Leafs","TOR","4",
"1931-12-20","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","1",
"1931-12-20","Detroit Falcons","DTF","2","New York Americans","NYA","2",
"1931-12-22","Detroit Falcons","DTF","2","Boston Bruins","BOS","6",
"1931-12-22","Chicago Black Hawks","CBH","1","Montreal Maroons","MTM","1",
"1931-12-22","Montreal Canadiens","MTL","2","New York Rangers","NYR","6",
"1931-12-22","New York Americans","NYA","3","Toronto Maple Leafs","TOR","9",
"1931-12-24","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","1",
"1931-12-25","New York Americans","NYA","0","New York Rangers","NYR","6",
"1931-12-26","Boston Bruins","BOS","4","Montreal Maroons","MTM","4",
"1931-12-26","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","0",
"1931-12-27","New York Americans","NYA","0","Detroit Falcons","DTF","1",
"1931-12-27","Chicago Black Hawks","CBH","1","New York Rangers","NYR","3",
"1931-12-29","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","3",
"1931-12-29","Detroit Falcons","DTF","2","Montreal Maroons","MTM","4",
"1931-12-29","Toronto Maple Leafs","TOR","5","New York Americans","NYA","0",
"1931-12-31","Montreal Canadiens","MTL","0","Boston Bruins","BOS","5",
"1931-12-31","Montreal Maroons","MTM","1","Toronto Maple Leafs","TOR","3",
"1932-01-01","New York Americans","NYA","2","Chicago Black Hawks","CBH","3",
"1932-01-01","Detroit Falcons","DTF","0","New York Rangers","NYR","3",
"1932-01-02","Montreal Maroons","MTM","1","Montreal Canadiens","MTL","5",
"1932-01-03","New York Rangers","NYR","1","Chicago Black Hawks","CBH","1",
"1932-01-03","Toronto Maple Leafs","TOR","2","Detroit Falcons","DTF","3",
"1932-01-03","Boston Bruins","BOS","0","New York Americans","NYA","0",
"1932-01-05","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","3",
"1932-01-05","New York Americans","NYA","2","Montreal Canadiens","MTL","1",
"1932-01-05","Montreal Maroons","MTM","0","New York Rangers","NYR","2",
"1932-01-06","Detroit Falcons","DTF","2","Chicago Black Hawks","CBH","4",
"1932-01-07","Boston Bruins","BOS","0","Detroit Falcons","DTF","0",
"1932-01-07","New York Rangers","NYR","3","Montreal Maroons","MTM","4",
"1932-01-07","Montreal Canadiens","MTL","0","New York Americans","NYA","1",
"1932-01-09","New York Americans","NYA","2","Montreal Maroons","MTM","4",
"1932-01-10","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","1",
"1932-01-10","Montreal Canadiens","MTL","1","Detroit Falcons","DTF","3",
"1932-01-10","Toronto Maple Leafs","TOR","0","New York Rangers","NYR","2",
"1932-01-12","New York Rangers","NYR","5","Boston Bruins","BOS","3",
"1932-01-12","Montreal Maroons","MTM","0","New York Americans","NYA","2",
"1932-01-12","Detroit Falcons","DTF","4","Toronto Maple Leafs","TOR","7",
"1932-01-13","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","1",
"1932-01-14","Chicago Black Hawks","CBH","0","Detroit Falcons","DTF","2",
"1932-01-14","Toronto Maple Leafs","TOR","6","Montreal Maroons","MTM","4",
"1932-01-14","Boston Bruins","BOS","1","New York Rangers","NYR","3",
"1932-01-16","Boston Bruins","BOS","2","Montreal Canadiens","MTL","2",
"1932-01-17","Montreal Maroons","MTM","3","Chicago Black Hawks","CBH","3",
"1932-01-17","New York Rangers","NYR","2","Detroit Falcons","DTF","4",
"1932-01-17","Toronto Maple Leafs","TOR","0","New York Americans","NYA","4",
"1932-01-19","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","2",
"1932-01-19","Montreal Canadiens","MTL","5","New York Rangers","NYR","3",
"1932-01-19","New York Americans","NYA","3","Toronto Maple Leafs","TOR","11",
"1932-01-21","Montreal Maroons","MTM","3","Detroit Falcons","DTF","4",
"1932-01-21","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","3",
"1932-01-21","Chicago Black Hawks","CBH","1","New York Americans","NYA","0",
"1932-01-23","Detroit Falcons","DTF","2","Boston Bruins","BOS","0",
"1932-01-23","Chicago Black Hawks","CBH","3","Montreal Maroons","MTM","3",
"1932-01-23","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","2",
"1932-01-24","Detroit Falcons","DTF","3","New York Rangers","NYR","4",
"1932-01-26","Montreal Maroons","MTM","4","Boston Bruins","BOS","3",
"1932-01-26","Montreal Canadiens","MTL","2","New York Americans","NYA","3",
"1932-01-27","Detroit Falcons","DTF","1","Chicago Black Hawks","CBH","2",
"1932-01-28","Chicago Black Hawks","CBH","2","Detroit Falcons","DTF","4",
"1932-01-28","Montreal Canadiens","MTL","3","Montreal Maroons","MTM","3",
"1932-01-28","Boston Bruins","BOS","4","New York Rangers","NYR","1",
"1932-01-30","Detroit Falcons","DTF","3","Montreal Canadiens","MTL","4",
"1932-01-30","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","6",
"1932-01-31","New York Rangers","NYR","3","Chicago Black Hawks","CBH","0",
"1932-01-31","Montreal Maroons","MTM","2","New York Americans","NYA","4",
"1932-02-02","New York Americans","NYA","4","Boston Bruins","BOS","3",
"1932-02-02","Detroit Falcons","DTF","3","Montreal Maroons","MTM","4",
"1932-02-02","Montreal Canadiens","MTL","4","New York Rangers","NYR","1",
"1932-02-03","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","7",
"1932-02-04","Montreal Maroons","MTM","5","Montreal Canadiens","MTL","6",
"1932-02-04","Boston Bruins","BOS","5","New York Americans","NYA","0",
"1932-02-06","New York Americans","NYA","1","Montreal Maroons","MTM","3",
"1932-02-06","Boston Bruins","BOS","0","Toronto Maple Leafs","TOR","6",
"1932-02-07","Toronto Maple Leafs","TOR","1","Detroit Falcons","DTF","3",
"1932-02-07","Chicago Black Hawks","CBH","0","New York Rangers","NYR","1",
"1932-02-09","New York Rangers","NYR","1","Boston Bruins","BOS","2",
"1932-02-09","Montreal Canadiens","MTL","1","Montreal Maroons","MTM","4",
"1932-02-09","Chicago Black Hawks","CBH","3","New York Americans","NYA","1",
"1932-02-11","Montreal Maroons","MTM","7","Boston Bruins","BOS","4",
"1932-02-11","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","4",
"1932-02-13","New York Rangers","NYR","1","Montreal Canadiens","MTL","3",
"1932-02-13","Montreal Maroons","MTM","0","Toronto Maple Leafs","TOR","6",
"1932-02-14","Chicago Black Hawks","CBH","1","Detroit Falcons","DTF","3",
"1932-02-14","Boston Bruins","BOS","3","New York Americans","NYA","1",
"1932-02-16","Toronto Maple Leafs","TOR","0","Boston Bruins","BOS","3",
"1932-02-16","New York Americans","NYA","1","Montreal Maroons","MTM","7",
"1932-02-16","Detroit Falcons","DTF","2","New York Rangers","NYR","2",
"1932-02-17","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","1",
"1932-02-18","Boston Bruins","BOS","0","Detroit Falcons","DTF","0",
"1932-02-18","Montreal Maroons","MTM","3","New York Americans","NYA","1",
"1932-02-18","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","5",
"1932-02-20","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","2",
"1932-02-20","Toronto Maple Leafs","TOR","0","Montreal Maroons","MTM","3",
"1932-02-21","Montreal Canadiens","MTL","1","Detroit Falcons","DTF","1",
"1932-02-21","New York Americans","NYA","3","New York Rangers","NYR","2",
"1932-02-23","New York Rangers","NYR","2","Boston Bruins","BOS","0",
"1932-02-23","Detroit Falcons","DTF","1","Montreal Canadiens","MTL","2",
"1932-02-23","Toronto Maple Leafs","TOR","4","New York Americans","NYA","4",
"1932-02-24","Montreal Maroons","MTM","1","Chicago Black Hawks","CBH","3",
"1932-02-25","Boston Bruins","BOS","3","New York Rangers","NYR","3",
"1932-02-25","Detroit Falcons","DTF","5","Toronto Maple Leafs","TOR","3",
"1932-02-27","Boston Bruins","BOS","2","Montreal Canadiens","MTL","4",
"1932-02-27","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","4",
"1932-02-28","Montreal Maroons","MTM","1","Detroit Falcons","DTF","2",
"1932-03-01","Montreal Canadiens","MTL","6","Boston Bruins","BOS","7",
"1932-03-01","Chicago Black Hawks","CBH","0","Montreal Maroons","MTM","1",
"1932-03-01","New York Americans","NYA","1","Toronto Maple Leafs","TOR","3",
"1932-03-03","New York Rangers","NYR","2","Detroit Falcons","DTF","1",
"1932-03-03","Montreal Maroons","MTM","1","Montreal Canadiens","MTL","2",
"1932-03-04","New York Americans","NYA","1","Chicago Black Hawks","CBH","6",
"1932-03-05","Boston Bruins","BOS","1","Montreal Maroons","MTM","3",
"1932-03-05","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","1",
"1932-03-06","New York Rangers","NYR","3","Chicago Black Hawks","CBH","4",
"1932-03-06","Detroit Falcons","DTF","2","New York Americans","NYA","2",
"1932-03-08","Detroit Falcons","DTF","0","Boston Bruins","BOS","2",
"1932-03-08","New York Americans","NYA","1","Montreal Canadiens","MTL","6",
