rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Clarence Abel","31","CBH","D","48","3","3","6","","34","","","","","","","","","","",""
"2","Stew Adams","27","CBH","LW","26","0","5","5","","26","","","","","","","","","","",""
"3","Art Alexandre","22","MTL","C","10","0","2","2","","8","","","","","","","","","","",""
"4","Larry Aurie","26","DTF","RW","48","12","8","20","","18","","","","","","","","","","",""
"5","Vern Ayres","22","NYA","D","45","2","4","6","","82","","","","","","","","","","",""
"6","Ace Bailey","28","TOR","RW","41","8","5","13","","62","","","","","","","","","","",""
"7","Marty Barry","26","BOS","C","48","21","17","38","","22","","","","","","","","","","",""
"8","Red Beattie","24","BOS","LW","1","0","0","0","","0","","","","","","","","","","",""
"9","Andy Blair","23","TOR","C","48","9","14","23","","35","","","","","","","","","","",""
"10","Helge Bostrom","38","CBH","D","14","0","0","0","","4","","","","","","","","","","",""
"11","Frank Boucher","30","NYR","C","48","12","23","35","","18","","","","","","","","","","",""
"12","George Boucher","35","CBH","D","43","1","5","6","","50","","","","","","","","","","",""
"13","Irwin Boyd","23","BOS","RW","29","2","1","3","","10","","","","","","","","","","",""
"14","Doug Brennan","27","NYR","D","38","4","3","7","","40","","","","","","","","","","",""
"15","Bill Brydge","30","NYA","D","48","2","8","10","","77","","","","","","","","","","",""
"16","Glenn Brydson","21","MTM","RW","47","12","13","25","","44","","","","","","","","","","",""
"17","Billy Burch","31","NYA","C","48","7","15","22","","20","","","","","","","","","","",""
"18","Eddie Burke","24","BOS","W","16","3","0","3","","12","","","","","","","","","","",""
"19","Marty Burke","27","MTL","D","48","3","6","9","","50","","","","","","","","","","",""
"20","Roy Burmister","25","NYA","LW","16","3","2","5","","2","","","","","","","","","","",""
"21","Frank Carson","30","DTF","RW","31","10","14","24","","31","","","","","","","","","","",""
"22","Art Chapman","25","BOS","C","48","11","14","25","","18","","","","","","","","","","",""
"23","Dit Clapper","24","BOS","RW","48","17","22","39","","21","","","","","","","","","","",""
"24","Charlie Conacher","22","TOR","RW","44","34","14","48","","66","","","","","","","","","","",""
"25","Lionel Conacher","30","MTM","D","45","7","9","16","","60","","","","","","","","","","",""
"26","Eddie Convey","21","NYA","C","21","1","0","1","","21","","","","","","","","","","",""
"27","Bill Cook","35","NYR","RW","48","34","14","48","","33","","","","","","","","","","",""
"28","Bud Cook","24","BOS","C","28","4","4","8","","14","","","","","","","","","","",""
"29","Bun Cook","28","NYR","LW","45","14","20","34","","43","","","","","","","","","","",""
"30","Tom Cook","24","CBH","C","48","12","13","25","","36","","","","","","","","","","",""
"31","Carson Cooper","32","DTF","RW","48","3","5","8","","11","","","","","","","","","","",""
"32","Baldy Cotton","29","TOR","LW","48","5","13","18","","41","","","","","","","","","","",""
"33","Art Coulter","22","CBH","D","13","0","1","1","","23","","","","","","","","","","",""
"34","Rosie Couture","26","CBH","RW","48","9","9","18","","8","","","","","","","","","","",""
"35","Danny Cox","28","DTF","LW","47","4","6","10","","23","","","","","","","","","","",""
"36","Harold Darragh","29","TOR","RW","48","5","10","15","","6","","","","","","","","","","",""
"37","Hap Day","30","TOR","LW/D","47","7","8","15","","33","","","","","","","","","","",""
"38","Vic Desjardins","31","NYR","C","48","3","3","6","","16","","","","","","","","","","",""
"39","Cecil Dillon","23","NYR","RW","48","23","15","38","","22","","","","","","","","","","",""
"40","Lorne Duguid","21","MTM","LW","13","0","0","0","","6","","","","","","","","","","",""
"41","Red Dutton","33","NYA","D","47","3","5","8","","107","","","","","","","","","","",""
"42","Hap Emms","27","TOT","LW/D","33","6","9","15","","38","","","","","","","","","","",""
"43","Tommy Filmore","25","TOT","RW","40","8","6","14","","14","","","","","","","","","","",""
"44","Frank Finnigan","28","TOR","RW","47","8","13","21","","45","","","","","","","","","","",""
"45","Yip Foster","24","BOS","RW","34","1","2","3","","12","","","","","","","","","","",""
"46","Art Gagne","34","DTF","RW","13","1","1","2","","0","","","","","","","","","","",""
"47","Johnny Gagnon","26","MTL","RW","48","19","18","37","","40","","","","","","","","","","",""
"48","Dutch Gainor","27","NYR","LW","46","3","9","12","","9","","","","","","","","","","",""
"49","Percy Galbraith","33","BOS","LW","47","2","1","3","","28","","","","","","","","","","",""
"50","John Gallagher","23","MTM","D","19","1","0","1","","18","","","","","","","","","","",""
"51","Ebbie Goodfellow","24","DTF","C/D","48","14","16","30","","56","","","","","","","","","","",""
