rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Claude Bourque","24","TOT","37","","9","25","3","124","","","","3.28","2","2270","","","","","","0","0","0","0"
"2","Frank Brimsek","24","BOS","48","","31","12","5","98","","","","1.99","6","2950","","","","","","0","0","0","0"
"3","Turk Broda","25","TOR","47","","25","17","5","108","","","","2.23","4","2900","","","","","","0","0","0","0"
"4","Wilf Cude","29","MTL","7","","1","5","1","24","","","","3.47","0","415","","","","","","0","0","0","0"
"5","Paul Goodman","34","CBH","31","","16","10","5","62","","","","1.94","4","1920","","","","","","0","0","0","0"
"6","Mike Karakas","28","TOT","22","","7","13","2","76","","","","3.35","0","1360","","","","","","0","0","0","0"
"7","Dave Kerr","30","NYR","48","","27","11","10","77","","","","1.54","8","3000","","","","","","0","0","0","0"
"8","Alfie Moore","34","DET","1","","0","1","0","3","","","","3.00","0","60","","","","","","0","0","0","0"
"9","Earl Robertson","29","NYA","48","","15","29","4","140","","","","2.84","6","2960","","","","","","0","0","0","0"
"10","Charlie Sands","28","MTL","1","","0","0","0","5","","","","12.00","0","25","","","","","","9","20","29","10"
"11","Phil Stein","26","TOR","1","","0","0","1","2","","","","1.71","0","70","","","","","","0","0","0","0"
"12","Tiny Thompson","36","DET","46","","16","24","6","120","","","","2.54","3","2830","","","","","","0","0","0","0"
