date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1939-11-02","Detroit Red Wings","DET","2","Chicago Black Hawks","CBH","3",
"1939-11-04","Boston Bruins","BOS","0","Toronto Maple Leafs","TOR","5",
"1939-11-05","New York Rangers","NYR","1","Detroit Red Wings","DET","1",
"1939-11-05","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","8",
"1939-11-09","New York Americans","NYA","0","Montreal Canadiens","MTL","2",
"1939-11-11","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","1",
"1939-11-12","New York Americans","NYA","1","Chicago Black Hawks","CBH","2",
"1939-11-12","Boston Bruins","BOS","1","Detroit Red Wings","DET","2",
"1939-11-12","Toronto Maple Leafs","TOR","1","New York Rangers","NYR","0",
"1939-11-14","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","3",
"1939-11-14","Detroit Red Wings","DET","4","New York Americans","NYA","2",
"1939-11-16","Boston Bruins","BOS","3","Montreal Canadiens","MTL","3",
"1939-11-16","Chicago Black Hawks","CBH","3","New York Rangers","NYR","2",
"1939-11-18","New York Rangers","NYR","3","New York Americans","NYA","1",
"1939-11-18","Detroit Red Wings","DET","0","Toronto Maple Leafs","TOR","3",
"1939-11-19","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","0",
"1939-11-19","Toronto Maple Leafs","TOR","7","Detroit Red Wings","DET","1",
"1939-11-19","Montreal Canadiens","MTL","2","New York Rangers","NYR","1",
"1939-11-21","Montreal Canadiens","MTL","2","Boston Bruins","BOS","1",
"1939-11-23","New York Americans","NYA","2","Detroit Red Wings","DET","3",
"1939-11-23","New York Rangers","NYR","1","Montreal Canadiens","MTL","1",
"1939-11-25","Detroit Red Wings","DET","6","Montreal Canadiens","MTL","4",
"1939-11-25","New York Americans","NYA","3","Toronto Maple Leafs","TOR","4",
"1939-11-26","New York Rangers","NYR","2","Boston Bruins","BOS","2",
"1939-11-26","Chicago Black Hawks","CBH","4","Detroit Red Wings","DET","2",
"1939-11-26","Toronto Maple Leafs","TOR","1","New York Americans","NYA","2",
"1939-11-28","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","6",
"1939-11-28","Detroit Red Wings","DET","1","New York Rangers","NYR","4",
"1939-11-30","New York Rangers","NYR","7","Chicago Black Hawks","CBH","2",
"1939-11-30","Montreal Canadiens","MTL","2","New York Americans","NYA","5",
"1939-12-02","New York Americans","NYA","1","New York Rangers","NYR","1",
"1939-12-02","Chicago Black Hawks","CBH","3","Toronto Maple Leafs","TOR","3",
"1939-12-03","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","1",
"1939-12-03","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","1",
"1939-12-03","Boston Bruins","BOS","6","New York Americans","NYA","2",
"1939-12-05","New York Americans","NYA","1","Boston Bruins","BOS","2",
"1939-12-07","New York Americans","NYA","1","Chicago Black Hawks","CBH","2",
"1939-12-07","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","4",
"1939-12-08","Boston Bruins","BOS","3","Detroit Red Wings","DET","0",
"1939-12-09","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","3",
"1939-12-10","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","3",
"1939-12-10","New York Americans","NYA","3","Detroit Red Wings","DET","2",
"1939-12-10","Boston Bruins","BOS","2","New York Rangers","NYR","3",
