rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","32","PHI","C","76","14","23","37","-9","131","11","2","1","1","18","5","0","120","11.7","",""
"2","Greg Adams","27","VAN","LW","55","21","24","45","-5","10","15","5","1","2","16","7","1","148","14.2","",""
"3","Jim Agnew","24","VAN","D","20","0","0","0","-11","81","0","0","0","0","0","0","0","12","0.0","",""
"4","Brad Aitken","23","TOT","LW","9","0","2","2","-3","25","0","0","0","0","2","0","0","3","0.0","",""
"5","Tommy Albelin","26","NJD","D","47","2","12","14","1","44","1","1","0","0","3","8","1","66","3.0","",""
"6","Glenn Anderson","30","EDM","RW","74","24","31","55","-7","59","16","8","0","4","21","9","1","193","12.4","",""
"7","Perry Anderson","29","NJD","LW","1","0","0","0","0","5","0","0","0","0","0","0","0","1","0.0","",""
"8","Shawn Anderson","22","QUE","D","31","3","10","13","2","21","1","2","0","0","8","2","0","44","6.8","",""
"9","Mikael Andersson","24","HAR","LW","41","4","7","11","0","8","4","0","0","0","7","0","0","57","7.0","",""
"10","Dave Andreychuk","27","BUF","LW","80","36","33","69","11","32","23","13","0","4","19","14","0","234","15.4","",""
"11","Shawn Antoski","20","VAN","LW","2","0","0","0","-2","0","0","0","0","0","0","0","0","2","0.0","",""
"12","Bill Armstrong","24","PHI","C","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0.0","",""
"13","Scott Arniel","28","WIN","C","75","5","17","22","-12","87","5","0","0","1","16","0","1","91","5.5","",""
"14","Brent Ashton","30","WIN","LW","61","12","24","36","-10","58","11","1","0","2","17","6","1","107","11.2","",""
"15","Donald Audette","21","BUF","RW","8","4","3","7","-1","4","2","2","0","1","3","0","0","17","23.5","",""
"16","Bobby Babcock","22","WSH","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"17","Warren Babe","22","MNS","LW","1","0","1","1","1","0","0","0","0","0","1","0","0","0","","",""
"18","Dave Babych","29","HAR","D","8","0","6","6","-4","4","0","0","0","0","0","6","0","15","0.0","",""
"19","Jergus Baca","26","HAR","D","9","0","2","2","-3","14","0","0","0","0","0","2","0","15","0.0","",""
"20","Jamie Baker","24","QUE","C","18","2","0","2","-4","8","1","0","1","0","0","0","0","18","11.1","",""
"21","Ralph Barahona","25","BOS","C","3","2","1","3","2","0","2","0","0","0","0","1","0","5","40.0","",""
"22","Don Barber","26","TOT","LW","23","1","2","3","-6","18","1","0","0","0","2","0","0","29","3.4","",""
"23","Murray Baron","23","PHI","D","67","8","8","16","-3","74","5","3","0","1","6","2","0","86","9.3","",""
"24","Dave Barr","30","DET","RW","70","18","22","40","20","55","14","2","2","2","20","0","2","98","18.4","",""
"25","Bob Bassen","25","STL","C","79","16","18","34","17","183","14","0","2","1","18","0","0","117","13.7","",""
"26","Ken Baumgartner","24","NYI","LW","78","1","6","7","-14","282","1","0","0","0","6","0","0","41","2.4","",""
