date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1990-10-04","Philadelphia Flyers","PHI","1","Boston Bruins","BOS","4",
"1990-10-04","Montreal Canadiens","MTL","3","Buffalo Sabres","BUF","3",
"1990-10-04","Vancouver Canucks","VAN","2","Calgary Flames","CGY","3",
"1990-10-04","New York Rangers","NYR","3","Chicago Blackhawks","CHI","4",
"1990-10-04","Quebec Nordiques","QUE","3","Hartford Whalers","HAR","3",
"1990-10-04","New York Islanders","NYI","1","Los Angeles Kings","LAK","4",
"1990-10-04","St. Louis Blues","STL","3","Minnesota North Stars","MNS","2",
"1990-10-04","Detroit Red Wings","DET","3","New Jersey Devils","NJD","3",
"1990-10-04","Toronto Maple Leafs","TOR","1","Winnipeg Jets","WIN","7",
"1990-10-05","Pittsburgh Penguins","PIT","7","Washington Capitals","WSH","4",
"1990-10-06","Quebec Nordiques","QUE","1","Boston Bruins","BOS","7",
"1990-10-06","Toronto Maple Leafs","TOR","1","Calgary Flames","CGY","4",
"1990-10-06","Winnipeg Jets","WIN","3","Edmonton Oilers","EDM","3",
"1990-10-06","New York Rangers","NYR","4","Hartford Whalers","HAR","5",
"1990-10-06","Vancouver Canucks","VAN","6","Los Angeles Kings","LAK","3",
"1990-10-06","New York Islanders","NYI","2","Minnesota North Stars","MNS","4",
"1990-10-06","Buffalo Sabres","BUF","5","Montreal Canadiens","MTL","6",
"1990-10-06","Philadelphia Flyers","PHI","1","New Jersey Devils","NJD","3",
"1990-10-06","Chicago Blackhawks","CHI","5","St. Louis Blues","STL","2",
"1990-10-06","Detroit Red Wings","DET","4","Washington Capitals","WSH","6",
"1990-10-07","New York Islanders","NYI","4","Chicago Blackhawks","CHI","2",
"1990-10-07","Toronto Maple Leafs","TOR","2","Edmonton Oilers","EDM","3",
"1990-10-07","Detroit Red Wings","DET","2","Philadelphia Flyers","PHI","7",
"1990-10-07","New Jersey Devils","NJD","4","Pittsburgh Penguins","PIT","7",
"1990-10-07","Boston Bruins","BOS","5","Quebec Nordiques","QUE","2",
"1990-10-08","Hartford Whalers","HAR","3","Montreal Canadiens","MTL","5",
"1990-10-08","Minnesota North Stars","MNS","3","New York Rangers","NYR","6",
"1990-10-08","Calgary Flames","CGY","4","Winnipeg Jets","WIN","3",
"1990-10-09","Minnesota North Stars","MNS","2","New Jersey Devils","NJD","5",
"1990-10-09","Pittsburgh Penguins","PIT","3","St. Louis Blues","STL","4",
"1990-10-09","Los Angeles Kings","LAK","6","Vancouver Canucks","VAN","2",
"1990-10-10","Calgary Flames","CGY","5","Detroit Red Wings","DET","6",
"1990-10-10","Buffalo Sabres","BUF","3","Hartford Whalers","HAR","4",
"1990-10-10","Washington Capitals","WSH","2","New York Rangers","NYR","4",
"1990-10-10","Quebec Nordiques","QUE","8","Toronto Maple Leafs","TOR","5",
"1990-10-10","Boston Bruins","BOS","4","Winnipeg Jets","WIN","2",
"1990-10-11","Pittsburgh Penguins","PIT","1","Chicago Blackhawks","CHI","4",
"1990-10-11","Edmonton Oilers","EDM","5","Los Angeles Kings","LAK","5",
"1990-10-11","Boston Bruins","BOS","3","Minnesota North Stars","MNS","3",
