date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1920-12-22","Montreal Canadiens","MTL","0","Hamilton Tigers","HAM","5",
"1920-12-22","Toronto St. Patricks","TRS","3","Ottawa Senators","OTS","6",
"1920-12-25","Montreal Canadiens","MTL","4","Toronto St. Patricks","TRS","5",
"1920-12-27","Hamilton Tigers","HAM","1","Ottawa Senators","OTS","3",
"1920-12-29","Hamilton Tigers","HAM","6","Montreal Canadiens","MTL","2",
"1920-12-29","Ottawa Senators","OTS","8","Toronto St. Patricks","TRS","1",
"1921-01-03","Toronto St. Patricks","TRS","5","Hamilton Tigers","HAM","4",
"1921-01-03","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","8",
"1921-01-06","Ottawa Senators","OTS","5","Hamilton Tigers","HAM","1",
"1921-01-08","Ottawa Senators","OTS","4","Montreal Canadiens","MTL","5",
"1921-01-08","Hamilton Tigers","HAM","3","Toronto St. Patricks","TRS","2",
"1921-01-12","Toronto St. Patricks","TRS","4","Hamilton Tigers","HAM","2",
"1921-01-12","Montreal Canadiens","MTL","0","Ottawa Senators","OTS","2",
"1921-01-15","Hamilton Tigers","HAM","4","Montreal Canadiens","MTL","6",
"1921-01-15","Ottawa Senators","OTS","5","Toronto St. Patricks","TRS","2",
"1921-01-17","Toronto St. Patricks","TRS","5","Montreal Canadiens","MTL","9",
"1921-01-19","Hamilton Tigers","HAM","3","Ottawa Senators","OTS","4",
"1921-01-19","Montreal Canadiens","MTL","2","Toronto St. Patricks","TRS","7",
"1921-01-22","Montreal Canadiens","MTL","7","Hamilton Tigers","HAM","5",
"1921-01-22","Toronto St. Patricks","TRS","5","Ottawa Senators","OTS","4",
"1921-01-26","Ottawa Senators","OTS","3","Montreal Canadiens","MTL","5",
"1921-01-26","Hamilton Tigers","HAM","3","Toronto St. Patricks","TRS","10",
"1921-01-29","Ottawa Senators","OTS","2","Hamilton Tigers","HAM","1",
"1921-01-29","Toronto St. Patricks","TRS","2","Montreal Canadiens","MTL","4",
"1921-02-02","Montreal Canadiens","MTL","5","Hamilton Tigers","HAM","6",
"1921-02-02","Toronto St. Patricks","TRS","3","Ottawa Senators","OTS","4",
"1921-02-05","Ottawa Senators","OTS","7","Hamilton Tigers","HAM","3",
"1921-02-05","Montreal Canadiens","MTL","6","Toronto St. Patricks","TRS","10",
"1921-02-09","Toronto St. Patricks","TRS","5","Montreal Canadiens","MTL","3",
"1921-02-09","Hamilton Tigers","HAM","4","Ottawa Senators","OTS","7",
"1921-02-12","Toronto St. Patricks","TRS","6","Hamilton Tigers","HAM","4",
"1921-02-12","Montreal Canadiens","MTL","3","Ottawa Senators","OTS","1",
"1921-02-16","Hamilton Tigers","HAM","5","Montreal Canadiens","MTL","10",
"1921-02-16","Ottawa Senators","OTS","3","Toronto St. Patricks","TRS","4",
"1921-02-19","Ottawa Senators","OTS","1","Montreal Canadiens","MTL","8",
"1921-02-19","Hamilton Tigers","HAM","4","Toronto St. Patricks","TRS","5",
"1921-02-23","Toronto St. Patricks","TRS","4","Hamilton Tigers","HAM","7",
"1921-02-23","Montreal Canadiens","MTL","3","Ottawa Senators","OTS","1",
"1921-02-26","Hamilton Tigers","HAM","6","Montreal Canadiens","MTL","13",
"1921-02-26","Ottawa Senators","OTS","2","Toronto St. Patricks","TRS","4",
"1921-02-28","Ottawa Senators","OTS","2","Hamilton Tigers","HAM","6",
"1921-02-28","Toronto St. Patricks","TRS","0","Montreal Canadiens","MTL","4",
"1921-03-02","Montreal Canadiens","MTL","7","Hamilton Tigers","HAM","1",
"1921-03-02","Toronto St. Patricks","TRS","3","Ottawa Senators","OTS","2",
"1921-03-05","Ottawa Senators","OTS","1","Montreal Canadiens","MTL","0",
"1921-03-05","Hamilton Tigers","HAM","3","Toronto St. Patricks","TRS","4",
"1921-03-07","Hamilton Tigers","HAM","5","Ottawa Senators","OTS","12",
"1921-03-07","Montreal Canadiens","MTL","4","Toronto St. Patricks","TRS","6",
