rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","John Adams","28","WSH","8","","0","7","0","46","","","","6.90","0","400","","","","","","0","0","0""2"
"2","Yves Belanger","22","STL","11","","6","3","2","29","","","","2.72","1","640","","","","","","0","1","1""0"
"3","Michel Belhumeur","25","WSH","35","","0","24","3","162","","","","5.36","0","1812","","","","","","0","2","2""10"
"4","Dan Bouchard","24","ATF","40","","20","15","5","111","","","","2.78","3","2400","","","","","","0","2","2""42"
"5","Ken Broderick","32","BOS","15","","7","6","0","32","","","","2.39","1","804","","","","","","0","0","0""2"
"6","Gary Bromley","25","BUF","50","","26","11","11","144","","","","3.10","4","2787","","","","","","0","4","4""2"
"7","Ross Brooks","37","BOS","17","","10","3","3","48","","","","2.98","0","967","","","","","","0","0","0""0"
"8","Bruce Bullock","25","VAN","1","","0","1","0","4","","","","4.00","0","60","","","","","","0","0","0""0"
"9","Roger Crozier","32","BUF","23","","17","2","1","55","","","","2.62","3","1260","","","","","","0","2","2""8"
"10","John Davidson","21","STL","40","","17","15","7","144","","","","3.66","0","2360","","","","","","0","2","2""8"
"11","Gerry Desjardins","30","BUF","9","","6","2","1","25","","","","2.78","0","540","","","","","","0","0","0""0"
"12","Ken Dryden","27","MTL","56","","30","9","16","149","","","","2.69","4","3320","","","","","","0","3","3""2"
"13","Michel Dumas","25","CBH","3","","2","0","0","7","","","","3.47","0","121","","","","","","0","0","0""0"
"14","Gary Edwards","27","LAK","27","","15","3","8","61","","","","2.34","3","1561","","","","","","0","0","0""0"
"15","Tony Esposito","31","CBH","71","","34","30","7","193","","","","2.74","6","4219","","","","","","0","1","1""11"
"16","Rocky Farr","27","BUF","7","","0","1","2","14","","","","3.94","0","213","","","","","","0","0","0""0"
"17","Doug Favell","29","TOR","39","","12","17","6","145","","","","4.05","1","2149","","","","","","0","1","1""10"
"18","Ed Giacomin","35","NYR","37","","13","12","8","120","","","","3.48","1","2069","","","","","","0","0","0""20"
"19","Gilles Gilbert","25","BOS","53","","23","17","11","158","","","","3.13","3","3029","","","","","","0","1","1""10"
"20","Doug Grant","26","DET","7","","1","5","0","34","","","","5.37","0","380","","","","","","0","0","0""0"
"21","Pierre Hamel","22","TOR","4","","1","2","0","18","","","","5.54","0","195","","","","","","0","0","0""2"
"22","Denis Herron","22","TOT","25","","5","14","4","91","","","","3.93","0","1388","","","","","","0","1","1""2"
"23","Gary Inness","25","PIT","57","","24","18","10","161","","","","3.09","2","3122","","","","","","0","2","2""2"
"24","Bob Johnson","26","PIT","12","","3","4","1","40","","","","5.04","0","476","","","","","","0","0","0""6"
