rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Yves Belanger","23","STL","31","","11","17","1","113","","","","3.85","0","1763","","","","","","0","2","2","4"
"2","Michel Belhumeur","26","WSH","7","","0","5","1","32","","","","5.09","0","377","","","","","","0","1","1","0"
"3","Dan Bouchard","25","ATF","47","","19","17","8","113","","","","2.54","2","2671","","","","","","0","1","1","10"
"4","Gary Bromley","26","BUF","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0","0"
"5","Gerry Cheevers","35","BOS","15","","8","2","5","41","","","","2.73","1","900","","","","","","0","0","0","2"
"6","Roger Crozier","33","BUF","11","","8","2","0","27","","","","2.61","1","620","","","","","","0","1","1","0"
"7","John Davidson","22","NYR","56","","22","28","5","212","","","","3.97","3","3207","","","","","","0","2","2","8"
"8","Gerry Desjardins","31","BUF","55","","29","15","11","161","","","","2.95","2","3280","","","","","","0","1","1","2"
"9","Ken Dryden","28","MTL","62","","42","10","8","121","","","","2.03","8","3580","","","","","","0","2","2","0"
"10","Gary Edwards","28","LAK","29","","12","13","4","103","","","","3.55","0","1740","","","","","","0","0","0","2"
"11","Tony Esposito","32","CBH","68","","30","23","13","198","","","","2.97","4","4003","","","","","","0","1","1","2"
"12","Doug Favell","30","TOR","3","","0","2","1","15","","","","5.63","0","160","","","","","","0","0","0","0"
"13","Ed Giacomin","36","TOT","33","","12","17","4","119","","","","3.61","2","1980","","","","","","0","0","0","0"
"14","Gilles Gilbert","26","BOS","55","","33","8","10","151","","","","2.90","3","3123","","","","","","0","0","0","18"
"15","Doug Grant","27","DET","2","","1","1","0","8","","","","4.00","0","120","","","","","","0","0","0","0"
"16","Gilles Gratton","23","STL","6","","2","0","2","11","","","","2.49","0","265","","","","","","0","0","0","2"
