rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Murray Armstrong","29","DET","C","50","15","24","39","","31","","","","","","","","","","",""
"2","Walt Atanas","21","NYR","RW","49","13","8","21","","40","","","","","","","","","","",""
"3","Pete Backor","25","TOR","D","36","4","5","9","","6","","","","","","","","","","",""
"4","Toe Blake","32","MTL","LW","49","29","38","67","","25","","","","","","","","","","",""
"5","Gus Bodnar","21","TOR","C","49","8","36","44","","18","","","","","","","","","","",""
"6","Butch Bouchard","25","MTL","D","50","11","23","34","","34","","","","","","","","","","",""
"7","Russ Brayshaw","27","CBH","LW","43","5","9","14","","24","","","","","","","","","","",""
"8","Tom Brennan","23","BOS","RW","1","0","1","1","","0","","","","","","","","","","",""
"9","Joe Bretto","32","CBH","D","3","0","0","0","","4","","","","","","","","","","",""
"10","Eddie Bruneteau","25","DET","LW","42","12","13","25","","6","","","","","","","","","","",""
"11","Mud Bruneteau","30","DET","RW","43","23","24","47","","6","","","","","","","","","","",""
"12","Tony Bukovich","29","DET","LW","14","7","2","9","","6","","","","","","","","","","",""
"13","Hy Buller","18","DET","D","2","0","0","0","","2","","","","","","","","","","",""
"14","Herb Cain","32","BOS","LW","50","32","13","45","","16","","","","","","","","","","",""
"15","Norm Calladine","28","BOS","C","11","3","1","4","","0","","","","","","","","","","",""
"16","Lorne Carr","34","TOR","RW","47","21","25","46","","7","","","","","","","","","","",""
"17","Joe Carveth","26","DET","RW","50","26","28","54","","6","","","","","","","","","","",""
"18","Murph Chamberlain","29","MTL","LW","32","2","12","14","","38","","","","","","","","","","",""
"19","Lude Check","25","CBH","LW","26","6","2","8","","4","","","","","","","","","","",""
"20","Dit Clapper","37","BOS","D","46","8","14","22","","16","","","","","","","","","","",""
"21","Neil Colville","30","NYR","C","4","0","1","1","","2","","","","","","","","","","",""
"22","Hal Cooper","29","NYR","RW","8","0","0","0","","2","","","","","","","","","","",""
"23","Joe Cooper","30","CBH","D","50","4","17","21","","50","","","","","","","","","","",""
"24","Bill Cowley","32","BOS","C","49","25","40","65","","12","","","","","","","","","","",""
"25","Jack Crawford","28","BOS","D","40","5","19","24","","10","","","","","","","","","","",""
"26","Bill Cupolo","21","BOS","RW","47","11","13","24","","10","","","","","","","","","","",""
"27","Cully Dahlstrom","32","CBH","C","40","6","13","19","","0","","","","","","","","","","",""
"28","Bob Davidson","32","TOR","LW","50","17","18","35","","49","","","","","","","","","","",""
"29","Ab DeMarco","28","NYR","C","50","24","30","54","","10","","","","","","","","","","",""
"30","Bob Dill","24","NYR","D","48","9","5","14","","69","","","","","","","","","","",""
"31","Jim Drummond","26","NYR","D","2","0","0","0","","0","","","","","","","","","","",""
"32","Frank Eddolls","23","MTL","D","43","5","8","13","","20","","","","","","","","","","",""
"33","Pat Egan","26","BOS","D","48","7","15","22","","86","","","","","","","","","","",""
"34","Bill Ezinicki","20","TOR","RW","8","1","4","5","","17","","","","","","","","","","",""
"35","Wilf Field","29","TOT","D","48","4","4","8","","32","","","","","","","","","","",""
