date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1944-10-28","Boston Bruins","BOS","2","Montreal Canadiens","MTL","3",
"1944-10-28","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","2",
"1944-10-29","Toronto Maple Leafs","TOR","11","Chicago Black Hawks","CBH","5",
"1944-10-29","Boston Bruins","BOS","1","Detroit Red Wings","DET","7",
"1944-11-01","New York Rangers","NYR","3","Chicago Black Hawks","CBH","8",
"1944-11-02","New York Rangers","NYR","3","Detroit Red Wings","DET","10",
"1944-11-02","Toronto Maple Leafs","TOR","4","Montreal Canadiens","MTL","1",
"1944-11-04","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","3",
"1944-11-04","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","7",
"1944-11-05","Boston Bruins","BOS","6","Chicago Black Hawks","CBH","3",
"1944-11-05","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","2",
"1944-11-09","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","9",
"1944-11-09","Toronto Maple Leafs","TOR","6","New York Rangers","NYR","3",
"1944-11-11","Detroit Red Wings","DET","2","New York Rangers","NYR","5",
"1944-11-11","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","3",
"1944-11-12","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","2",
"1944-11-12","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","4",
"1944-11-12","Boston Bruins","BOS","5","New York Rangers","NYR","5",
"1944-11-14","Chicago Black Hawks","CBH","5","Boston Bruins","BOS","7",
"1944-11-15","Detroit Red Wings","DET","8","Toronto Maple Leafs","TOR","4",
"1944-11-18","Boston Bruins","BOS","3","Montreal Canadiens","MTL","6",
"1944-11-18","Detroit Red Wings","DET","2","New York Rangers","NYR","2",
"1944-11-18","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","5",
"1944-11-19","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","3",
"1944-11-19","Boston Bruins","BOS","3","Detroit Red Wings","DET","4",
"1944-11-19","Montreal Canadiens","MTL","6","New York Rangers","NYR","2",
"1944-11-21","Montreal Canadiens","MTL","4","Boston Bruins","BOS","1",
"1944-11-23","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","5",
"1944-11-23","New York Rangers","NYR","4","Chicago Black Hawks","CBH","4",
"1944-11-23","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","3",
"1944-11-25","Chicago Black Hawks","CBH","4","Detroit Red Wings","DET","7",
"1944-11-25","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","2",
"1944-11-26","New York Rangers","NYR","4","Boston Bruins","BOS","8",
"1944-11-26","Detroit Red Wings","DET","5","Chicago Black Hawks","CBH","6",
"1944-11-26","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","4",
"1944-11-29","Detroit Red Wings","DET","6","Boston Bruins","BOS","3",
"1944-11-30","Boston Bruins","BOS","7","Chicago Black Hawks","CBH","2",
"1944-11-30","New York Rangers","NYR","7","Montreal Canadiens","MTL","5",
"1944-12-02","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","4",
"1944-12-03","Toronto Maple Leafs","TOR","4","Boston Bruins","BOS","5",
"1944-12-03","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","1",
"1944-12-05","Montreal Canadiens","MTL","4","Boston Bruins","BOS","1",
"1944-12-07","Detroit Red Wings","DET","3","New York Rangers","NYR","2",
"1944-12-09","Boston Bruins","BOS","5","Toronto Maple Leafs","TOR","3",
"1944-12-10","Boston Bruins","BOS","6","Detroit Red Wings","DET","7",
"1944-12-10","Chicago Black Hawks","CBH","1","New York Rangers","NYR","1",
"1944-12-12","New York Rangers","NYR","5","Boston Bruins","BOS","7",
"1944-12-14","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","2",
"1944-12-16","Boston Bruins","BOS","5","Montreal Canadiens","MTL","8",
"1944-12-16","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","1",
"1944-12-17","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","2",
"1944-12-17","Montreal Canadiens","MTL","4","New York Rangers","NYR","1",
"1944-12-19","Detroit Red Wings","DET","6","Boston Bruins","BOS","3",
"1944-12-20","New York Rangers","NYR","3","Chicago Black Hawks","CBH","1",
"1944-12-21","New York Rangers","NYR","3","Detroit Red Wings","DET","11",
"1944-12-23","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","2",
"1944-12-23","Detroit Red Wings","DET","5","Toronto Maple Leafs","TOR","4",
"1944-12-24","Chicago Black Hawks","CBH","3","New York Rangers","NYR","3",
"1944-12-25","Toronto Maple Leafs","TOR","4","Detroit Red Wings","DET","6",
"1944-12-27","Toronto Maple Leafs","TOR","8","New York Rangers","NYR","2",
"1944-12-28","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","2",
"1944-12-28","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","9",
"1944-12-30","New York Rangers","NYR","1","Montreal Canadiens","MTL","4",
"1944-12-30","Chicago Black Hawks","CBH","0","Toronto Maple Leafs","TOR","4",
"1944-12-31","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","6",
