rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","30","TOT","C","71","14","25","39","10","111","12","0","2","1","25","0","0","112","12.5","",""
"2","Greg Adams","28","TOT","LW","61","8","7","15","3","117","6","2","0","1","6","1","0","71","11.3","",""
"3","Greg Adams","25","VAN","LW","61","19","14","33","-21","24","10","9","0","2","9","5","0","144","13.2","",""
"4","Tommy Albelin","24","TOT","D","60","9","28","37","12","67","6","2","1","2","19","9","0","98","9.2","",""
"5","Mike Allison","27","LAK","RW","55","14","22","36","7","122","8","6","0","2","17","5","0","71","19.7","",""
"6","Glenn Anderson","28","EDM","RW","79","16","48","64","-16","93","9","7","0","3","35","11","2","212","7.5","",""
"7","John Anderson","31","HAR","LW","62","16","24","40","15","28","15","1","0","0","17","7","0","132","12.1","",""
"8","Perry Anderson","27","NJD","LW","39","3","6","9","5","128","3","0","0","0","6","0","0","36","8.3","",""
"9","Shawn Anderson","20","BUF","D","33","2","10","12","3","18","0","2","0","0","8","1","1","26","7.7","",""
"10","Mikael Andersson","22","BUF","LW","14","0","1","1","-1","4","0","0","0","0","1","0","0","12","0.0","",""
"11","Dave Andreychuk","25","BUF","LW","56","28","24","52","0","40","21","7","0","3","12","12","0","145","19.3","",""
"12","Dave Archibald","19","MNS","C","72","14","19","33","-11","14","7","7","0","2","13","6","0","105","13.3","",""
"13","Tim Armstrong","21","TOR","C","11","1","0","1","-2","6","1","0","0","0","0","0","0","5","20.0","",""
"14","Scott Arniel","26","BUF","LW","80","18","23","41","10","46","16","0","2","3","21","2","0","122","14.8","",""
"15","Brent Ashton","28","WIN","LW","75","31","37","68","-5","36","23","7","1","1","28","9","0","180","17.2","",""
"16","Warren Babe","20","MNS","LW","14","2","3","5","3","19","2","0","0","0","3","0","0","15","13.3","",""
"17","Dave Babych","27","HAR","D","70","6","41","47","-5","54","2","4","0","2","16","25","0","172","3.5","",""
"18","Joel Baillargeon","24","QUE","LW","5","0","0","0","-3","4","0","0","0","0","0","0","0","2","0.0","",""
"19","Don Barber","24","MNS","LW","23","8","5","13","2","8","5","3","0","2","4","1","0","42","19.0","",""
"20","Dave Barr","28","DET","RW","73","27","32","59","12","69","20","5","2","3","27","4","1","140","19.3","",""
"21","Bob Bassen","23","TOT","C","68","5","16","21","5","83","5","0","0","1","16","0","0","51","9.8","",""
"22","Ken Baumgartner","22","LAK","D","49","1","3","4","-9","288","1","0","0","0","2","0","1","15","6.7","",""
"23","Brian Bellows","24","MNS","LW","60","23","27","50","-14","55","16","7","0","4","13","14","0","196","11.7","",""
"24","Brian Benning","22","STL","D","66","8","26","34","-23","102","5","3","0","0","9","17","0","91","8.8","",""
"25","Jim Benning","25","VAN","D","65","3","9","12","-4","48","2","1","0","0","5","4","0","55","5.5","",""
"26","Paul Beraldo","21","BOS","RW","7","0","0","0","-2","4","0","0","0","0","0","0","0","1","0.0","",""
"27","Perry Berezan","24","TOT","C","51","5","8","13","6","27","4","0","1","0","8","0","0","65","7.7","",""
"28","Bill Berg","21","NYI","LW","7","1","2","3","-2","10","0","1","0","0","0","2","0","10","10.0","",""
"29","Mike Berger","21","MNS","D","1","0","0","0","-1","2","0","0","0","0","0","0","0","0","","",""
"30","Marc Bergevin","23","TOT","D","69","2","13","15","-1","80","1","1","0","0","13","0","0","65","3.1","",""
"31","Brad Berry","23","WIN","D","38","0","9","9","-8","45","0","0","0","0","9","0","0","21","0.0","",""
"32","Ken Berry","28","VAN","LW","13","2","1","3","2","5","2","0","0","0","1","0","0","10","20.0","",""
"33","Craig Berube","23","PHI","LW","53","1","1","2","-15","199","1","0","0","0","1","0","0","31","3.2","",""
"34","Jeff Beukeboom","23","EDM","D","36","0","5","5","2","94","0","0","0","0","4","0","1","26","0.0","",""
"35","Scott Bjugstad","27","PIT","RW","24","3","0","3","-12","4","3","0","0","1","0","0","0","21","14.3","",""
"36","Mike Blaisdell","29","TOR","RW","9","1","0","1","-5","4","1","0","0","0","0","0","0","8","12.5","",""
"37","Jeff Bloemberg","21","NYR","D","9","0","0","0","2","0","0","0","0","0","0","0","0","9","0.0","",""
"38","John Blum","29","DET","D","6","0","0","0","-2","8","0","0","0","0","0","0","0","3","0.0","",""
"39","Doug Bodger","22","TOT","D","71","8","44","52","15","59","2","6","0","1","18","25","1","156","5.1","",""
"40","Laurie Boschman","28","WIN","C","70","10","26","36","-17","163","7","3","0","1","23","2","1","113","8.8","",""
"41","Tim Bothwell","33","STL","D","22","0","0","0","4","14","0","0","0","0","0","0","0","10","0.0","",""
"42","Phil Bourque","26","PIT","LW","80","17","26","43","-22","97","10","5","2","3","13","13","0","153","11.1","",""
"43","Raymond Bourque","28","BOS","D","60","18","43","61","20","52","12","6","0","0","22","21","0","243","7.4","",""
"44","Paul Boutilier","25","WIN","D","3","0","0","0","2","4","0","0","0","0","0","0","0","4","0.0","",""
"45","Randy Boyd","27","VAN","D","2","0","1","1","-1","0","0","0","0","0","0","1","0","6","0.0","",""
"46","Darren Boyko","25","WIN","C","1","0","0","0","-1","0","0","0","0","0","0","0","0","0","","",""
"47","Steve Bozek","28","VAN","C","71","17","18","35","1","64","15","0","2","2","14","1","3","138","12.3","",""
"48","Brian Bradley","24","VAN","C","71","18","27","45","-5","42","12","6","0","3","23","4","0","151","11.9","",""
"49","Andy Brickley","27","BOS","C","71","13","22","35","4","20","11","2","0","3","15","6","1","98","13.3","",""
"50","Mel Bridgman","33","VAN","C","15","4","3","7","-4","10","2","2","0","0","1","2","0","17","23.5","",""
"51","Stephane Brochu","21","NYR","D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0.0","",""
"52","Bob Brooke","28","MNS","RW","57","7","9","16","-12","57","6","0","1","2","6","0","3","77","9.1","",""
"53","Aaron Broten","28","NJD","C","80","16","43","59","-7","81","12","4","0","2","22","21","0","178","9.0","",""
