rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"49","Dieter Kochan","27","TBL","5","","0","3","1","16","129","113",".876","4.05","0","237","","","","","","0","0","0","0"
"50","Olaf Kolzig","31","WSH","71","","31","29","8","192","1977","1785",".903","2.79","6","4131","","","","105","-9.62","0","1","1","8"
"51","Jean-Francois Labbe","29","CBJ","3","","1","1","0","6","68","62",".912","3.08","0","117","","","","","","0","0","0","0"
"52","Simon Lajeunesse","21","OTT","1","","0","0","0","0","9","9","1.000","0.00","0","24","","","","","","0","0","0","0"
"53","Patrick Lalime","27","OTT","61","","27","24","8","148","1521","1373",".903","2.48","7","3583","","","","105","-7.69","0","1","1","19"
"54","Jan Lasak","22","NSH","3","","0","3","0","13","104","91",".875","4.41","0","177","","","","","","0","0","0","2"
"55","Manny Legace","28","DET","20","","10","6","2","45","503","458",".911","2.42","1","1117","","","","97","1.40","0","1","1","0"
"56","Neil Little","30","PHI","1","","0","1","0","4","29","25",".862","4.00","0","60","","","","","","0","0","0","10"
"57","Roberto Luongo","22","FLA","58","","16","33","4","140","1653","1513",".915","2.77","4","3030","","","","92","12.49","0","1","1","2"
"58","Norm Maracle","27","ATL","1","","0","1","0","3","20","17",".850","3.00","0","60","","","","","","0","0","0","0"
"59","Jussi Markkanen","26","EDM","14","","6","4","2","24","336","312",".929","1.84","2","784","","","","77","7.00","0","0","0","0"
"60","Olivier Michaud","18","MTL","1","","0","0","0","0","14","14","1.000","0.00","0","18","","","","","","0","0","0","0"
"61","Evgeni Nabokov","26","SJS","67","","37","24","5","149","1818","1669",".918","2.29","7","3901","","","","89","18.71","1","3","4","14"
"62","Mika Noronen","22","BUF","10","","4","3","1","23","217","194",".894","2.66","0","518","","","","","","0","0","0","2"
"63","Pasi Nurminen","26","ATL","9","","2","5","0","28","275","247",".898","3.61","0","465","","","","","","0","0","0","0"
"64","Chris Osgood","29","NYI","66","","32","25","6","156","1727","1571",".910","2.50","4","3743","","","","98","3.31","0","4","4","10"
"65","Steve Passmore","29","CHI","23","","8","5","4","43","446","403",".904","2.26","0","1142","","","","105","-1.86","0","1","1","2"
"66","Felix Potvin","30","LAK","71","","31","27","8","157","1686","1529",".907","2.31","6","4071","","","","101","-1.47","0","1","1","19"
"67","Martin Prusek","26","OTT","1","","0","1","0","3","15","12",".800","2.90","0","62","","","","","","0","0","0","0"
"68","Andrew Raycroft","21","BOS","1","","0","0","1","3","29","26",".897","2.77","0","65","","","","","","0","0","0","0"
"69","Damian Rhodes","32","ATL","15","","2","10","1","47","439","392",".893","3.67","0","769","","","","116","-6.50","0","0","0","0"
"70","Mike Richter","35","NYR","55","","24","26","4","157","1675","1518",".906","2.95","2","3195","","","","102","-2.48","0","0","0","4"
"71","Dwayne Roloson","32","MIN","45","","14","20","7","112","1132","1020",".901","2.68","5","2506","","","","107","-7.57","0","0","0","8"
"72","Patrick Roy","36","COL","63","","32","23","8","122","1629","1507",".925","1.94","9","3773","","","","81","28.27","0","3","3","26"
"73","Tommy Salo","30","EDM","69","","30","28","10","149","1713","1564",".913","2.22","6","4035","","","","94","9.02","0","1","1","2"
"74","Corey Schwab","31","TOR","30","","12","10","5","75","707","632",".894","2.73","1","1646","","","","115","-9.78","0","0","0","2"
"75","Steve Shields","29","MDA","33","","9","20","2","79","850","771",".907","2.67","0","1777","","","","101","-0.59","0","0","0","4"
"76","Peter Skudra","28","VAN","23","","10","8","2","47","508","461",".907","2.42","1","1166","","","","100","-0.14","0","0","0","2"
"77","Garth Snow","32","NYI","25","","10","7","2","55","549","494",".900","2.71","2","1217","","","","109","-4.36","0","0","0","14"
"78","Jamie Storr","26","LAK","19","","9","4","3","28","360","332",".922","1.90","2","886","","","","84","5.21","0","0","0","4"
"79","Jose Theodore","25","MTL","67","","30","24","10","136","1972","1836",".931","2.11","7","3864","","","","75","45.91","0","2","2","2"
"80","Jocelyn Thibault","27","CHI","67","","33","23","9","159","1626","1467",".902","2.49","6","3838","","","","106","-9.00","0","0","0","2"
"81","Vesa Toskala","24","SJS","1","","0","0","0","0","2","2","1.000","0.00","0","10","","","","","","0","0","0","0"
"82","Ron Tugnutt","34","CBJ","44","","12","27","3","119","1195","1076",".900","2.85","2","2502","","","","108","-8.76","0","1","1","0"
"83","Marty Turco","26","DAL","31","","15","6","2","53","670","617",".921","2.09","2","1519","","","","86","8.81","0","0","0","10"
"84","Roman Turek","31","CGY","69","","30","28","11","172","1839","1667",".906","2.53","5","4081","","","","101","-2.35","0","5","5","4"
"85","John Vanbiesbrouck","38","NJD","5","","2","3","0","10","117","107",".915","2.00","0","300","","","","","","0","0","0","4"
"86","Mike Vernon","38","CGY","18","","2","9","1","38","375","337",".899","2.76","1","825","","","","110","-3.41","0","3","3","0"
"87","Tomas Vokoun","25","NSH","29","","5","14","4","66","678","612",".903","2.69","2","1471","","","","106","-3.46","0","0","0","2"
"88","Kevin Weekes","26","TOT","21","","5","9","0","43","511","468",".916","2.72","2","950","","","","91","4.14","0","0","0","0"
"89","Kay Whitmore","34","CGY","1","","0","1","0","3","21","18",".857","3.10","0","58","","","","","","0","0","0","0"
