rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Craig Adams","24","CAR","RW","33","0","1","1","2","38","0","0","0","0","1","0","0","17","0.0","195","5:54"
"2","Kevyn Adams","27","TOT","C","77","6","11","17","-5","43","6","0","0","2","9","1","1","108","5.6","887","11:31"
"3","Dmitry Afanasenkov","21","TBL","LW","5","0","0","0","-1","0","0","0","0","0","0","0","0","1","0.0","25","4:54"
"4","Maxim Afinogenov","22","BUF","RW","81","21","19","40","-9","69","17","3","1","0","14","5","0","234","9.0","1245","15:22"
"5","Tommy Albelin","37","NJD","D","42","1","3","4","0","4","1","0","0","1","3","0","0","33","3.0","560","13:20"
"6","Nikita Alexeev","20","TBL","LW","44","4","4","8","-9","8","3","1","0","1","4","0","0","47","8.5","503","11:26"
"7","Daniel Alfredsson","29","OTT","RW","78","37","34","71","3","45","27","9","1","4","20","14","0","243","15.2","1584","20:19"
"8","Bryan Allen","21","VAN","D","11","0","0","0","1","6","0","0","0","0","0","0","0","4","0.0","119","10:47"
"9","Jamie Allison","26","TOT","D","44","0","2","2","-7","52","0","0","0","0","2","0","0","16","0.0","366","8:19"
"10","Jason Allison","26","LAK","C","73","19","55","74","2","68","14","5","0","2","23","32","0","139","13.7","1591","21:47"
"11","Tony Amonte","31","CHI","RW","82","27","39","66","11","67","20","6","1","4","31","8","0","232","11.6","1746","21:18"
"12","Jonas Andersson","20","NSH","RW","5","0","0","0","-2","2","0","0","0","0","0","0","0","4","0.0","46","9:06"
"13","Dave Andreychuk","38","TBL","LW","82","21","17","38","-12","109","11","9","1","5","7","9","1","161","13.0","1347","16:26"
"14","Nik Antropov","21","TOR","RW","11","1","1","2","-1","4","1","0","0","0","1","0","0","12","8.3","98","8:57"
"15","Denis Arkhipov","22","NSH","C","82","20","22","42","-18","16","13","7","0","6","16","6","0","118","16.9","1289","15:43"
"16","Tyler Arnason","22","CHI","C","21","3","1","4","-3","4","3","0","0","0","1","0","0","19","15.8","199","9:28"
"17","Jason Arnott","27","TOT","C","73","25","20","45","2","65","15","10","0","3","15","5","0","197","12.7","1267","17:21"
"18","Magnus Arvedson","30","OTT","LW","74","12","27","39","27","35","12","0","0","1","21","2","4","121","9.9","1312","17:44"
"19","Arron Asham","23","MTL","RW","35","5","4","9","7","55","5","0","0","0","4","0","0","30","16.7","287","8:13"
"20","Serge Aubin","26","CBJ","C","71","8","8","16","-20","32","7","1","0","1","8","0","0","86","9.3","1100","15:30"
"21","Adrian Aucoin","28","NYI","D","81","12","22","34","23","62","5","7","0","1","8","12","2","232","5.2","2340","28:54"
"22","Donald Audette","32","TOT","RW","33","5","13","18","3","20","2","3","0","3","7","6","0","82","6.1","479","14:30"
"23","Sean Avery","21","DET","C","36","2","2","4","1","68","2","0","0","1","1","1","0","30","6.7","283","7:51"
"24","P.J. Axelsson","26","BOS","LW","78","7","17","24","6","16","5","0","2","0","15","0","2","127","5.5","1146","14:42"
"25","Chris Bala","23","OTT","LW","6","0","1","1","1","0","0","0","0","0","1","0","0","2","0.0","34","5:43"
"26","Steve Bancroft","31","SJS","D","5","0","1","1","-2","2","0","0","0","0","1","0","0","5","0.0","52","10:24"
"27","Drew Bannister","27","MDA","D","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","13","13:19"
"28","Matthew Barnaby","28","TOT","LW","77","8","13","21","-10","214","8","0","0","1","13","0","0","69","11.6","776","10:05"
"29","Stu Barnes","31","BUF","C","68","17","31","48","6","26","12","5","0","4","18","10","3","127","13.4","1263","18:35"
