date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1960-10-05","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","1",
"1960-10-05","Boston Bruins","BOS","1","New York Rangers","NYR","2",
"1960-10-06","Chicago Black Hawks","CBH","4","Detroit Red Wings","DET","2",
"1960-10-06","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","5",
"1960-10-08","Boston Bruins","BOS","1","Montreal Canadiens","MTL","1",
"1960-10-08","New York Rangers","NYR","5","Toronto Maple Leafs","TOR","2",
"1960-10-09","Montreal Canadiens","MTL","4","Boston Bruins","BOS","4",
"1960-10-09","New York Rangers","NYR","2","Chicago Black Hawks","CBH","3",
"1960-10-09","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","3",
"1960-10-11","Detroit Red Wings","DET","3","Boston Bruins","BOS","3",
"1960-10-11","Montreal Canadiens","MTL","3","New York Rangers","NYR","2",
"1960-10-12","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","3",
"1960-10-13","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","4",
"1960-10-15","New York Rangers","NYR","4","Montreal Canadiens","MTL","8",
"1960-10-15","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","1",
"1960-10-16","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","5",
"1960-10-16","Montreal Canadiens","MTL","4","Detroit Red Wings","DET","6",
"1960-10-16","Toronto Maple Leafs","TOR","7","New York Rangers","NYR","2",
"1960-10-19","Chicago Black Hawks","CBH","0","New York Rangers","NYR","2",
"1960-10-19","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","3",
"1960-10-20","Boston Bruins","BOS","0","Detroit Red Wings","DET","5",
"1960-10-22","Chicago Black Hawks","CBH","4","Montreal Canadiens","MTL","2",
"1960-10-22","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","1",
"1960-10-23","Chicago Black Hawks","CBH","2","Boston Bruins","BOS","2",
"1960-10-23","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","1",
"1960-10-23","Montreal Canadiens","MTL","4","New York Rangers","NYR","2",
"1960-10-25","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","8",
"1960-10-26","Detroit Red Wings","DET","3","New York Rangers","NYR","4",
"1960-10-27","New York Rangers","NYR","4","Boston Bruins","BOS","6",
"1960-10-29","Boston Bruins","BOS","2","Montreal Canadiens","MTL","3",
"1960-10-29","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","8",
"1960-10-30","Montreal Canadiens","MTL","3","Boston Bruins","BOS","5",
"1960-10-30","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","2",
"1960-10-30","Toronto Maple Leafs","TOR","3","New York Rangers","NYR","1",
"1960-11-02","New York Rangers","NYR","4","Chicago Black Hawks","CBH","4",
"1960-11-02","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","2",
"1960-11-03","Boston Bruins","BOS","5","Detroit Red Wings","DET","8",
"1960-11-03","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","3",
"1960-11-05","Chicago Black Hawks","CBH","4","Montreal Canadiens","MTL","4",
"1960-11-05","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","7",
"1960-11-06","Chicago Black Hawks","CBH","0","Boston Bruins","BOS","4",
"1960-11-06","New York Rangers","NYR","2","Detroit Red Wings","DET","5",
"1960-11-09","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","2",
"1960-11-09","Detroit Red Wings","DET","4","New York Rangers","NYR","3",
"1960-11-10","Detroit Red Wings","DET","4","Boston Bruins","BOS","1",
"1960-11-10","New York Rangers","NYR","7","Montreal Canadiens","MTL","9",
"1960-11-12","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","4",
"1960-11-12","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","7",
"1960-11-13","Toronto Maple Leafs","TOR","4","Boston Bruins","BOS","2",
"1960-11-13","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","7",
"1960-11-13","Montreal Canadiens","MTL","2","New York Rangers","NYR","1",
"1960-11-15","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","3",
"1960-11-16","Boston Bruins","BOS","3","New York Rangers","NYR","4",
"1960-11-16","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","3",
"1960-11-17","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","4",
"1960-11-19","Detroit Red Wings","DET","4","Boston Bruins","BOS","6",
"1960-11-19","Montreal Canadiens","MTL","3","Toronto Maple Leafs","TOR","6",
"1960-11-20","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","2",
"1960-11-20","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","1",
"1960-11-20","Detroit Red Wings","DET","4","New York Rangers","NYR","3",
"1960-11-23","Boston Bruins","BOS","3","New York Rangers","NYR","6",
"1960-11-24","New York Rangers","NYR","5","Boston Bruins","BOS","3",
"1960-11-24","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","2",
"1960-11-24","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","3",
"1960-11-26","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","4",
"1960-11-26","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","3",
"1960-11-27","Montreal Canadiens","MTL","3","Boston Bruins","BOS","0",
"1960-11-27","Toronto Maple Leafs","TOR","0","Detroit Red Wings","DET","2",
"1960-11-27","Chicago Black Hawks","CBH","3","New York Rangers","NYR","3",
"1960-11-30","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","2",
"1960-12-01","Boston Bruins","BOS","3","Detroit Red Wings","DET","2",
"1960-12-01","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","6",
"1960-12-03","Boston Bruins","BOS","1","Montreal Canadiens","MTL","3",
"1960-12-03","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","5",
"1960-12-04","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","2",
"1960-12-04","Montreal Canadiens","MTL","7","Chicago Black Hawks","CBH","5",
"1960-12-04","New York Rangers","NYR","4","Detroit Red Wings","DET","1",
"1960-12-07","Detroit Red Wings","DET","3","New York Rangers","NYR","1",
"1960-12-07","Montreal Canadiens","MTL","6","Toronto Maple Leafs","TOR","2",
"1960-12-08","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","5",
"1960-12-10","New York Rangers","NYR","3","Boston Bruins","BOS","0",
"1960-12-10","Detroit Red Wings","DET","4","Montreal Canadiens","MTL","6",
"1960-12-10","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","5",
"1960-12-11","Toronto Maple Leafs","TOR","6","Chicago Black Hawks","CBH","1",
