rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hank Bassen","28","DET","35","","13","13","8","100","","","","2.93","0","2050","","","","","","0","1","1""6"
"2","Johnny Bower","36","TOR","58","","33","15","10","145","","","","2.50","2","3480","","","","","","0","0","0""0"
"3","Bruce Gamble","22","BOS","52","","12","33","7","193","","","","3.71","0","3120","","","","","","0","0","0""14"
"4","Glenn Hall","29","CBH","70","","29","24","17","176","","","","2.51","6","4200","","","","","","0","1","1""0"
"5","Charlie Hodge","27","MTL","30","","18","8","4","74","","","","2.47","4","1800","","","","","","0","0","0""0"
"6","Cesare Maniago","22","TOR","7","","4","2","1","17","","","","2.43","0","420","","","","","","0","0","0""2"
"7","Jack McCartan","25","NYR","8","","1","6","1","35","","","","4.77","1","440","","","","","","0","0","0""0"
"8","Gerry McNamara","26","TOR","5","","2","2","1","12","","","","2.40","0","300","","","","","","0","0","0""2"
"9","Marcel Paille","28","NYR","4","","1","2","1","16","","","","4.00","0","240","","","","","","0","0","0""0"
"10","Jacques Plante","32","MTL","40","","23","11","6","112","","","","2.80","2","2400","","","","","","0","0","0""2"
"11","Terry Sawchuk","31","DET","37","","12","16","8","112","","","","3.13","2","2150","","","","","","0","1","1""8"
"12","Joe Schaefer","36","NYR","1","","0","1","0","3","","","","3.83","0","47","","","","","","0","0","0""0"
"13","Don Simmons","29","BOS","18","","3","9","6","58","","","","3.23","1","1079","","","","","","0","0","0""6"
"14","Jerry Toppazzini","29","BOS","1","","0","0","0","0","","","","0.00","0","1","","","","","","15","35","50""35"
"15","Gump Worsley","31","NYR","59","","20","29","8","190","","","","3.28","1","3473","","","","","","0","0","0""10"
