rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Gary Aldcorn","25","TOT","LW","70","4","9","13","","28","","","","","","","","","","",""
"2","Al Arbour","28","CBH","D","53","3","2","5","","40","","","","","","","","","","",""
"3","Bob Armstrong","29","BOS","D","54","0","10","10","","72","","","","","","","","","","",""
"4","George Armstrong","30","TOR","C","47","14","19","33","","21","","","","","","","","","","",""
"5","Ralph Backstrom","23","MTL","C","69","12","20","32","","44","","","","","","","","","","",""
"6","Earl Balfour","28","CBH","LW","68","3","3","6","","4","","","","","","","","","","",""
"7","Murray Balfour","24","CBH","RW","70","21","27","48","","123","","","","","","","","","","",""
"8","Dave Balon","22","NYR","LW","13","1","2","3","","8","","","","","","","","","","",""
"9","Jim Bartlett","28","BOS","LW","63","15","9","24","","95","","","","","","","","","","",""
"10","Andy Bathgate","28","NYR","RW","70","29","48","77","","22","","","","","","","","","","",""
"11","Bob Baun","24","TOR","D","70","1","14","15","","70","","","","","","","","","","",""
"12","Danny Belisle","23","NYR","RW","4","2","0","2","","0","","","","","","","","","","",""
"13","Jean Beliveau","29","MTL","C","69","32","58","90","","57","","","","","","","","","","",""
"14","Leo Boivin","28","BOS","D","57","6","17","23","","50","","","","","","","","","","",""
"15","Marcel Bonin","28","MTL","W","65","16","35","51","","45","","","","","","","","","","",""
"16","Carl Brewer","22","TOR","D","51","1","14","15","","92","","","","","","","","","","",""
"17","John Bucyk","25","BOS","LW","70","19","20","39","","48","","","","","","","","","","",""
"18","Charlie Burns","24","BOS","C","62","15","26","41","","16","","","","","","","","","","",""
"19","Billy Carter","23","BOS","C","8","0","0","0","","2","","","","","","","","","","",""
"20","Art Chisholm","26","BOS","C","3","0","0","0","","0","","","","","","","","","","",""
"21","Wayne Connelly","21","MTL","C","3","0","0","0","","0","","","","","","","","","","",""
"22","Brian Cullen","27","NYR","C","42","11","19","30","","6","","","","","","","","","","",""
"23","Bob Cunningham","19","NYR","C/LW","3","0","1","1","","0","","","","","","","","","","",""
"24","Alex Delvecchio","28","DET","C","70","27","35","62","","26","","","","","","","","","","",""
"25","Edward Diachuk","24","DET","LW","12","0","0","0","","19","","","","","","","","","","",""
"26","Dick Duff","24","TOR","LW","67","16","17","33","","54","","","","","","","","","","",""
"27","Garry Edmundson","28","TOR","LW","3","0","0","0","","0","","","","","","","","","","",""
