rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","23","DET","C","48","18","31","49","","45","","","","","","","","","","",""
"2","George Allen","27","CBH","D","43","7","13","20","","31","","","","","","","","","","",""
"3","Tom Anderson","31","BRO","D","48","12","29","41","","54","","","","","","","","","","",""
"4","Syl Apps","27","TOR","C","38","18","23","41","","0","","","","","","","","","","",""
"5","Murray Armstrong","26","BRO","C","45","6","22","28","","15","","","","","","","","","","",""
"6","Bobby Bauer","26","BOS","RW","36","13","22","35","","11","","","","","","","","","","",""
"7","Joe Benoit","25","MTL","RW","46","20","16","36","","27","","","","","","","","","","",""
"8","Bill Benson","21","BRO","C","45","8","21","29","","31","","","","","","","","","","",""
"9","Doug Bentley","25","CBH","LW","38","12","14","26","","11","","","","","","","","","","",""
"10","Max Bentley","21","CBH","C","39","13","17","30","","2","","","","","","","","","","",""
"11","Toe Blake","29","MTL","LW","48","17","28","45","","19","","","","","","","","","","",""
"12","Buzz Boll","30","BRO","LW","48","11","15","26","","23","","","","","","","","","","",""
"13","Butch Bouchard","22","MTL","D","44","0","6","6","","38","","","","","","","","","","",""
"14","Andy Branigan","19","BRO","D","21","0","2","2","","26","","","","","","","","","","",""
"15","Adam Brown","21","DET","LW","28","6","9","15","","15","","","","","","","","","","",""
"16","Connie Brown","25","DET","C","9","0","3","3","","4","","","","","","","","","","",""
"17","Gerry Brown","24","DET","LW","13","4","4","8","","0","","","","","","","","","","",""
"18","Gordie Bruce","22","BOS","LW","15","4","8","12","","11","","","","","","","","","","",""
"19","Mud Bruneteau","27","DET","RW","48","14","19","33","","8","","","","","","","","","","",""
"20","Norm Burns","23","NYR","C","11","0","4","4","","2","","","","","","","","","","",""
"21","Eddie Bush","23","DET","D","18","4","6","10","","40","","","","","","","","","","",""
"22","Herb Cain","29","BOS","LW","34","8","10","18","","2","","","","","","","","","","",""
"23","Lorne Carr","31","TOR","RW","47","16","17","33","","4","","","","","","","","","","",""
"24","Bill Carse","27","CBH","RW","43","13","14","27","","16","","","","","","","","","","",""
"25","Bob Carse","22","CBH","C","33","7","16","23","","10","","","","","","","","","","",""
"26","Joe Carveth","23","DET","RW","29","6","11","17","","2","","","","","","","","","","",""
"27","Murph Chamberlain","26","TOT","RW","37","12","12","24","","46","","","","","","","","","","",""
"28","Jack Church","26","TOT","D","42","1","6","7","","40","","","","","","","","","","",""
"29","Dit Clapper","34","BOS","D","32","3","12","15","","31","","","","","","","","","","",""
"30","Mac Colville","26","NYR","RW","46","14","16","30","","26","","","","","","","","","","",""
"31","Neil Colville","27","NYR","C","48","8","25","33","","37","","","","","","","","","","",""
"32","Roy Conacher","25","BOS","LW","43","24","13","37","","12","","","","","","","","","","",""
"33","Joe Cooper","27","CBH","D","47","6","14","20","","58","","","","","","","","","","",""
