rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Ron Anderson","25","BUF","RW","74","14","12","26","-11","44","13","0","1","3","12","0","0","139","10.1","",""
"2","Paul Andrea","29","TOT","RW","56","12","21","33","-22","6","9","3","0","3","7","14","0","113","10.6","",""
"3","Lou Angotti","33","CBH","C","65","9","16","25","17","19","7","1","1","2","13","1","2","83","10.8","",""
"4","Syl Apps","23","TOT","C","62","10","18","28","3","32","6","4","0","1","11","7","0","100","10.0","",""
"5","Al Arbour","38","STL","D","22","0","2","2","6","6","0","0","0","0","1","0","1","3","0.0","",""
"6","John Arbour","25","TOT","D","66","1","6","7","-3","93","1","0","0","0","6","0","0","66","1.5","",""
"7","George Armstrong","40","TOR","RW","59","7","18","25","7","6","7","0","0","1","11","3","4","93","7.5","",""
"8","Barry Ashbee","31","PHI","D","64","4","23","27","3","44","2","2","0","1","14","9","0","99","4.0","",""
"9","Steve Atkinson","22","BUF","RW","57","20","18","38","1","12","19","0","1","2","15","3","0","126","15.9","",""
"10","Don Awrey","27","BOS","D","74","4","21","25","40","141","4","0","0","1","20","1","0","108","3.7","",""
"11","Ralph Backstrom","33","TOT","C","49","15","17","32","-7","8","12","2","1","1","13","4","0","126","11.9","",""
"12","Garnet Bailey","22","BOS","LW","36","0","6","6","4","44","0","0","0","0","6","0","0","33","0.0","",""
"13","Terry Ball","26","BUF","D","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","",""
"14","Dave Balon","32","NYR","LW","78","36","24","60","14","34","27","9","0","7","21","3","0","176","20.5","",""
"15","Bob Barlow","35","MNS","C","7","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","",""
"16","Fred Barrett","21","MNS","D","57","0","13","13","2","75","0","0","0","0","12","0","1","75","0.0","",""
"17","Doug Barrie","24","BUF","D","75","4","23","27","-19","168","4","0","0","0","21","2","0","128","3.1","",""
"18","Andy Bathgate","38","PIT","RW","76","15","29","44","-11","34","8","7","0","3","15","14","0","209","7.2","",""
"19","Bob Baun","34","TOT","D","69","1","20","21","15","147","1","0","0","0","18","2","0","120","0.8","",""
