rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Les Binkley","36","PIT","34","","11","11","10","89","","","","2.86","2","1870","","","","","","0","0","0""0"
"2","Ken Brown","22","CBH","1","","0","0","0","1","","","","3.33","0","18","","","","","","0","0","0""0"
"3","Gerry Cheevers","30","BOS","40","","27","8","5","109","","","","2.72","3","2400","","","","","","0","0","0""4"
"4","Roger Crozier","28","BUF","44","","9","20","7","135","","","","3.69","1","2198","","","","","","0","0","0""0"
"5","Joe Daley","27","BUF","38","","12","16","8","128","","","","3.70","1","2073","","","","","","0","1","1""12"
"6","Denis DeJordy","32","LAK","60","","18","29","11","214","","","","3.80","1","3375","","","","","","0","0","0""0"
"7","Gerry Desjardins","26","CBH","22","","12","6","3","49","","","","2.42","0","1217","","","","","","0","0","0""6"
"8","Dave Dryden","29","BUF","10","","3","3","0","23","","","","3.37","1","409","","","","","","0","1","1""0"
"9","Ken Dryden","23","MTL","6","","6","0","0","9","","","","1.65","0","327","","","","","","0","0","0""0"
"10","Roy Edwards","33","DET","37","","11","19","7","119","","","","3.39","0","2104","","","","","","0","0","0""2"
"11","Tony Esposito","27","CBH","57","","35","14","6","126","","","","2.27","6","3325","","","","","","0","1","1""4"
"12","Doug Favell","25","PHI","44","","16","15","9","108","","","","2.66","2","2434","","","","","","0","1","1""9"
"13","Bruce Gamble","32","TOT","34","","9","20","3","120","","","","3.70","2","1946","","","","","","0","0","0""0"
"14","George Gardner","28","VAN","18","","6","8","1","52","","","","3.38","0","922","","","","","","0","0","0""0"
"15","Ed Giacomin","31","NYR","45","","27","10","7","95","","","","2.16","8","2641","","","","","","0","0","0""4"
"16","Gilles Gilbert","21","MNS","17","","5","9","2","59","","","","3.80","0","931","","","","","","0","0","0""2"
"17","Gerry Gray","23","DET","7","","1","4","1","30","","","","4.74","0","380","","","","","","0","0","0""0"
"18","Glenn Hall","39","STL","32","","13","11","8","71","","","","2.42","2","1761","","","","","","0","1","1""0"
"19","Charlie Hodge","37","VAN","35","","15","13","5","112","","","","3.42","0","1967","","","","","","0","0","0""0"
"20","Paul Hoganson","21","PIT","2","","0","1","0","7","","","","7.37","0","57","","","","","","0","0","0""0"
"21","Eddie Johnston","35","BOS","38","","30","6","2","96","","","","2.53","4","2280","","","","","","0","1","1""6"
"22","Cesare Maniago","32","MNS","40","","19","15","6","107","","","","2.70","5","2380","","","","","","0","1","1""2"
"23","Murray McLachlan","22","TOR","2","","0","1","0","4","","","","9.60","0","25","","","","","","0","0","0""0"
"24","Don McLeod","24","DET","14","","3","7","0","60","","","","5.16","0","698","","","","","","0","0","0""0"
"25","Gilles Meloche","20","CBH","2","","2","0","0","6","","","","3.00","0","120","","","","","","0","0","0""0"
"26","Phil Myre","22","MTL","30","","13","11","4","87","","","","3.11","1","1677","","","","","","0","1","1""17"
"27","Cam Newton","20","PIT","5","","1","3","1","16","","","","3.42","0","281","","","","","","0","0","0""4"
"28","Jack Norris","28","LAK","25","","7","11","2","85","","","","3.91","0","1305","","","","","","0","0","0""0"
"29","Bernie Parent","25","TOT","48","","16","19","9","119","","","","2.72","2","2626","","","","","","0","2","2""5"
"30","Jacques Plante","42","TOR","40","","24","11","4","73","","","","1.88","4","2329","","","","","","0","0","0""2"
"31","Michel Plasse","22","STL","1","","1","0","0","3","","","","3.00","0","60","","","","","","0","0","0""0"
"32","Jim Rutherford","21","DET","29","","7","15","3","94","","","","3.77","1","1498","","","","","","0","0","0""0"
"33","Al Smith","25","PIT","46","","9","22","9","128","","","","3.11","2","2472","","","","","","0","0","0""41"
"34","Gary Smith","26","CGS","71","","19","48","4","256","","","","3.86","2","3975","","","","","","0","1","1""6"
"35","Bob Sneddon","26","CGS","5","","0","2","0","21","","","","5.60","0","225","","","","","","0","0","0""0"
"36","Rogie Vachon","25","MTL","47","","23","12","9","118","","","","2.65","2","2676","","","","","","0","0","0""0"
"37","Gilles Villemure","30","NYR","34","","22","8","4","78","","","","2.30","4","2039","","","","","","0","0","0""0"
"38","Ernie Wakely","30","STL","51","","20","14","11","133","","","","2.79","3","2859","","","","","","0","2","2""0"
"39","Dunc Wilson","22","VAN","35","","3","25","2","128","","","","4.29","0","1791","","","","","","0","0","0""18"
"40","Gump Worsley","41","MNS","24","","4","10","8","57","","","","2.50","0","1369","","","","","","0","0","0""10"
"41","Chris Worthy","23","CGS","11","","1","3","1","39","","","","4.88","0","480","","","","","","0","0","0""2"
