rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Tom Barrasso","24","PIT","24","","7","12","3","101","748","647",".865","4.68","0","1294","","","","114","-12.09","0","0","0","8"
"2","Don Beaupre","28","WSH","48","","23","18","5","150","1362","1212",".890","3.22","2","2793","","","","93","11.90","0","1","1","24"
"3","Stephane Beauregard","22","WIN","19","","7","8","3","59","570","511",".896","3.28","0","1079","","","","87","8.75","0","0","0","4"
"4","Daniel Berthiaume","24","TOT","29","","11","14","3","100","771","671",".870","3.69","1","1627","","","","109","-8.35","0","1","1","8"
"5","Allan Bester","25","TOR","42","","20","16","0","165","1296","1131",".873","4.49","0","2206","","","","107","-10.95","0","2","2","4"
"6","Mario Brunetta","23","QUE","6","","1","2","0","13","99","86",".869","4.08","0","191","","","","","","0","0","0","0"
"7","Sean Burke","23","NJD","52","","22","22","6","175","1453","1278",".880","3.60","0","2914","","","","101","-2.29","0","1","1","38"
"8","Jon Casey","27","MNS","61","","31","22","4","183","1757","1574",".896","3.22","3","3407","","","","88","25.85","0","3","3","18"
"9","Tim Cheveldae","21","DET","28","","10","9","8","101","854","753",".882","3.79","0","1600","","","","99","0.51","0","1","1","2"
"10","Alain Chevrier","28","TOT","42","","17","16","3","146","987","841",".852","4.25","0","2060","","","","124","-28.68","0","3","3","8"
"11","Jacques Cloutier","30","CHI","43","","18","15","2","112","931","819",".880","3.09","2","2178","","","","101","-1.34","0","0","0","8"
"12","Tom Draper","23","WIN","6","","2","4","0","26","153","127",".830","4.35","0","359","","","","","","0","0","0","0"
"13","Bob Essensa","25","WIN","36","","18","9","5","107","988","881",".892","3.15","1","2035","","","","91","10.44","0","2","2","0"
"14","Randy Exelby","24","EDM","1","","0","1","0","5","30","25",".833","5.00","0","60","","","","","","0","0","0","0"
"15","Stephane Fiset","19","QUE","6","","0","5","1","34","199","165",".829","5.96","0","342","","","","","","0","0","0","0"
