date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1989-10-05","Pittsburgh Penguins","PIT","4","Boston Bruins","BOS","5",
"1989-10-05","Quebec Nordiques","QUE","3","Buffalo Sabres","BUF","4",
"1989-10-05","Detroit Red Wings","DET","7","Calgary Flames","CGY","10",
"1989-10-05","St. Louis Blues","STL","8","Chicago Blackhawks","CHI","3",
"1989-10-05","Montreal Canadiens","MTL","4","Hartford Whalers","HAR","1",
"1989-10-05","Toronto Maple Leafs","TOR","2","Los Angeles Kings","LAK","4",
"1989-10-05","New York Islanders","NYI","5","Minnesota North Stars","MNS","6",
"1989-10-05","New Jersey Devils","NJD","6","Philadelphia Flyers","PHI","2",
"1989-10-05","Edmonton Oilers","EDM","4","Vancouver Canucks","VAN","1",
"1989-10-06","New York Rangers","NYR","4","Winnipeg Jets","WIN","1",
"1989-10-06","Philadelphia Flyers","PHI","3","Washington Capitals","WSH","5",
"1989-10-07","New York Islanders","NYI","3","Calgary Flames","CGY","6",
"1989-10-07","Minnesota North Stars","MNS","6","Hartford Whalers","HAR","4",
"1989-10-07","Edmonton Oilers","EDM","6","Los Angeles Kings","LAK","5",
"1989-10-07","Buffalo Sabres","BUF","1","Montreal Canadiens","MTL","5",
"1989-10-07","Pittsburgh Penguins","PIT","4","New Jersey Devils","NJD","4",
"1989-10-07","Boston Bruins","BOS","1","Quebec Nordiques","QUE","4",
"1989-10-07","Toronto Maple Leafs","TOR","8","St. Louis Blues","STL","5",
"1989-10-07","Detroit Red Wings","DET","3","Vancouver Canucks","VAN","5",
"1989-10-07","Chicago Blackhawks","CHI","3","Washington Capitals","WSH","2",
"1989-10-08","Minnesota North Stars","MNS","2","Buffalo Sabres","BUF","2",
"1989-10-08","New York Rangers","NYR","5","Chicago Blackhawks","CHI","3",
"1989-10-08","Detroit Red Wings","DET","0","Los Angeles Kings","LAK","5",
"1989-10-08","Hartford Whalers","HAR","9","Quebec Nordiques","QUE","6",
"1989-10-08","Philadelphia Flyers","PHI","3","Winnipeg Jets","WIN","5",
"1989-10-09","Montreal Canadiens","MTL","0","Boston Bruins","BOS","2",
"1989-10-09","New York Islanders","NYI","5","Vancouver Canucks","VAN","2",
"1989-10-10","Calgary Flames","CGY","4","New Jersey Devils","NJD","2",
"1989-10-10","Winnipeg Jets","WIN","1","Pittsburgh Penguins","PIT","5",
"1989-10-11","Vancouver Canucks","VAN","5","Edmonton Oilers","EDM","2",
"1989-10-11","Washington Capitals","WSH","1","Hartford Whalers","HAR","4",
"1989-10-11","New York Islanders","NYI","7","Los Angeles Kings","LAK","4",
"1989-10-11","Boston Bruins","BOS","2","Montreal Canadiens","MTL","4",
"1989-10-11","Calgary Flames","CGY","4","New York Rangers","NYR","5",
"1989-10-11","Buffalo Sabres","BUF","7","Toronto Maple Leafs","TOR","1",
"1989-10-12","Toronto Maple Leafs","TOR","6","Chicago Blackhawks","CHI","9",
"1989-10-12","Winnipeg Jets","WIN","4","Detroit Red Wings","DET","5",
"1989-10-12","St. Louis Blues","STL","0","Minnesota North Stars","MNS","3",
"1989-10-12","Quebec Nordiques","QUE","2","Philadelphia Flyers","PHI","4",
"1989-10-13","Hartford Whalers","HAR","1","Buffalo Sabres","BUF","4",
"1989-10-13","Boston Bruins","BOS","3","Edmonton Oilers","EDM","3",
"1989-10-13","Montreal Canadiens","MTL","4","New Jersey Devils","NJD","3",
"1989-10-13","Los Angeles Kings","LAK","6","Vancouver Canucks","VAN","5",
"1989-10-13","New York Rangers","NYR","4","Washington Capitals","WSH","7",
"1989-10-14","Buffalo Sabres","BUF","2","Detroit Red Wings","DET","6",
"1989-10-14","New Jersey Devils","NJD","3","Hartford Whalers","HAR","2",
"1989-10-14","Quebec Nordiques","QUE","2","Minnesota North Stars","MNS","3",
"1989-10-14","Philadelphia Flyers","PHI","3","New York Islanders","NYI","3",
"1989-10-14","Montreal Canadiens","MTL","1","Pittsburgh Penguins","PIT","2",
"1989-10-14","Chicago Blackhawks","CHI","1","St. Louis Blues","STL","2",
"1989-10-14","Winnipeg Jets","WIN","5","Toronto Maple Leafs","TOR","1",
"1989-10-14","Calgary Flames","CGY","4","Washington Capitals","WSH","4",
"1989-10-15","Detroit Red Wings","DET","0","Chicago Blackhawks","CHI","3",
"1989-10-15","Los Angeles Kings","LAK","5","Edmonton Oilers","EDM","4",
"1989-10-15","Pittsburgh Penguins","PIT","2","New York Rangers","NYR","4",
"1989-10-15","Calgary Flames","CGY","3","Philadelphia Flyers","PHI","2",
"1989-10-15","Boston Bruins","BOS","6","Vancouver Canucks","VAN","7",
"1989-10-16","Washington Capitals","WSH","4","Montreal Canadiens","MTL","3",
"1989-10-17","Boston Bruins","BOS","3","Los Angeles Kings","LAK","2",
"1989-10-17","Minnesota North Stars","MNS","6","New York Islanders","NYI","3",
"1989-10-17","Chicago Blackhawks","CHI","3","New York Rangers","NYR","3",
"1989-10-17","Toronto Maple Leafs","TOR","5","Pittsburgh Penguins","PIT","7",
"1989-10-17","Calgary Flames","CGY","8","Quebec Nordiques","QUE","8",
