rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Clarence Abel","27","NYR","D","23","0","1","1","","28","","","","","","","","","","",""
"2","Ty Arbour","31","TOT","LW","39","5","5","10","","32","","","","","","","","","","",""
"3","Larry Aurie","22","DTC","RW","44","13","3","16","","43","","","","","","","","","","",""
"4","Ace Bailey","24","TOR","RW","43","9","3","12","","72","","","","","","","","","","",""
"5","Marty Barry","22","NYA","C","9","1","0","1","","2","","","","","","","","","","",""
"6","Edmond Bouchard","35","NYA","LW","39","1","0","1","","27","","","","","","","","","","",""
"7","Billy Boucher","28","NYA","RW","43","5","2","7","","58","","","","","","","","","","",""
"8","Clarence Boucher","31","NYA","D","36","2","1","3","","129","","","","","","","","","","",""
"9","Frank Boucher","26","NYR","C","44","23","12","35","","15","","","","","","","","","","",""
"10","George Boucher","31","OTS","D","43","7","5","12","","78","","","","","","","","","","",""
"11","Leo Bourgeault","25","NYR","D/RW","37","7","0","7","","72","","","","","","","","","","",""
"12","Bill Boyd","29","NYR","RW","43","4","0","4","","11","","","","","","","","","","",""
"13","Punch Broadbent","35","OTS","RW","43","3","2","5","","62","","","","","","","","","","",""
"14","Fred Brown","27","MTM","D","19","1","0","1","","0","","","","","","","","","","",""
"15","Stan Brown","29","DTC","D","24","2","0","2","","4","","","","","","","","","","",""
"16","Cecil Browne","31","CBH","LW","13","2","0","2","","4","","","","","","","","","","",""
"17","Billy Burch","27","NYA","C","32","10","2","12","","34","","","","","","","","","","",""
"18","Marty Burke","23","TOT","D","46","2","1","3","","61","","","","","","","","","","",""
"19","Bobby Burns","22","CBH","LW","1","0","0","0","","0","","","","","","","","","","",""
"20","Patsy Callighen","21","NYR","D","36","0","0","0","","32","","","","","","","","","","",""
"21","Bill Carson","27","TOR","C","32","20","6","26","","36","","","","","","","","","","",""
"22","Frank Carson","26","MTM","RW","21","0","1","1","","10","","","","","","","","","","",""
"23","Gene Chouinard","26","OTS","D","8","0","0","0","","0","","","","","","","","","","",""
"24","King Clancy","24","OTS","D","39","8","7","15","","73","","","","","","","","","","",""
"25","Dit Clapper","20","BOS","RW/D","40","4","1","5","","20","","","","","","","","","","",""
"26","Nobby Clark","30","BOS","D","5","0","0","0","","0","","","","","","","","","","",""
"27","Odie Cleghorn","36","PTP","C","2","0","0","0","","4","","","","","","","","","","",""
"28","Sprague Cleghorn","37","BOS","D","37","2","2","4","","14","","","","","","","","","","",""
"29","Lionel Conacher","26","NYA","D","35","11","6","17","","82","","","","","","","","","","",""
"30","Harry Connor","23","BOS","LW","42","9","1","10","","36","","","","","","","","","","",""
"31","Bill Cook","31","NYR","RW","43","18","6","24","","42","","","","","","","","","","",""
"32","Bun Cook","24","NYR","LW","44","14","14","28","","45","","","","","","","","","","",""
"33","Carson Cooper","28","DTC","RW","43","15","2","17","","32","","","","","","","","","","",""
"34","Baldy Cotton","25","PTP","LW","42","9","3","12","","40","","","","","","","","","","",""
"35","Danny Cox","24","TOR","LW","41","9","6","15","","27","","","","","","","","","","",""
"36","Harold Darragh","25","PTP","RW","44","13","2","15","","16","","","","","","","","","","",""
"37","Hap Day","26","TOR","LW/D","22","9","8","17","","48","","","","","","","","","","",""
"38","Corb Denneny","34","CBH","C","18","5","0","5","","12","","","","","","","","","","",""
"39","Cy Denneny","36","OTS","LW","44","3","0","3","","12","","","","","","","","","","",""
"40","Herb Drury","32","PTP","LW","44","6","4","10","","44","","","","","","","","","","",""
"41","Art Duncan","36","TOR","D","43","7","5","12","","97","","","","","","","","","","",""
"42","Red Dutton","29","MTM","D","42","7","6","13","","94","","","","","","","","","","",""
"43","Babe Dye","29","CBH","RW","10","0","0","0","","0","","","","","","","","","","",""
"44","Hap Emms","23","MTM","LW/D","10","0","1","1","","10","","","","","","","","","","",""
"45","Frank Finnigan","24","OTS","RW","38","20","5","25","","34","","","","","","","","","","",""
"46","Frank Foyston","36","DTC","C/LW","23","7","2","9","","16","","","","","","","","","","",""
"47","Gord Fraser","26","TOT","D","41","4","2","6","","60","","","","","","","","","","",""
"48","Frank Fredrickson","32","BOS","C","41","10","4","14","","83","","","","","","","","","","",""
"49","Art Gagne","30","MTL","RW","44","20","10","30","","75","","","","","","","","","","",""
"50","Dutch Gainor","23","BOS","LW","42","8","4","12","","35","","","","","","","","","","",""
"51","Percy Galbraith","29","BOS","LW","42","6","5","11","","26","","","","","","","","","","",""
"52","Herb Gardiner","36","MTL","D","44","4","3","7","","26","","","","","","","","","","",""
"53","Leo Gaudreault","22","MTL","C","32","6","2","8","","24","","","","","","","","","","",""
"54","Sam Godin","18","OTS","W","24","0","0","0","","0","","","","","","","","","","",""
"55","Fred Gordon","27","BOS","F","43","3","2","5","","40","","","","","","","","","","",""
"56","Ed Gorman","35","TOR","D","19","0","1","1","","30","","","","","","","","","","",""
"57","Ted Graham","22","CBH","D","19","1","0","1","","8","","","","","","","","","","",""
"58","Alex Gray","28","NYR","C","43","7","0","7","","30","","","","","","","","","","",""
"59","Red Green","28","NYA","LW","40","6","1","7","","67","","","","","","","","","","",""
"60","Len Grosvenor","22","OTS","C","43","1","2","3","","18","","","","","","","","","","",""
"61","Milt Halliday","21","OTS","F/D","13","0","0","0","","2","","","","","","","","","","",""
"62","Hago Harrington","23","BOS","LW","22","1","0","1","","7","","","","","","","","","","",""
"63","Gizzy Hart","25","MTL","LW","44","3","2","5","","4","","","","","","","","","","",""
"64","George Hay","30","DTC","LW","42","22","13","35","","20","","","","","","","","","","",""
"65","Jimmy Herbert","30","TOT","C","43","15","4","19","","64","","","","","","","","","","",""
"66","Lionel Hitchman","26","BOS","D","44","5","3","8","","87","","","","","","","","","","",""
"67","Val Hoffinger","27","CBH","D","18","0","1","1","","18","","","","","","","","","","",""
"68","Dick Irvin","35","CBH","C","12","5","4","9","","14","","","","","","","","","","",""
"69","Ching Johnson","29","NYR","D","42","10","6","16","","146","","","","","","","","","","",""
"70","Aurele Joliat","26","MTL","LW","44","28","11","39","","105","","","","","","","","","","",""
"71","Duke Keats","32","TOT","C","37","14","10","24","","61","","","","","","","","","","",""
"72","Butch Keeling","22","TOR","C/LW","43","10","6","16","","52","","","","","","","","","","",""
"73","Hec Kilrea","20","OTS","LW","43","19","4","23","","66","","","","","","","","","","",""
"74","Leo Lafrance","25","TOT","C/LW","29","2","0","2","","6","","","","","","","","","","",""
"75","Joe Lamb","21","MTM","C/RW","21","8","5","13","","39","","","","","","","","","","",""
"76","Charlie Langlois","33","TOT","D","40","0","0","0","","22","","","","","","","","","","",""
"77","Wildor Larochelle","21","MTL","RW","40","3","1","4","","30","","","","","","","","","","",""
"78","Martin Lauder","21","BOS","D","3","0","0","0","","2","","","","","","","","","","",""
"79","Albert Leduc","25","MTL","D","42","8","5","13","","73","","","","","","","","","","",""
"80","Pit Lepine","26","MTL","C","20","4","1","5","","6","","","","","","","","","","",""
"81","Clem Loughlin","33","DTC","D","43","1","2","3","","21","","","","","","","","","","",""
"82","Gerry Lowrey","21","TOR","C","25","6","5","11","","29","","","","","","","","","","",""
"83","Mickey MacKay","33","CBH","C","36","17","4","21","","23","","","","","","","","","","",""
"84","Sylvio Mantha","25","MTL","D","43","4","11","15","","61","","","","","","","","","","",""
"85","Bert McCaffrey","34","TOT","D","44","7","4","11","","23","","","","","","","","","","",""
"86","Eddie McCalmon","25","CBH","RW","23","2","0","2","","8","","","","","","","","","","",""
"87","Duke McCurry","27","PTP","LW","44","5","3","8","","60","","","","","","","","","","",""
"88","Mickey McGuire","29","PTP","D","4","0","0","0","","0","","","","","","","","","","",""
"89","Alex McKinnon","32","NYA","RW","43","3","3","6","","71","","","","","","","","","","",""
"90","John McKinnon","25","PTP","D","43","3","3","6","","71","","","","","","","","","","",""
"91","Charley McVeigh","29","CBH","RW","43","6","7","13","","10","","","","","","","","","","",""
"92","Hib Milks","28","PTP","C","44","18","3","21","","32","","","","","","","","","","",""
"93","Earl Miller","22","CBH","LW","21","1","1","2","","32","","","","","","","","","","",""
"94","Amby Moran","32","CBH","D","23","1","1","2","","14","","","","","","","","","","",""
"95","Howie Morenz","25","MTL","C","43","33","18","51","","66","","","","","","","","","","",""
"96","Dunc Munro","27","MTM","D","43","5","2","7","","35","","","","","","","","","","",""
"97","Murray Murdoch","23","NYR","C/LW","44","7","3","10","","14","","","","","","","","","","",""
"98","Frank Nighbor","35","OTS","C","42","8","5","13","","46","","","","","","","","","","",""
"99","Reg Noble","31","DTC","LW/D","44","6","8","14","","63","","","","","","","","","","",""
"100","Russell Oatman","22","MTM","C","43","7","4","11","","36","","","","","","","","","","",""
"101","Harry Oliver","29","BOS","RW","43","13","5","18","","20","","","","","","","","","","",""
"102","Pete Palangio","19","DTC","LW","14","3","0","3","","8","","","","","","","","","","",""
"103","George Patterson","21","TOT","RW","28","1","1","2","","14","","","","","","","","","","",""
"104","Merlyn Phillips","28","MTM","RW","40","7","5","12","","33","","","","","","","","","","",""
"105","Joe Primeau","22","TOR","C","2","0","0","0","","0","","","","","","","","","","",""
"106","Beattie Ramsay","32","TOR","D","43","0","2","2","","10","","","","","","","","","","",""
"107","Leo Reise","35","NYA","D","43","8","1","9","","62","","","","","","","","","","",""
"108","Eddie Rodden","26","TOT","RW","34","3","8","11","","42","","","","","","","","","","",""
"109","Sam Rothschild","28","TOT","D","17","0","0","0","","4","","","","","","","","","","",""
"110","Laurie Scott","27","NYR","LW","23","0","1","1","","6","","","","","","","","","","",""
"111","Frank Sheppard","20","DTC","C","8","1","1","2","","0","","","","","","","","","","",""
"112","Johnny Sheppard","24","DTC","C","44","10","10","20","","40","","","","","","","","","","",""
"113","Al Shields","20","OTS","D","7","0","1","1","","2","","","","","","","","","","",""
"114","Eddie Shore","25","BOS","D","43","11","6","17","","165","","","","","","","","","","",""
"115","Babe Siebert","24","MTM","LW/D","39","8","9","17","","109","","","","","","","","","","",""
"116","Joe Simpson","34","NYA","D","24","2","0","2","","32","","","","","","","","","","",""
"117","Alex Smith","25","OTS","D","44","9","4","13","","90","","","","","","","","","","",""
"118","Art Smith","21","TOR","D","15","5","3","8","","22","","","","","","","","","","",""
"119","Hooley Smith","25","MTM","C","34","14","5","19","","72","","","","","","","","","","",""
"120","Rodger Smith","31","PTP","D","43","1","0","1","","30","","","","","","","","","","",""
"121","Barney Stanley","35","CBH","F","1","0","0","0","","0","","","","","","","","","","",""
"122","Nels Stewart","25","MTM","C","41","27","7","34","","104","","","","","","","","","","",""
"123","Ralph Taylor","22","CBH","RW","22","1","1","2","","39","","","","","","","","","","",""
"124","Paul Thompson","21","NYR","LW","42","4","4","8","","22","","","","","","","","","","",""
"125","Bill Touhey","21","MTM","LW/C","29","2","0","2","","2","","","","","","","","","","",""
"126","Bob Trapp","28","CBH","D","38","0","2","2","","37","","","","","","","","","","",""
"127","Percy Traub","31","DTC","D","44","3","1","4","","78","","","","","","","","","","",""
"128","Jack Walker","39","DTC","C","43","2","4","6","","12","","","","","","","","","","",""
"129","Jimmy Ward","21","MTM","RW","42","10","2","12","","44","","","","","","","","","","",""
"130","Nick Wasnie","24","CBH","RW","14","1","0","1","","22","","","","","","","","","","",""
"131","Cy Wentworth","23","CBH","D","43","5","5","10","","31","","","","","","","","","","",""
"132","Tex White","27","PTP","RW","44","5","1","6","","54","","","","","","","","","","",""
