rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Clint Benedict","35","MTM","44","","24","14","6","76","","","","1.70","6","2690","","","","","","0","0","0""0"
"2","Lorne Chabot","27","NYR","44","","19","16","9","79","","","","1.74","11","2730","","","","","","0","0","0""0"
"3","Alec Connell","25","OTS","44","","20","14","10","57","","","","1.24","15","2760","","","","","","0","0","0""0"
"4","Jake Forbes","30","NYA","16","","3","11","2","51","","","","3.12","2","980","","","","","","0","0","0""0"
"5","Charlie Gardiner","23","CBH","40","","6","32","2","114","","","","2.83","3","2420","","","","","","0","0","0""0"
"6","George Hainsworth","32","MTL","44","","26","11","7","48","","","","1.05","13","2730","","","","","","0","0","0""0"
"7","Normie Himes","24","NYA","1","","0","0","0","0","","","","0.00","0","19","","","","","","14","5","19""22"
"8","Hap Holmes","39","DTC","44","","19","19","6","79","","","","1.73","11","2740","","","","","","0","0","0""0"
"9","Joe Ironstone","29","TOR","1","","0","0","1","0","","","","0.00","1","70","","","","","","0","0","0""0"
"10","Hugh Lehman","42","CBH","4","","1","2","1","20","","","","4.80","1","250","","","","","","0","0","0""0"
"11","Joe Miller","27","NYA","28","","8","16","4","77","","","","2.68","5","1721","","","","","","0","0","0""0"
"12","John Ross Roach","27","TOR","43","","18","18","7","88","","","","1.96","4","2690","","","","","","0","0","0""0"
"13","Flat Walsh","30","MTM","1","","0","0","0","1","","","","1.50","0","40","","","","","","0","0","0""0"
"14","Hal Winkler","35","BOS","44","","20","13","11","70","","","","1.51","15","2780","","","","","","0","0","0""0"
"15","Roy Worters","27","PTP","44","","19","17","8","76","","","","1.66","11","2740","","","","","","0","0","0""0"
