rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Murray Bannerman","29","CHI","39","","9","18","8","142","1122","980",".873","4.14","0","2059","","","","106","-7.40","0","1","1","4"
"2","Tom Barrasso","21","BUF","46","","17","23","2","152","1202","1050",".874","3.65","2","2501","","","","105","-7.81","0","1","1","22"
"3","Don Beaupre","25","MNS","47","","17","20","6","174","1439","1265",".879","3.98","1","2622","","","","101","-1.38","0","0","0","16"
"4","Tim Bernhardt","29","TOR","1","","0","0","0","3","7","4",".571","9.00","0","20","","","","","","0","0","0","0"
"5","Daniel Berthiaume","21","WIN","31","","18","7","3","93","810","717",".885","3.17","1","1758","","","","96","4.17","0","0","0","2"
"6","Allan Bester","22","TOR","36","","10","14","3","110","991","881",".889","3.65","2","1808","","","","93","8.88","0","0","0","8"
"7","Craig Billington","20","NJD","22","","4","13","2","89","569","480",".844","4.79","0","1114","","","","130","-20.74","0","0","0","12"
"8","Richard Brodeur","34","VAN","53","","20","25","5","178","1391","1213",".872","3.59","1","2972","","","","107","-11.14","0","0","0","2"
"9","Frank Caprice","24","VAN","25","","8","11","2","89","643","554",".862","3.84","0","1390","","","","115","-11.87","0","0","0","9"
"10","Alain Chevrier","25","NJD","58","","24","26","2","227","1793","1566",".873","4.32","0","3153","","","","106","-11.91","0","0","0","17"
"11","Jacques Cloutier","27","BUF","40","","11","19","5","137","1035","898",".868","3.79","0","2167","","","","110","-12.84","0","2","2","10"
"12","Doug Dadswell","22","CGY","2","","0","1","1","10","73","63",".863","4.80","0","125","","","","","","0","0","0","0"
"13","Cleon Daskalakis","24","BOS","2","","2","0","0","7","51","44",".863","4.33","0","97","","","","","","0","0","0","0"
"14","Darren Eliot","25","LAK","24","","8","13","2","103","692","589",".851","4.40","1","1404","","","","124","-19.99","0","1","1","18"
"15","Karl Friesen","28","NJD","4","","0","2","1","16","80","64",".800","7.38","0","130","","","","","","0","1","1","0"
"16","Bob Froese","28","TOT","31","","17","11","0","100","872","772",".885","3.63","0","1654","","","","96","4.61","0","2","2","56"
"17","Grant Fuhr","24","EDM","44","","22","13","3","137","1149","1012",".881","3.44","0","2388","","","","99","0.83","0","2","2","6"
"18","Troy Gamble","19","VAN","1","","0","1","0","4","23","19",".826","4.00","0","60","","","","","","0","0","0","0"
"19","Mario Gosselin","23","QUE","30","","13","11","1","86","758","672",".887","3.18","0","1625","","","","95","4.93","0","3","3","20"
"20","Steve Guenette","21","PIT","2","","0","2","0","8","54","46",".852","4.25","0","113","","","","","","0","0","0","0"
"21","Glen Hanlon","29","DET","36","","11","16","5","104","975","871",".893","3.18","1","1963","","","","89","12.96","0","0","0","20"
"22","Brian Hayward","26","MTL","37","","19","13","4","102","959","857",".894","2.81","1","2178","","","","89","13.04","0","2","2","2"
"23","Ron Hextall","22","PHI","66","","37","21","6","190","1933","1743",".902","3.00","1","3799","","","","82","41.88","0","6","6","104"
"24","Kelly Hrudey","26","NYI","46","","21","15","7","145","1219","1074",".881","3.30","0","2634","","","","99","1.23","0","1","1","37"
"25","Bob Janecyk","29","LAK","7","","4","3","0","34","222","188",".847","4.86","0","420","","","","","","0","0","0","2"
"26","Al Jensen","28","TOT","11","","2","7","1","54","338","284",".840","5.16","0","628","","","","133","-13.45","0","1","1","0"
"27","Doug Keans","29","BOS","36","","18","8","4","108","909","801",".881","3.34","0","1942","","","","99","1.04","0","2","2","24"
"28","Mark LaForest","24","DET","5","","2","1","0","12","111","99",".892","3.29","0","219","","","","","","0","1","1","7"
"29","Reggie Lemelin","32","CGY","34","","16","9","1","94","825","731",".886","3.25","2","1735","","","","95","4.97","0","0","0","20"
"30","Mike Liut","31","HAR","59","","31","22","5","187","1625","1438",".885","3.23","4","3476","","","","96","7.94","0","2","2","4"
"31","Clint Malarchuk","25","QUE","54","","18","26","9","175","1512","1337",".884","3.40","1","3092","","","","96","6.38","0","2","2","37"
"32","Bob Mason","25","WSH","45","","20","18","5","137","1247","1110",".890","3.24","0","2536","","","","92","12.59","0","0","0","0"
"33","Kirk McLean","20","NJD","4","","1","1","0","10","73","63",".863","3.75","0","160","","","","","","0","0","0","0"
"34","Roland Melanson","26","LAK","46","","18","21","6","168","1420","1252",".882","3.69","1","2734","","","","99","2.34","0","6","6","22"
"35","Gilles Meloche","36","PIT","43","","13","19","7","134","1123","989",".881","3.43","0","2343","","","","99","0.72","0","1","1","20"
"36","Greg Millen","29","STL","42","","15","18","9","146","1152","1006",".873","3.53","0","2482","","","","106","-7.81","0","2","2","12"
"37","Andy Moog","26","EDM","46","","28","11","3","144","1218","1074",".882","3.51","0","2461","","","","99","2.11","0","2","2","8"
"38","Pete Peeters","29","WSH","37","","17","11","4","107","930","823",".885","3.21","0","2002","","","","96","4.56","0","4","4","16"
"39","Steve Penney","25","WIN","7","","1","4","1","25","134","109",".813","4.59","0","327","","","","","","0","0","0","7"
"40","Daren Puppa","21","BUF","3","","0","2","1","13","80","67",".838","4.22","0","185","","","","","","0","0","0","2"
"41","Bill Ranford","20","BOS","41","","16","20","2","124","1137","1013",".891","3.33","3","2234","","","","91","12.39","0","1","1","8"
"42","Pokey Reddick","22","WIN","48","","21","21","4","149","1256","1107",".881","3.24","0","2762","","","","99","1.67","0","0","0","8"
"43","Glenn Resch","38","PHI","17","","6","5","2","42","436","394",".904","2.91","0","867","","","","80","10.30","0","0","0","0"
"44","Pat Riggin","27","TOT","27","","11","11","4","84","701","617",".880","3.36","0","1501","","","","100","0.09","0","1","1","2"
"45","Roberto Romano","24","TOT","26","","9","12","2","93","747","654",".876","3.72","0","1498","","","","104","-3.39","0","0","0","0"
"46","Patrick Roy","21","MTL","46","","22","16","6","131","1210","1079",".892","2.93","1","2686","","","","90","14.15","0","1","1","8"
"47","Mike Sands","23","MNS","3","","0","2","0","12","104","92",".885","4.42","0","163","","","","","","0","0","0","0"
"48","Bob Sauve","31","CHI","46","","19","19","5","159","1497","1338",".894","3.59","1","2660","","","","89","20.58","0","4","4","6"
"49","Ron Scott","26","NYR","1","","0","0","1","5","35","30",".857","4.62","0","65","","","","","","0","0","0","0"
"50","Richard Sevigny","29","QUE","4","","0","2","0","11","56","45",".804","4.58","0","144","","","","","","0","0","0","14"
"51","Warren Skorodenski","26","CHI","3","","1","0","1","7","90","83",".922","2.71","0","155","","","","","","0","0","0","0"
"52","Billy Smith","36","NYI","40","","14","18","5","132","1007","875",".869","3.52","1","2252","","","","109","-11.20","0","2","2","37"
"53","Doug Soetaert","31","NYR","13","","2","7","2","58","368","310",".842","5.16","0","675","","","","131","-13.85","0","0","0","14"
"54","Sam St. Laurent","27","DET","6","","1","2","2","16","135","119",".881","2.81","0","342","","","","","","0","0","0","0"
"55","Greg Stefan","25","DET","43","","20","17","3","135","1082","947",".875","3.45","1","2351","","","","104","-5.20","0","4","4","24"
"56","Kari Takko","24","MNS","38","","13","18","4","119","1061","942",".888","3.44","0","2075","","","","93","8.28","0","0","0","14"
