rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","28","MNS","C","78","16","29","45","-15","56","14","1","1","3","24","4","1","126","12.7","",""
"2","Greg Adams","23","NJD","C","72","20","27","47","-16","19","14","6","0","1","17","10","0","143","14.0","",""
"3","Greg Adams","26","WSH","LW","67","14","30","44","9","184","12","2","0","0","25","5","0","92","15.2","",""
"4","Jim Agnew","20","VAN","D","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","",""
"5","Mike Allison","25","TOR","LW","71","7","16","23","1","66","3","1","3","2","12","1","3","48","14.6","",""
"6","Ray Allison","27","PHI","RW","2","0","0","0","-2","0","0","0","0","0","0","0","0","1","0.0","",""
"7","Glenn Anderson","26","EDM","RW","80","35","38","73","27","65","27","7","1","5","32","6","0","188","18.6","",""
"8","John Anderson","29","HAR","LW","76","31","44","75","11","19","24","7","0","5","20","24","0","223","13.9","",""
"9","Perry Anderson","25","NJD","LW","57","10","9","19","-13","107","8","2","0","1","5","4","0","46","21.7","",""
"10","Shawn Anderson","18","BUF","D","41","2","11","13","0","23","2","0","0","0","6","5","0","26","7.7","",""
"11","Mikael Andersson","20","BUF","LW","16","0","3","3","-2","0","0","0","0","0","3","0","0","6","0.0","",""
"12","Dave Andreychuk","23","BUF","RW","77","25","48","73","2","46","12","13","0","2","31","17","0","255","9.8","",""
"13","Jim Archibald","25","MNS","RW","1","0","0","0","-1","2","0","0","0","0","0","0","0","1","0.0","",""
"14","Scott Arniel","24","BUF","LW","63","11","14","25","-1","59","11","0","0","3","13","1","0","90","12.2","",""
"15","Brent Ashton","26","TOT","LW","81","40","35","75","-15","39","22","15","3","4","17","17","1","184","21.7","",""
"16","Dave Babych","25","HAR","D","66","8","33","41","-18","44","1","7","0","1","15","18","0","157","5.1","",""
"17","Wayne Babych","28","HAR","RW","4","0","0","0","-5","4","0","0","0","0","0","0","0","2","0.0","",""
"18","Joel Baillargeon","22","WIN","LW","11","0","1","1","-3","15","0","0","0","0","1","0","0","1","0.0","",""
"19","Dave Barr","26","TOT","RW","69","15","17","32","7","68","10","4","1","5","13","4","0","83","18.1","",""
"20","John Barrett","28","WSH","D","55","2","2","4","-16","43","2","0","0","0","2","0","0","37","5.4","",""
"21","Robin Bartel","25","VAN","D","40","0","1","1","2","14","0","0","0","0","1","0","0","16","0.0","",""
"22","Bob Bassen","21","NYI","C","77","7","10","17","-17","89","7","0","0","1","9","0","1","59","11.9","",""
"23","Paul Baxter","31","CGY","D","18","0","2","2","-5","66","0","0","0","0","2","0","0","13","0.0","",""
"24","Yves Beaudoin","22","WSH","D","6","0","0","0","-4","5","0","0","0","0","0","0","0","4","0.0","",""
"25","Bruce Bell","21","STL","D","45","3","13","16","3","18","2","1","0","0","9","4","0","50","6.0","",""
"26","Neil Belland","25","PIT","D","3","0","1","1","0","0","0","0","0","0","1","0","0","4","0.0","",""
"27","Brian Bellows","22","MNS","RW","65","26","27","53","-13","34","17","8","1","2","11","15","1","200","13.0","",""
"28","Brian Benning","20","STL","D","78","13","36","49","2","110","6","7","0","2","19","16","1","144","9.0","",""
"29","Jim Benning","23","TOT","D","59","2","11","13","9","44","2","0","0","1","8","3","0","63","3.2","",""
"30","Perry Berezan","22","CGY","C","24","5","3","8","4","24","4","0","1","0","3","0","0","31","16.1","",""
"31","Marc Bergevin","21","CHI","D","66","4","10","14","4","66","4","0","0","0","10","0","0","56","7.1","",""
"32","Brad Berry","21","WIN","D","52","2","8","10","6","60","2","0","0","0","8","0","0","39","5.1","",""
"33","Craig Berube","21","PHI","LW","7","0","0","0","2","57","0","0","0","0","0","0","0","4","0.0","",""
"34","Jeff Beukeboom","21","EDM","D","44","3","8","11","7","124","2","1","0","1","8","0","0","24","12.5","",""
"35","Scott Bjugstad","25","MNS","LW","39","4","9","13","-6","43","4","0","0","0","3","6","0","58","6.9","",""
"36","Mike Blaisdell","27","PIT","RW","10","1","1","2","2","2","1","0","0","0","1","0","0","12","8.3","",""
"37","Timo Blomqvist","26","NJD","D","20","0","2","2","-3","29","0","0","0","0","2","0","0","16","0.0","",""
"38","John Blum","27","WSH","D","66","2","8","10","1","133","2","0","0","0","8","0","0","32","6.3","",""
"39","Doug Bodger","20","PIT","D","76","11","38","49","6","52","6","5","0","1","22","15","1","176","6.3","",""
"40","Serge Boisvert","27","MTL","RW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"41","Laurie Boschman","26","WIN","C","80","17","24","41","-17","152","15","1","1","2","19","5","0","161","10.6","",""
"42","Mike Bossy","30","NYI","RW","63","38","37","75","-7","33","29","8","1","5","14","23","0","226","16.8","",""
"43","Tim Bothwell","31","TOT","D","76","6","16","22","-19","46","6","0","0","1","12","3","1","78","7.7","",""
"44","Charlie Bourgeois","27","STL","D","66","2","12","14","16","164","2","0","0","1","11","1","0","54","3.7","",""
"45","Bob Bourne","32","LAK","C","78","13","9","22","-13","35","10","0","3","0","9","0","0","93","14.0","",""
"46","Phil Bourque","24","PIT","D","22","2","3","5","-2","32","2","0","0","1","1","2","0","23","8.7","",""
