date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1928-11-15","New York Rangers","NYR","2","Detroit Cougars","DTC","0",
"1928-11-15","Montreal Maroons","MTM","1","Montreal Canadiens","MTL","3",
"1928-11-15","New York Americans","NYA","0","Ottawa Senators","OTS","0",
"1928-11-15","Boston Bruins","BOS","1","Pittsburgh Pirates","PTP","0",
"1928-11-15","Chicago Black Hawks","CBH","0","Toronto Maple Leafs","TOR","2",
"1928-11-17","Chicago Black Hawks","CBH","2","Montreal Maroons","MTM","4",
"1928-11-17","Boston Bruins","BOS","2","Ottawa Senators","OTS","2",
"1928-11-17","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","4",
"1928-11-18","Pittsburgh Pirates","PTP","1","Detroit Cougars","DTC","3",
"1928-11-18","New York Rangers","NYR","1","New York Americans","NYA","1",
"1928-11-20","Montreal Canadiens","MTL","1","Boston Bruins","BOS","0",
"1928-11-20","Pittsburgh Pirates","PTP","2","Chicago Black Hawks","CBH","0",
"1928-11-20","Montreal Maroons","MTM","1","New York Rangers","NYR","0",
"1928-11-20","Toronto Maple Leafs","TOR","1","Ottawa Senators","OTS","4",
"1928-11-22","New York Rangers","NYR","2","Chicago Black Hawks","CBH","1",
"1928-11-22","Boston Bruins","BOS","0","Detroit Cougars","DTC","2",
"1928-11-22","Ottawa Senators","OTS","1","Montreal Maroons","MTM","0",
"1928-11-22","Toronto Maple Leafs","TOR","0","New York Americans","NYA","3",
"1928-11-22","Montreal Canadiens","MTL","0","Pittsburgh Pirates","PTP","0",
"1928-11-24","New York Americans","NYA","4","Montreal Canadiens","MTL","3",
"1928-11-24","Detroit Cougars","DTC","1","Ottawa Senators","OTS","1",
"1928-11-24","Montreal Maroons","MTM","1","Toronto Maple Leafs","TOR","4",
"1928-11-25","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","1",
"1928-11-25","Pittsburgh Pirates","PTP","0","New York Rangers","NYR","2",
"1928-11-27","Pittsburgh Pirates","PTP","0","Boston Bruins","BOS","1",
"1928-11-27","Toronto Maple Leafs","TOR","0","Montreal Maroons","MTM","4",
"1928-11-27","Ottawa Senators","OTS","0","New York Americans","NYA","1",
"1928-11-29","Montreal Maroons","MTM","1","Detroit Cougars","DTC","1",
"1928-11-29","Pittsburgh Pirates","PTP","1","Montreal Canadiens","MTL","1",
"1928-11-29","Chicago Black Hawks","CBH","1","New York Rangers","NYR","2",
"1928-12-01","New York Rangers","NYR","0","Montreal Maroons","MTM","3",
"1928-12-01","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","0",
"1928-12-01","Chicago Black Hawks","CBH","3","Pittsburgh Pirates","PTP","2",
"1928-12-01","New York Americans","NYA","0","Toronto Maple Leafs","TOR","3",
"1928-12-02","New York Americans","NYA","1","Detroit Cougars","DTC","2",
"1928-12-04","New York Rangers","NYR","0","Boston Bruins","BOS","2",
"1928-12-04","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","1",
"1928-12-06","New York Americans","NYA","1","Montreal Maroons","MTM","4",
"1928-12-06","Chicago Black Hawks","CBH","0","Ottawa Senators","OTS","2",
"1928-12-06","New York Rangers","NYR","0","Pittsburgh Pirates","PTP","0",
"1928-12-08","Montreal Maroons","MTM","1","Boston Bruins","BOS","5",
"1928-12-08","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","2",
"1928-12-08","Detroit Cougars","DTC","3","Pittsburgh Pirates","PTP","0",
"1928-12-08","Ottawa Senators","OTS","2","Toronto Maple Leafs","TOR","1",
"1928-12-09","New York Rangers","NYR","2","Detroit Cougars","DTC","2",
"1928-12-09","Boston Bruins","BOS","1","New York Americans","NYA","2",
"1928-12-11","New York Americans","NYA","3","Boston Bruins","BOS","0",
"1928-12-11","Ottawa Senators","OTS","1","Chicago Black Hawks","CBH","2",
"1928-12-11","Detroit Cougars","DTC","1","Montreal Maroons","MTM","2",
"1928-12-11","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","3",
"1928-12-13","Ottawa Senators","OTS","1","Detroit Cougars","DTC","1",
"1928-12-13","New York Rangers","NYR","3","Montreal Canadiens","MTL","2",
"1928-12-13","Montreal Maroons","MTM","1","New York Americans","NYA","2",
"1928-12-15","Montreal Canadiens","MTL","0","Montreal Maroons","MTM","0",
"1928-12-15","Pittsburgh Pirates","PTP","0","Ottawa Senators","OTS","0",
"1928-12-15","Boston Bruins","BOS","0","Toronto Maple Leafs","TOR","2",
"1928-12-16","New York Americans","NYA","1","Chicago Black Hawks","CBH","0",
"1928-12-16","Detroit Cougars","DTC","0","New York Rangers","NYR","3",
"1928-12-18","Detroit Cougars","DTC","1","Boston Bruins","BOS","3",
"1928-12-18","Montreal Canadiens","MTL","5","Chicago Black Hawks","CBH","0",
"1928-12-18","Pittsburgh Pirates","PTP","0","New York Americans","NYA","2",
"1928-12-18","Montreal Maroons","MTM","2","Ottawa Senators","OTS","1",
