date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1955-10-06","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","2",
"1955-10-06","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","2",
"1955-10-07","New York Rangers","NYR","7","Chicago Black Hawks","CBH","4",
"1955-10-08","Boston Bruins","BOS","0","Montreal Canadiens","MTL","2",
"1955-10-08","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","4",
"1955-10-09","Montreal Canadiens","MTL","5","Boston Bruins","BOS","2",
"1955-10-09","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","3",
"1955-10-09","New York Rangers","NYR","3","Detroit Red Wings","DET","2",
"1955-10-12","Toronto Maple Leafs","TOR","0","Boston Bruins","BOS","2",
"1955-10-15","Detroit Red Wings","DET","4","Chicago Black Hawks","CBH","1",
"1955-10-15","New York Rangers","NYR","1","Montreal Canadiens","MTL","4",
"1955-10-15","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","2",
"1955-10-16","New York Rangers","NYR","1","Boston Bruins","BOS","4",
"1955-10-16","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","2",
"1955-10-16","Toronto Maple Leafs","TOR","0","Detroit Red Wings","DET","6",
"1955-10-19","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","6",
"1955-10-20","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","2",
"1955-10-20","Boston Bruins","BOS","3","Montreal Canadiens","MTL","2",
"1955-10-22","Boston Bruins","BOS","0","Detroit Red Wings","DET","0",
"1955-10-22","Chicago Black Hawks","CBH","0","Montreal Canadiens","MTL","6",
"1955-10-22","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","3",
"1955-10-23","Chicago Black Hawks","CBH","4","New York Rangers","NYR","5",
"1955-10-25","Boston Bruins","BOS","0","Chicago Black Hawks","CBH","2","at St. Louis, MO"
"1955-10-26","Detroit Red Wings","DET","2","New York Rangers","NYR","6",
"1955-10-26","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","2",
"1955-10-27","Chicago Black Hawks","CBH","4","Montreal Canadiens","MTL","1",
"1955-10-29","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","2",
"1955-10-29","Boston Bruins","BOS","1","New York Rangers","NYR","0",
"1955-10-29","Chicago Black Hawks","CBH","0","Toronto Maple Leafs","TOR","2",
"1955-10-30","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","2",
"1955-11-02","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","3",
"1955-11-03","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","3",
"1955-11-03","New York Rangers","NYR","1","Detroit Red Wings","DET","1",
"1955-11-03","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","3",
"1955-11-05","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","3",
"1955-11-05","Boston Bruins","BOS","2","Montreal Canadiens","MTL","4",
"1955-11-05","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","0",
"1955-11-06","Montreal Canadiens","MTL","3","Boston Bruins","BOS","3",
"1955-11-06","New York Rangers","NYR","4","Chicago Black Hawks","CBH","2",
"1955-11-06","Toronto Maple Leafs","TOR","1","Detroit Red Wings","DET","4",
"1955-11-09","Montreal Canadiens","MTL","1","New York Rangers","NYR","1",
"1955-11-10","New York Rangers","NYR","1","Boston Bruins","BOS","5",
"1955-11-10","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","2",
"1955-11-11","Toronto Maple Leafs","TOR","0","Chicago Black Hawks","CBH","2",
"1955-11-12","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","3",
"1955-11-12","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","2",
"1955-11-13","Detroit Red Wings","DET","0","Boston Bruins","BOS","0",
"1955-11-13","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","0",
"1955-11-13","Toronto Maple Leafs","TOR","1","New York Rangers","NYR","4",
"1955-11-16","Detroit Red Wings","DET","3","New York Rangers","NYR","3",
