rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Montreal Canadiens","MTL","70","45","15","10","100",".714","222","131","1.08","-0.22","5.04","","","","","","","","","","","","",""
"2","Detroit Red Wings","DET","70","30","24","16","76",".543","183","148","0.42","-0.08","4.73","","","","","","","","","","","","",""
"3","New York Rangers","NYR","70","32","28","10","74",".529","204","203","0.01","0.00","5.81","","","","","","","","","","","","",""
"4","Toronto Maple Leafs","TOR","70","24","33","13","61",".436","153","181","-0.33","0.07","4.77","","","","","","","","","","","","",""
"5","Boston Bruins","BOS","70","23","34","13","59",".421","147","185","-0.45","0.09","4.74","","","","","","","","","","","","",""
"6","Chicago Black Hawks","CBH","70","19","39","12","50",".357","155","216","-0.73","0.15","5.30","","","","","","","","","","","","",""
