rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Tom Askey","23","MDA","7","","0","1","2","12","113","101",".894","2.64","0","273","","","","","","0","0","0""0"
"2","Tom Barrasso","32","PIT","63","","31","14","13","122","1556","1434",".922","2.07","7","3542","","","","84","23.89","0","2","2""14"
"3","Ed Belfour","32","DAL","61","","37","12","10","112","1335","1223",".916","1.88","9","3581","","","","89","13.17","0","0","0""18"
"4","Zac Bierk","21","TBL","13","","1","4","1","30","210","180",".857","4.16","0","433","","","","","","0","0","0""0"
"5","Craig Billington","31","COL","23","","8","7","4","45","588","543",".923","2.32","1","1162","","","","82","10.13","0","0","0""2"
"6","Martin Brodeur","25","NJD","70","","43","17","8","130","1569","1439",".917","1.89","10","4128","","","","88","17.11","0","3","3""10"
"7","Sean Burke","31","TOT","52","","16","23","9","142","1362","1220",".896","2.95","2","2885","","","","111","-14.30","0","2","2""20"
"8","Jim Carey","23","BOS","10","","3","2","1","24","225","201",".893","2.90","2","496","","","","","","0","0","0""0"
"9","Frederic Chabot","29","LAK","12","","3","3","2","29","267","238",".891","3.14","0","554","","","","","","0","0","0""0"
"10","Dan Cloutier","21","NYR","12","","4","5","1","23","248","225",".907","2.50","0","551","","","","","","0","0","0""19"
"11","Marcel Cousineau","24","TOR","2","","0","0","0","0","9","9","1.000","0.00","0","17","","","","","","0","0","0""0"
"12","Byron Dafoe","26","BOS","65","","30","25","9","138","1602","1464",".914","2.24","6","3693","","","","92","12.20","0","3","3""2"
"13","Mike Dunham","25","NJD","15","","5","5","3","29","332","303",".913","2.25","1","773","","","","93","2.13","0","1","1""0"
"14","Bob Essensa","33","EDM","16","","6","6","1","35","404","369",".913","2.55","0","825","","","","92","2.88","0","0","0""0"
"15","Manny Fernandez","23","DAL","2","","1","0","0","2","35","33",".943","1.74","0","69","","","","","","0","0","0""0"
"16","Eric Fichaud","22","NYI","17","","3","8","3","40","422","382",".905","2.97","0","807","","","","101","-0.43","0","0","0""0"
"17","Stephane Fiset","27","LAK","60","","26","25","8","158","1728","1570",".909","2.71","2","3497","","","","98","4.02","0","1","1""8"
"18","Mark Fitzpatrick","29","TOT","46","","9","31","3","134","1240","1106",".892","3.12","2","2578","","","","115","-17.74","0","1","1""16"
"19","Wade Flaherty","30","NYI","16","","4","4","3","23","309","286",".926","1.99","3","694","","","","","","0","1","1""0"
"20","Mike Fountain","26","CAR","3","","0","3","0","10","68","58",".853","3.68","0","163","","","","","","0","0","0""2"
"21","Grant Fuhr","35","STL","58","","29","21","6","138","1354","1216",".898","2.53","3","3274","","","","109","-11.05","0","2","2""6"
"22","Jeff Hackett","29","CHI","58","","21","25","11","126","1520","1394",".917","2.20","8","3441","","","","88","16.52","0","0","0""8"
"23","Dominik Hasek","33","BUF","72","","33","23","13","147","2149","2002",".932","2.09","13","4220","","","","73","54.49","0","2","2""12"
"24","Glenn Healy","35","TOR","21","","4","10","2","53","453","400",".883","2.98","0","1068","","","","125","-10.53","0","0","0""0"
"25","Guy Hebert","31","MDA","46","","13","24","6","130","1339","1209",".903","2.93","3","2660","","","","104","-4.45","0","1","1""4"
"26","Ron Hextall","33","PHI","46","","21","17","7","97","1089","992",".911","2.17","4","2688","","","","95","5.11","0","0","0""10"
"27","Corey Hirsch","25","VAN","1","","0","0","0","5","34","29",".853","6.00","0","50","","","","","","0","0","0""0"
"28","Kevin Hodson","25","DET","21","","9","3","3","44","444","400",".901","2.67","2","988","","","","106","-2.37","0","0","0""2"
"29","Kelly Hrudey","37","SJS","28","","4","16","2","62","600","538",".897","2.74","1","1360","","","","110","-5.74","0","0","0""2"
"30","Arturs Irbe","30","VAN","41","","14","11","6","91","982","891",".907","2.73","2","1999","","","","99","1.07","0","0","0""2"
"31","Pat Jablonski","30","CAR","5","","1","4","0","14","115","101",".878","3.01","0","279","","","","","","0","0","0""0"
"32","Curtis Joseph","30","EDM","71","","29","31","9","181","1901","1720",".905","2.63","8","4132","","","","102","-2.76","0","2","2""4"
