rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","David Aebischer","25","COL","62","","32","19","9","129","1703","1574",".924","2.09","4","3703","","","","85","22.66","0","1","1","4"
"2","Craig Anderson","22","CHI","21","","6","14","0","57","602","545",".905","2.84","1","1205","","","","106","-3.39","0","0","0","4"
"3","Jean-Sebastien Aubin","26","PIT","22","","7","9","0","53","574","521",".908","2.98","1","1067","","","","104","-1.88","0","0","0","2"
"4","Alex Auld","23","VAN","6","","2","2","2","12","168","156",".929","2.06","0","349","","","","","","0","0","0","0"
"5","Ed Belfour","38","TOR","59","","34","19","6","122","1483","1361",".918","2.13","10","3444","","","","92","10.07","0","2","2","16"
"6","Zac Bierk","27","PHX","4","","0","1","2","12","108","96",".889","3.79","0","190","","","","","","0","0","0","2"
"7","Martin Biron","26","BUF","52","","26","18","5","125","1442","1317",".913","2.52","2","2972","","","","97","3.42","0","2","2","10"
"8","Brian Boucher","27","PHX","40","","10","19","10","108","1150","1042",".906","2.74","5","2364","","","","105","-5.58","0","0","0","2"
"9","Fred Brathwaite","31","CBJ","21","","4","11","1","59","574","515",".897","3.37","0","1050","","","","115","-7.88","0","0","0","2"
"10","Martin Brochu","30","PIT","1","","0","0","0","1","19","18",".947","1.82","0","33","","","","","","0","0","0","0"
"11","Martin Brodeur","31","NJD","75","","38","26","11","154","1845","1691",".917","2.03","11","4555","","","","94","10.31","0","0","0","4"
"12","Ilya Bryzgalov","23","MDA","1","","1","0","0","2","28","26",".929","2.00","0","60","","","","","","0","0","0","0"
"13","Sean Burke","37","TOT","47","","16","20","7","119","1302","1183",".909","2.73","2","2620","","","","103","-3.05","0","2","2","8"
"14","Sebastien Caron","23","PIT","40","","9","24","5","138","1179","1041",".883","3.74","1","2213","","","","131","-33.00","0","0","0","6"
"15","Roman Cechmanek","32","LAK","49","","18","21","6","113","1198","1085",".906","2.51","5","2701","","","","106","-6.31","0","0","0","2"
"16","Sebastien Charpentier","26","WSH","7","","0","6","0","21","168","147",".875","3.41","0","369","","","","","","0","0","0","0"
"17","Andy Chiodo","20","PIT","8","","3","4","1","28","260","232",".892","3.46","0","486","","","","","","0","0","0","0"
"18","Mathieu Chouinard","23","LAK","1","","0","0","0","0","2","2","1.000","0.00","0","3","","","","","","0","0","0","0"
"19","Scott Clemmensen","26","NJD","4","","3","1","0","4","84","80",".952","1.01","2","238","","","","","","0","0","0","0"
"20","Dan Cloutier","27","VAN","60","","33","21","6","134","1554","1420",".914","2.27","5","3539","","","","97","4.39","0","1","1","22"
"21","Ty Conklin","27","EDM","38","","17","14","4","84","959","875",".912","2.42","1","2086","","","","98","1.41","0","0","0","17"
"22","Byron Dafoe","32","ATL","18","","4","11","1","51","499","448",".898","3.14","0","973","","","","115","-6.56","0","0","0","2"
"23","Marc Denis","26","CBJ","66","","21","36","7","162","1970","1808",".918","2.56","5","3796","","","","92","13.44","0","2","2","10"
"24","Rick DiPietro","22","NYI","50","","23","18","5","112","1261","1149",".911","2.36","5","2844","","","","100","0.30","0","2","2","22"
"25","Reinhard Divis","28","STL","13","","4","4","2","29","291","262",".900","2.77","0","629","","","","","","0","0","0","2"
"26","Wade Dubielewicz","25","NYI","2","","1","0","1","3","50","47",".940","1.71","0","105","","","","","","0","0","0","0"
"27","Mike Dunham","31","NYR","57","","16","30","6","159","1522","1363",".896","3.03","2","3148","","","","117","-23.46","0","0","0","0"
"28","Dan Ellis","23","DAL","1","","1","0","0","3","28","25",".893","3.00","0","60","","","","","","0","0","0","0"
"29","Ray Emery","21","OTT","3","","2","0","0","5","52","47",".904","2.38","0","126","","","","","","0","0","0","2"
"30","Robert Esche","26","PHI","40","","21","11","7","79","932","853",".915","2.04","3","2322","","","","95","4.00","0","0","0","31"
"31","Manny Fernandez","29","MIN","37","","11","14","9","90","1056","966",".915","2.49","2","2166","","","","96","4.04","0","0","0","2"
"32","Marc-Andre Fleury","19","PIT","21","","4","14","2","70","675","605",".896","3.64","1","1154","","","","116","-9.89","0","0","0","0"
"33","Mathieu Garon","26","MTL","19","","8","6","2","38","480","442",".921","2.27","0","1003","","","","89","4.75","0","0","0","2"
"34","Martin Gerber","29","MDA","32","","11","12","4","64","785","721",".918","2.26","2","1698","","","","92","5.91","0","0","0","4"
"35","Jean-Sebastien Giguere","26","MDA","55","","17","31","6","140","1623","1483",".914","2.62","3","3210","","","","97","4.54","0","2","2","4"
"36","John Grahame","28","TBL","29","","18","9","1","58","664","606",".913","2.06","1","1688","","","","98","1.13","0","0","0","4"
"37","Jeff Hackett","35","PHI","27","","10","10","6","65","684","619",".905","2.39","3","1630","","","","107","-4.08","0","0","0","0"
"38","Dominik Hasek","39","DET","14","","8","3","2","30","324","294",".907","2.20","2","817","","","","","","0","2","2","2"
"39","Johan Hedberg","30","VAN","21","","8","6","2","46","459","413",".900","2.51","3","1098","","","","113","-5.12","0","0","0","10"
"40","Milan Hnilicka","30","LAK","2","","0","1","0","5","42","37",".881","3.75","0","80","","","","","","0","0","0","0"
"41","Cristobal Huet","28","LAK","41","","10","16","10","89","961","872",".907","2.43","3","2199","","","","104","-3.42","0","0","0","4"
"42","Arturs Irbe","36","CAR","10","","5","2","1","23","228","205",".899","2.45","0","564","","","","","","0","0","0","2"
"43","Brent Johnson","26","TOT","18","","5","9","2","41","446","405",".908","2.51","1","979","","","","103","-1.28","0","0","0","0"
"44","Curtis Joseph","36","DET","31","","16","10","3","68","744","676",".909","2.39","2","1708","","","","103","-1.74","0","0","0","2"
"45","Nikolai Khabibulin","31","TBL","55","","28","19","7","127","1414","1287",".910","2.33","3","3274","","","","101","-1.07","0","2","2","12"
"46","Trevor Kidd","31","TOR","15","","6","5","2","48","388","340",".876","3.26","1","883","","","","139","-13.45","0","2","2","2"
"47","Miikka Kiprusoff","27","CGY","38","","24","10","4","65","966","901",".933","1.69","4","2301","","","","76","21.03","0","1","1","15"
"48","Olaf Kolzig","33","WSH","63","","19","35","9","180","1958","1778",".908","2.89","2","3738","","","","103","-5.63","0","1","1","6"
"49","Jason LaBarbera","24","NYR","4","","1","2","0","16","91","75",".824","4.85","0","198","","","","","","0","1","1","2"
"50","Patrick Lalime","29","OTT","57","","25","23","7","127","1334","1207",".905","2.29","5","3324","","","","107","-8.20","0","2","2","17"
"51","Marc Lamothe","29","DET","2","","1","0","1","3","58","55",".948","1.44","0","125","","","","","","0","0","0","0"
"52","Pascal Leclaire","21","CBJ","2","","0","2","0","7","69","62",".899","3.53","0","119","","","","","","0","0","0","0"
"53","Manny Legace","30","DET","41","","23","10","5","82","1019","937",".920","2.12","3","2325","","","","90","8.75","0","0","0","0"
"54","Kari Lehtonen","20","ATL","4","","4","0","0","5","106","101",".953","1.25","1","240","","","","","","0","0","0","0"
"55","Michael Leighton","22","CHI","34","","6","18","8","99","987","888",".900","2.99","2","1988","","","","113","-11.10","0","2","2","2"
"56","Neil Little","32","PHI","1","","0","1","0","2","8","6",".750","3.64","0","33","","","","","","0","0","0","0"
"57","Roberto Luongo","24","FLA","72","","25","33","14","172","2475","2303",".931","2.43","7","4252","","","","78","48.42","0","3","3","2"
"58","Jussi Markkanen","28","TOT","33","","10","14","3","65","793","728",".918","2.38","2","1638","","","","92","5.62","0","0","0","2"
"59","Chris Mason","27","NSH","17","","4","4","1","27","365","338",".926","2.18","1","744","","","","83","5.51","0","0","0","4"
"60","Jamie McLennan","32","TOT","30","","13","12","3","65","684","619",".905","2.31","4","1690","","","","107","-4.08","0","1","1","4"
"61","Ryan Miller","23","BUF","3","","0","3","0","15","73","58",".795","5.06","0","178","","","","","","0","0","0","0"
