rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Ramzi Abid","23","PIT","LW","16","3","2","5","-5","27","1","2","0","1","0","2","0","35","8.6","207","12:56"
"2","Craig Adams","26","CAR","LW","80","7","10","17","-5","69","6","0","1","0","10","0","0","110","6.4","1095","13:41"
"3","Kevyn Adams","29","CAR","C","73","10","12","22","6","43","5","0","5","1","12","0","0","141","7.1","970","13:17"
"4","Dmitry Afanasenkov","23","TBL","RW","71","6","10","16","-4","12","6","0","0","1","8","2","0","98","6.1","877","12:21"
"5","Maxim Afinogenov","24","BUF","RW","73","17","14","31","-4","57","14","3","0","4","11","3","0","148","11.5","1004","13:46"
"6","Johnathan Aitken","25","CHI","D","41","0","1","1","-9","70","0","0","0","0","1","0","0","37","0.0","707","17:15"
"7","Tommy Albelin","39","NJD","D","45","1","3","4","7","4","1","0","0","0","2","1","0","27","3.7","666","14:48"
"8","Daniel Alfredsson","31","OTT","RW","77","32","48","80","12","24","23","9","0","5","18","29","1","230","13.9","1494","19:24"
"9","Bryan Allen","23","VAN","D","74","2","5","7","-10","94","2","0","0","0","5","0","0","70","2.9","1247","16:51"
"10","Jamie Allison","28","NSH","D","47","0","3","3","-7","76","0","0","0","0","3","0","0","19","0.0","615","13:04"
"11","Tony Amonte","33","PHI","RW","80","20","33","53","13","38","16","4","0","3","19","14","0","173","11.6","1219","15:14"
"12","Dave Andreychuk","40","TBL","RW","82","21","18","39","-9","42","11","10","0","5","12","6","0","165","12.7","1403","17:06"
"13","Mel Angelstad","31","WSH","LW","2","0","0","0","0","2","0","0","0","0","0","0","0","1","0.0","26","12:00"
"14","Nik Antropov","23","TOR","C","62","13","18","31","7","62","11","1","1","2","16","2","0","89","14.6","948","15:18"
"15","Denis Arkhipov","24","NSH","C","72","9","12","21","-2","22","6","3","0","3","9","3","0","91","9.9","1006","13:58"
"16","Chris Armstrong","28","MDA","D","4","0","1","1","-1","0","0","0","0","0","1","0","0","8","0.0","50","12:32"
"17","Derek Armstrong","30","LAK","C","57","14","21","35","4","33","9","5","0","1","16","5","0","101","13.9","969","17:00"
"18","Tyler Arnason","24","CHI","C","82","22","33","55","-13","16","16","6","0","2","19","14","0","222","9.9","1358","16:34"
"19","Jason Arnott","29","DAL","C","73","21","36","57","23","66","16","5","0","5","27","9","0","143","14.7","1241","16:00"
"20","Magnus Arvedson","32","VAN","C","41","8","7","15","7","12","6","2","0","4","7","0","0","54","14.8","594","14:30"
"21","Arron Asham","25","NYI","LW","79","12","12","24","-12","92","11","1","0","0","10","2","0","108","11.1","1044","13:13"
"22","Serge Aubin","28","ATL","LW","66","10","15","25","0","73","9","1","0","2","13","1","1","97","10.3","1056","15:00"
"23","Adrian Aucoin","30","NYI","D","81","13","31","44","29","54","9","4","0","2","18","13","0","213","6.1","2157","26:38"
"24","Donald Audette","34","TOT","RW","51","9","12","21","-13","38","4","5","0","0","7","5","0","107","8.4","759","14:53"
"25","Sean Avery","23","LAK","LW","76","9","19","28","2","261","9","0","0","2","19","0","0","125","7.2","889","11:41"
"26","P.J. Axelsson","28","BOS","LW","68","6","14","20","2","42","6","0","0","1","13","0","1","107","5.6","1109","16:19"
"27","Anton Babchuk","19","CHI","D","5","0","2","2","-1","2","0","0","0","0","1","1","0","11","0.0","64","12:43"
"28","Christian Backman","23","STL","D","66","5","13","18","3","16","4","1","0","0","9","4","0","92","5.4","1276","19:20"
"29","Jozef Balej","21","TOT","RW","17","1","4","5","-1","4","1","0","0","0","3","1","0","29","3.4","221","12:59"
"30","Michal Barinka","19","CHI","D","9","0","1","1","-5","6","0","0","0","0","1","0","0","15","0.0","124","13:48"
"31","Matthew Barnaby","30","TOT","RW","82","16","25","41","18","157","15","1","0","3","24","1","0","104","15.4","1016","12:23"
"32","Ryan Barnes","24","DET","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","5","2:22"
"33","Stu Barnes","33","DAL","C","77","11","18","29","7","18","10","0","1","4","15","3","0","135","8.1","1392","18:05"
"34","Scott Barney","24","LAK","C","19","5","6","11","3","4","3","2","0","0","5","1","0","31","16.1","213","11:12"
"35","Murray Baron","36","STL","D","80","1","5","6","-6","61","1","0","0","0","5","0","0","57","1.8","1538","19:14"
"36","Milan Bartovic","22","BUF","RW","23","1","8","9","1","18","1","0","0","0","8","0","0","30","3.3","296","12:53"
"37","Shawn Bates","28","NYI","C","69","9","23","32","-8","46","8","0","1","1","19","4","0","115","7.8","1272","18:26"
"38","Bates Battaglia","28","TOT","LW","70","4","7","11","-24","42","4","0","0","1","6","1","0","70","5.7","943","13:29"
"39","Nolan Baumgartner","27","TOT","D","14","0","3","3","-4","4","0","0","0","0","2","1","0","15","0.0","203","14:32"
"40","Ryan Bayda","23","CAR","LW","44","3","3","6","-14","22","3","0","0","1","3","0","0","65","4.6","482","10:57"
"41","Eric Beaudoin","23","FLA","LW","30","2","4","6","-6","12","2","0","0","0","4","0","0","30","6.7","309","10:19"
"42","Jaroslav Bednar","27","FLA","RW","13","1","1","2","2","4","1","0","0","0","1","0","0","19","5.3","169","13:02"
"43","Kris Beech","22","PIT","C","4","0","1","1","0","6","0","0","0","0","0","1","0","6","0.0","50","12:32"
"44","Steve Begin","25","MTL","C","52","10","5","15","6","41","9","0","1","1","5","0","0","91","11.0","652","12:32"
"45","Derek Bekar","28","NYI","LW","4","0","0","0","0","2","0","0","0","0","0","0","0","3","0.0","22","5:35"
"46","Wade Belak","27","TOR","D","34","1","1","2","0","109","1","0","0","0","1","0","0","15","6.7","238","7:00"
"47","Eric Belanger","26","LAK","C","81","13","20","33","-16","44","12","0","1","2","16","3","1","132","9.8","1378","17:01"
"48","Mark Bell","23","CHI","LW","82","21","24","45","-14","106","19","2","0","1","15","9","0","202","10.4","1445","17:37"
"49","Bryan Berard","26","CHI","D","58","13","34","47","-24","53","7","6","0","0","15","19","0","203","6.4","1263","21:46"
"50","Drake Berehowsky","32","TOT","D","56","6","18","24","-11","67","3","3","0","0","6","12","0","70","8.6","1144","20:25"
"51","Aki Berg","26","TOR","D","79","2","7","9","-1","40","2","0","0","0","6","1","0","69","2.9","1446","18:18"
"52","Sean Bergenheim","19","NYI","LW","18","1","1","2","-4","4","0","0","1","0","1","0","0","12","8.3","161","8:55"
"53","Marc-Andre Bergeron","23","EDM","D","54","9","17","26","13","26","6","3","0","0","10","7","0","105","8.6","953","17:39"
"54","Patrice Bergeron","18","BOS","C","71","16","23","39","5","22","9","7","0","2","15","8","0","133","12.0","1161","16:21"
"55","Marc Bergevin","38","TOT","D","61","1","10","11","-6","29","1","0","0","0","10","0","0","30","3.3","978","16:02"
"56","Christian Berglund","23","TOT","RW","33","5","4","9","-6","14","5","0","0","0","4","0","0","50","10.0","382","11:34"
"57","Rick Berry","25","WSH","D","65","0","6","6","-5","108","0","0","0","0","6","0","0","43","0.0","792","12:11"
"58","Todd Bertuzzi","28","VAN","RW","69","17","43","60","21","122","9","8","0","2","35","8","0","156","10.9","1450","21:00"
"59","Blair Betts","23","CGY","C","20","1","2","3","-1","10","0","1","0","1","2","0","0","21","4.8","255","12:46"
"60","Goran Bezina","23","PHX","D","3","0","0","0","-1","2","0","0","0","0","0","0","0","0","","16","5:17"
"61","Jiri Bicek","25","NJD","RW","12","0","1","1","0","0","0","0","0","0","1","0","0","10","0.0","119","9:55"
"62","Mathieu Biron","23","FLA","D","57","3","10","13","-13","51","3","0","0","1","10","0","0","75","4.0","1038","18:13"
"63","Mike Bishai","24","EDM","C","14","0","2","2","0","19","0","0","0","0","2","0","0","14","0.0","128","9:09"
"64","Jason Blake","30","NYI","LW","75","22","25","47","11","56","17","1","4","3","18","4","3","243","9.1","1411","18:49"
"65","Rob Blake","34","COL","D","74","13","33","46","6","61","5","8","0","3","14","18","1","242","5.4","1805","24:23"
"66","Zdenek Blatny","23","ATL","LW","16","3","0","3","0","6","3","0","0","0","0","0","0","17","17.6","167","10:27"
"67","Eric Boguniecki","28","STL","RW","27","6","4","10","-1","20","4","2","0","2","3","1","0","40","15.0","397","14:42"
"68","Patrick Boileau","28","PIT","D","16","3","4","7","-16","8","0","3","0","0","2","2","0","41","7.3","318","19:52"
"69","Brad Bombardir","31","TOT","D","69","1","2","3","-9","25","1","0","0","1","2","0","0","47","2.1","1380","20:00"
"70","Peter Bondra","35","TOT","RW","77","26","23","49","-16","38","12","14","0","5","12","11","0","188","13.8","1433","18:37"
"71","Radek Bonk","28","OTT","C","66","12","32","44","2","66","6","6","0","1","11","21","0","98","12.2","1164","17:38"
"72","Dennis Bonvie","30","COL","RW","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","7","7:01"
"73","Darryl Bootland","22","DET","RW","22","1","1","2","-3","74","1","0","0","1","1","0","0","13","7.7","134","6:07"
"74","Jason Botterill","27","BUF","LW","19","2","1","3","0","14","1","1","0","0","0","1","0","20","10.0","217","11:24"
"75","Joel Bouchard","30","NYR","D","28","1","7","8","2","10","1","0","0","0","6","1","0","34","2.9","468","16:42"
"76","Pierre-Marc Bouchard","19","MIN","LW","61","4","18","22","-7","22","2","2","0","0","11","7","0","60","6.7","854","14:00"
"77","Philippe Boucher","30","DAL","D","70","8","16","24","15","64","6","2","0","2","13","3","0","134","6.0","1568","22:24"
"78","Tyler Bouck","24","VAN","C","18","1","2","3","-4","23","0","0","1","0","2","0","0","12","8.3","167","9:18"
"79","Bob Boughner","32","TOT","D","54","0","5","5","-10","88","0","0","0","0","4","0","1","34","0.0","784","14:31"
"80","Francis Bouillon","28","MTL","D","73","2","16","18","1","70","2","0","0","0","11","5","0","86","2.3","1435","19:39"
"81","Jesse Boulerice","25","CAR","RW","76","6","1","7","-5","127","6","0","0","0","1","0","0","46","13.0","497","6:32"
"82","Eric Boulton","27","BUF","LW","44","1","2","3","-2","110","1","0","0","0","2","0","0","20","5.0","214","4:52"
"83","Josef Boumedienne","26","WSH","RW","37","2","12","14","-10","30","0","2","0","0","3","9","0","44","4.5","852","23:02"
"84","Jay Bouwmeester","20","FLA","D","61","2","18","20","-15","30","2","0","0","0","8","9","1","85","2.4","1405","23:02"
"85","Brad Boyes","21","SJS","C","1","0","0","0","-2","2","0","0","0","0","0","0","0","0","","13","13:03"
"86","Dan Boyle","27","TBL","D","78","9","30","39","23","60","6","3","0","2","18","12","0","137","6.6","1776","22:46"
"87","Nick Boynton","25","BOS","D","81","6","24","30","17","98","4","1","1","1","15","9","0","178","3.4","1826","22:32"
