rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Reg Abbott","22","MTL","C","3","0","0","0","","0","","","","","","","","","","",""
"2","Sid Abel","34","CBH","C","39","5","4","9","","6","","","","","","","","","","",""
"3","Bob Armstrong","21","BOS","D","55","0","8","8","","45","","","","","","","","","","",""
"4","George Armstrong","22","TOR","RW","52","14","11","25","","54","","","","","","","","","","",""
"5","Pete Babando","27","TOT","LW","58","9","9","18","","18","","","","","","","","","","",""
"6","Andy Bathgate","20","NYR","RW","18","0","1","1","","6","","","","","","","","","","",""
"7","Frank Bathgate","22","NYR","C","2","0","0","0","","2","","","","","","","","","","",""
"8","Jean Beliveau","21","MTL","C","3","5","0","5","","0","","","","","","","","","","",""
"9","Max Bentley","32","TOR","C","36","12","11","23","","16","","","","","","","","","","",""
"10","Gus Bodnar","29","CBH","C","66","16","13","29","","26","","","","","","","","","","",""
"11","Leo Boivin","20","TOR","D","70","2","13","15","","97","","","","","","","","","","",""
"12","Hugh Bolton","23","TOR","D","9","0","0","0","","10","","","","","","","","","","",""
"13","Marcel Bonin","20","DET","LW","37","4","9","13","","14","","","","","","","","","","",""
"14","Butch Bouchard","33","MTL","D","58","2","8","10","","55","","","","","","","","","","",""
"15","Hy Buller","26","NYR","D","70","7","18","25","","73","","","","","","","","","","",""
"16","Kelly Burnett","26","NYR","C","3","1","0","1","","0","","","","","","","","","","",""
"17","Real Chevrefils","20","BOS","LW","69","19","14","33","","44","","","","","","","","","","",""
"18","Jim Conacher","31","NYR","C","17","1","4","5","","2","","","","","","","","","","",""
"19","Pete Conacher","20","CBH","LW","41","5","6","11","","7","","","","","","","","","","",""
"20","Norm Corcoran","21","BOS","C","1","0","0","0","","0","","","","","","","","","","",""
"21","Gerry Couture","27","CBH","RW","70","19","18","37","","22","","","","","","","","","","",""
"22","Dave Creighton","22","BOS","C","45","8","8","16","","14","","","","","","","","","","",""
"23","Floyd Curry","27","MTL","RW","68","16","6","22","","10","","","","","","","","","","",""
"24","Alex Delvecchio","20","DET","C","70","16","43","59","","28","","","","","","","","","","",""
"25","Gerard Desaulniers","24","MTL","C","2","0","1","1","","2","","","","","","","","","","",""
"26","Al Dewsbury","26","CBH","D","69","5","16","21","","97","","","","","","","","","","",""
"27","Herb Dickenson","21","NYR","LW","11","4","4","8","","2","","","","","","","","","","",""
"28","Woody Dumart","36","BOS","LW","62","5","9","14","","2","","","","","","","","","","",""
"29","Sid Finney","23","CBH","RW","18","4","2","6","","4","","","","","","","","","","",""
"30","Dunc Fisher","25","BOS","RW","7","0","1","1","","0","","","","","","","","","","",""
"31","Fern Flaman","26","TOR","D","66","2","6","8","","110","","","","","","","","","","",""
"32","Lee Fogolin","26","CBH","D","70","2","8","10","","79","","","","","","","","","","",""
"33","Bill Folk","25","DET","D","8","0","0","0","","2","","","","","","","","","","",""
"34","Bill Gadsby","25","CBH","D","68","2","20","22","","84","","","","","","","","","","",""
"35","Dick Gamble","24","MTL","LW","69","11","13","24","","26","","","","","","","","","","",""
"36","Cal Gardner","28","CBH","C","70","11","24","35","","60","","","","","","","","","","",""
"37","George Gee","30","CBH","LW","67","18","21","39","","99","","","","","","","","","","",""
"38","Bernie Geoffrion","21","MTL","RW","65","22","17","39","","37","","","","","","","","","","",""
"39","Fred Glover","25","CBH","C","31","4","2","6","","37","","","","","","","","","","",""
"40","Warren Godfrey","21","BOS","D","60","1","13","14","","40","","","","","","","","","","",""
"41","Bob Goldham","30","DET","D","70","1","13","14","","32","","","","","","","","","","",""
"42","Aldo Guidolin","20","NYR","RW","30","4","4","8","","24","","","","","","","","","","",""
"43","Gord Hannigan","24","TOR","C","65","17","18","35","","51","","","","","","","","","","",""
"44","Doug Harvey","28","MTL","D","69","4","30","34","","67","","","","","","","","","","",""
"45","Bob Hassard","23","TOR","C","70","8","23","31","","14","","","","","","","","","","",""
"46","Gord Haworth","20","NYR","C","2","0","1","1","","0","","","","","","","","","","",""
"47","Jim Hay","21","DET","D","42","1","4","5","","2","","","","","","","","","","",""
"48","Wally Hergesheimer","26","NYR","RW","70","30","29","59","","10","","","","","","","","","","",""
"49","Tim Horton","23","TOR","D","70","2","14","16","","85","","","","","","","","","","",""
"50","Gordie Howe","24","DET","RW","70","49","46","95","","57","","","","","","","","","","",""
"51","Harry Howell","20","NYR","D","67","3","8","11","","46","","","","","","","","","","",""
"52","Fred Hucul","21","CBH","D","57","5","7","12","","25","","","","","","","","","","",""
"53","Ivan Irwin","25","MTL","D","4","0","1","1","","0","","","","","","","","","","",""
"54","Lou Jankowski","21","DET","RW","22","1","2","3","","0","","","","","","","","","","",""
"55","Tom Johnson","24","MTL","D","70","3","8","11","","63","","","","","","","","","","",""
"56","Red Kelly","25","DET","D","70","19","27","46","","8","","","","","","","","","","",""
"57","Ted Kennedy","27","TOR","C","43","14","23","37","","42","","","","","","","","","","",""
"58","Joe Klukay","30","BOS","RW","70","13","16","29","","20","","","","","","","","","","",""
"59","Stephen Kraftcheck","23","NYR","D","69","2","9","11","","45","","","","","","","","","","",""
"60","Ed Kryzanowski","27","CBH","D","5","0","0","0","","0","","","","","","","","","","",""
"61","Aggie Kukulowicz","19","NYR","C","3","1","0","1","","0","","","","","","","","","","",""
"62","Eddie Kullman","29","NYR","RW","70","8","10","18","","61","","","","","","","","","","",""
"63","Mike Labadie","20","NYR","RW","3","0","0","0","","0","","","","","","","","","","",""
"64","Leo Labine","21","BOS","RW","51","8","15","23","","69","","","","","","","","","","",""
"65","Elmer Lach","35","MTL","C","53","16","25","41","","56","","","","","","","","","","",""
"66","Edgar Laprade","33","NYR","C","11","2","1","3","","2","","","","","","","","","","",""
"67","Hal Laycoe","30","BOS","D","54","2","10","12","","36","","","","","","","","","","",""
"68","Tony Leswick","29","DET","RW","70","15","12","27","","87","","","","","","","","","","",""
"69","Danny Lewicki","21","TOR","LW","4","1","3","4","","2","","","","","","","","","","",""
"70","Ted Lindsay","27","DET","LW","70","32","39","71","","111","","","","","","","","","","",""
"71","Ed Litzenberger","20","MTL","C","2","1","0","1","","2","","","","","","","","","","",""
"72","Pentti Lund","27","BOS","RW","54","8","9","17","","2","","","","","","","","","","",""
"73","Vic Lynn","28","CBH","LW","29","0","10","10","","23","","","","","","","","","","",""
"74","Parker MacDonald","19","TOR","LW","1","0","0","0","","0","","","","","","","","","","",""
"75","Ian MacIntosh","25","NYR","RW","4","0","0","0","","4","","","","","","","","","","",""
"76","Fleming MacKell","23","BOS","C","65","27","17","44","","63","","","","","","","","","","",""
"77","Bud MacPherson","25","MTL","D","59","2","3","5","","67","","","","","","","","","","",""
"78","Phil Maloney","25","TOR","C","29","2","6","8","","2","","","","","","","","","","",""
"79","Willie Marshall","21","TOR","C","2","0","0","0","","0","","","","","","","","","","",""
"80","Frank Martin","19","BOS","D","14","0","2","2","","6","","","","","","","","","","",""
"81","Paul Masnick","21","MTL","C","53","5","7","12","","44","","","","","","","","","","",""
"82","Wally Maxwell","19","TOR","C","2","0","0","0","","0","","","","","","","","","","",""
"83","Jim McBurney","19","CBH","LW","1","0","1","1","","0","","","","","","","","","","",""
"84","John McCormack","27","MTL","C","59","1","9","10","","9","","","","","","","","","","",""
"85","Jim McFadden","32","CBH","C","70","23","21","44","","29","","","","","","","","","","",""
"86","Jack McIntyre","22","BOS","LW","70","7","15","22","","31","","","","","","","","","","",""
"87","Jackie McLeod","22","NYR","RW","3","0","0","0","","2","","","","","","","","","","",""
"88","Howie Meeker","28","TOR","RW","25","1","7","8","","26","","","","","","","","","","",""
"89","Paul Meger","23","MTL","LW","69","9","17","26","","38","","","","","","","","","","",""
"90","Nick Mickoski","25","NYR","LW","70","19","16","35","","39","","","","","","","","","","",""
"91","Rudy Migay","24","TOR","C","40","5","4","9","","22","","","","","","","","","","",""
"92","Dickie Moore","22","MTL","LW","18","2","6","8","","19","","","","","","","","","","",""
"93","Jim Morrison","21","TOR","D","56","1","8","9","","36","","","","","","","","","","",""
"94","Gus Mortson","28","CBH","D","68","5","18","23","","88","","","","","","","","","","",""
"95","Ken Mosdell","30","MTL","C","63","5","14","19","","27","","","","","","","","","","",""
"96","Bill Mosienko","31","CBH","RW","65","17","20","37","","8","","","","","","","","","","",""
"97","Ron Murphy","19","NYR","LW","15","3","1","4","","0","","","","","","","","","","",""
"98","Eric Nesterenko","19","TOR","RW","35","10","6","16","","27","","","","","","","","","","",""
