date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1952-10-09","New York Rangers","NYR","3","Detroit Red Wings","DET","5",
"1952-10-09","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","2",
"1952-10-11","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","2",
"1952-10-11","Chicago Black Hawks","CBH","6","Toronto Maple Leafs","TOR","2",
"1952-10-12","Montreal Canadiens","MTL","1","Boston Bruins","BOS","1",
"1952-10-12","New York Rangers","NYR","0","Chicago Black Hawks","CBH","2",
"1952-10-12","Toronto Maple Leafs","TOR","4","Detroit Red Wings","DET","4",
"1952-10-14","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","1",
"1952-10-16","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","2",
"1952-10-16","Chicago Black Hawks","CBH","0","Detroit Red Wings","DET","7",
"1952-10-16","New York Rangers","NYR","1","Montreal Canadiens","MTL","3",
"1952-10-18","Boston Bruins","BOS","1","Montreal Canadiens","MTL","2",
"1952-10-18","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","4",
"1952-10-19","New York Rangers","NYR","2","Boston Bruins","BOS","2",
"1952-10-19","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","2",
"1952-10-19","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","6",
"1952-10-22","Boston Bruins","BOS","3","New York Rangers","NYR","3",
"1952-10-22","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","5",
"1952-10-23","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","2",
"1952-10-25","Detroit Red Wings","DET","0","Montreal Canadiens","MTL","9",
"1952-10-25","Boston Bruins","BOS","4","Toronto Maple Leafs","TOR","0",
"1952-10-26","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","1",
"1952-10-26","Detroit Red Wings","DET","2","New York Rangers","NYR","3",
"1952-10-29","Chicago Black Hawks","CBH","3","New York Rangers","NYR","1",
"1952-10-29","Montreal Canadiens","MTL","5","Toronto Maple Leafs","TOR","7",
"1952-10-30","New York Rangers","NYR","3","Chicago Black Hawks","CBH","8",
"1952-10-30","Boston Bruins","BOS","1","Detroit Red Wings","DET","4",
"1952-11-01","New York Rangers","NYR","1","Montreal Canadiens","MTL","4",
"1952-11-01","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","3",
"1952-11-02","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","4",
"1952-11-02","Toronto Maple Leafs","TOR","4","Detroit Red Wings","DET","2",
"1952-11-02","Montreal Canadiens","MTL","2","New York Rangers","NYR","2",
"1952-11-05","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","4",
"1952-11-06","Detroit Red Wings","DET","0","Boston Bruins","BOS","2",
"1952-11-06","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","3",
"1952-11-08","Chicago Black Hawks","CBH","4","Montreal Canadiens","MTL","6",
"1952-11-08","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","3",
"1952-11-09","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","4",
"1952-11-09","New York Rangers","NYR","1","Detroit Red Wings","DET","3",
"1952-11-11","Toronto Maple Leafs","TOR","0","Boston Bruins","BOS","4",
"1952-11-12","Chicago Black Hawks","CBH","2","New York Rangers","NYR","5",
"1952-11-13","New York Rangers","NYR","2","Chicago Black Hawks","CBH","6",
"1952-11-13","Boston Bruins","BOS","0","Detroit Red Wings","DET","3",
"1952-11-13","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","1",
"1952-11-15","Boston Bruins","BOS","0","Montreal Canadiens","MTL","2",
"1952-11-15","Chicago Black Hawks","CBH","3","Toronto Maple Leafs","TOR","1",
"1952-11-16","Detroit Red Wings","DET","5","Boston Bruins","BOS","2",
"1952-11-16","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","4",
"1952-11-16","Toronto Maple Leafs","TOR","6","New York Rangers","NYR","3",
"1952-11-19","Detroit Red Wings","DET","2","New York Rangers","NYR","2",
"1952-11-19","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","1",
"1952-11-20","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","3",
"1952-11-22","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","10",
"1952-11-22","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","2",
"1952-11-23","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","6",
"1952-11-23","Detroit Red Wings","DET","0","Chicago Black Hawks","CBH","3",
"1952-11-23","Montreal Canadiens","MTL","2","New York Rangers","NYR","2",
"1952-11-26","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","4",
"1952-11-27","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"1952-11-27","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","3",
"1952-11-27","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","2",
"1952-11-29","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","1",
"1952-11-29","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","1",
