rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Justin Abdelkader","25","DET","LW","48","10","3","13","6","34","10","0","0","0","3","0","0","96","10.4","711","14:49"
"2","Luke Adam","22","BUF","LW","4","1","0","1","1","2","1","0","0","0","0","0","0","2","50.0","39","9:48"
"3","Craig Adams","35","PIT","RW","48","3","6","9","-1","28","2","0","1","0","6","0","0","46","6.5","536","11:10"
"4","Jason Akeson","22","PHI","C","1","1","0","1","2","0","1","0","0","0","0","0","0","2","50.0","12","12:23"
"5","Andrew Alberts","31","VAN","D","24","0","1","1","-7","32","0","0","0","0","1","0","0","15","0.0","364","15:11"
"6","Daniel Alfredsson","40","OTT","RW","47","10","16","26","1","33","7","3","0","2","7","8","1","101","9.9","909","19:21"
"7","Akim Aliu","23","CGY","RW","5","0","0","0","-2","14","0","0","0","0","0","0","0","2","0.0","54","10:52"
"8","Bryan Allen","32","ANA","D","41","0","6","6","1","34","0","0","0","0","6","0","0","25","0.0","768","18:44"
"9","Karl Alzner","24","WSH","D","48","1","4","5","-6","14","1","0","0","0","4","0","0","39","2.6","1006","20:57"
"10","Matt Anderson","30","NJD","RW","2","0","1","1","1","0","0","0","0","0","1","0","0","0","","12","5:47"
"11","Joakim Andersson","23","DET","C","38","3","5","8","2","8","3","0","0","0","4","1","0","43","7.0","459","12:05"
"12","Mike Angelidis","27","TBL","C","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","7","7:22"
"13","Artem Anisimov","24","CBJ","C","35","11","7","18","-6","12","10","1","0","3","7","0","0","68","16.2","574","16:25"
"14","Nik Antropov","32","WPG","C","40","6","12","18","6","16","4","2","0","0","11","1","0","56","10.7","638","15:57"
"15","Mark Arcobello","24","EDM","LW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","18","18:15"
"16","Colby Armstrong","30","MTL","RW","37","2","3","5","1","12","2","0","0","0","3","0","0","33","6.1","414","11:12"
"17","Arron Asham","34","NYR","RW","27","2","0","2","2","50","2","0","0","0","0","0","0","14","14.3","179","6:38"
"18","Cam Atkinson","23","CBJ","RW","35","9","9","18","9","4","8","1","0","1","8","1","0","91","9.9","546","15:35"
"19","Adrian Aucoin","39","CBJ","D","36","0","4","4","-8","16","0","0","0","0","4","0","0","26","0.0","588","16:20"
"20","Keith Aucoin","34","NYI","C","41","6","6","12","-1","4","5","1","0","1","6","0","0","50","12.0","512","12:30"
"21","Jon Audy-Marchessault","22","CBJ","C","2","0","0","0","-1","0","0","0","0","0","0","0","0","0","","22","10:57"
"22","Keith Aulie","23","TBL","D","45","2","5","7","1","60","2","0","0","0","5","0","0","37","5.4","577","12:49"
"23","Anton Babchuk","28","CGY","D","7","0","1","1","-1","0","0","0","0","0","1","0","0","5","0.0","83","11:51"
"24","David Backes","28","STL","RW","48","6","22","28","5","62","5","1","0","1","17","4","1","100","6.0","941","19:37"
"25","Mikael Backlund","23","CGY","C","32","8","8","16","-6","29","6","2","0","1","6","2","0","88","9.1","484","15:07"
"26","Nicklas Backstrom","25","WSH","C","48","8","40","48","8","20","5","3","0","1","25","15","0","82","9.8","955","19:54"
"27","Sven Baertschi","20","CGY","LW","20","3","7","10","0","6","3","0","0","0","7","0","0","28","10.7","268","13:24"
"28","Josh Bailey","23","NYI","C","38","11","8","19","7","6","11","0","0","1","6","2","0","76","14.5","622","16:23"
"29","Keith Ballard","30","VAN","D","36","0","2","2","-2","29","0","0","0","0","2","0","0","35","0.0","557","15:28"
"30","Carter Bancks","23","CGY","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","29","14:41"
"31","Daniel Bang","25","NSH","RW","8","0","2","2","-2","0","0","0","0","0","2","0","0","13","0.0","103","12:54"
"32","Mark Barberio","22","TBL","D","2","0","0","0","-2","0","0","0","0","0","0","0","0","1","0.0","31","15:30"
