date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"2013-01-19","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"2013-01-19","Phoenix Coyotes","PHX","3","Dallas Stars","DAL","4",
"2013-01-19","Carolina Hurricanes","CAR","1","Florida Panthers","FLA","5",
"2013-01-19","Chicago Blackhawks","CHI","5","Los Angeles Kings","LAK","2",
"2013-01-19","Colorado Avalanche","COL","2","Minnesota Wild","MIN","4",
"2013-01-19","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","1",
"2013-01-19","Columbus Blue Jackets","CBJ","3","Nashville Predators","NSH","2",
"2013-01-19","New Jersey Devils","NJD","2","New York Islanders","NYI","1",
"2013-01-19","Pittsburgh Penguins","PIT","3","Philadelphia Flyers","PHI","1",
"2013-01-19","Detroit Red Wings","DET","0","St. Louis Blues","STL","6",
"2013-01-19","Washington Capitals","WSH","3","Tampa Bay Lightning","TBL","6",
"2013-01-19","Anaheim Ducks","ANA","7","Vancouver Canucks","VAN","3",
"2013-01-19","Ottawa Senators","OTT","4","Winnipeg Jets","WPG","1",
"2013-01-20","Philadelphia Flyers","PHI","2","Buffalo Sabres","BUF","5",
"2013-01-20","San Jose Sharks","SJS","4","Calgary Flames","CGY","1",
"2013-01-20","Dallas Stars","DAL","0","Minnesota Wild","MIN","1",
"2013-01-20","Pittsburgh Penguins","PIT","6","New York Rangers","NYR","3",
"2013-01-20","Chicago Blackhawks","CHI","6","Phoenix Coyotes","PHX","4",
"2013-01-20","Edmonton Oilers","EDM","3","Vancouver Canucks","VAN","2",
"2013-01-21","Winnipeg Jets","WPG","1","Boston Bruins","BOS","2",
"2013-01-21","Detroit Red Wings","DET","4","Columbus Blue Jackets","CBJ","3",
"2013-01-21","Anaheim Ducks","ANA","5","Calgary Flames","CGY","4",
"2013-01-21","St. Louis Blues","STL","4","Nashville Predators","NSH","3",
"2013-01-21","Tampa Bay Lightning","TBL","3","New York Islanders","NYI","4",
"2013-01-21","Florida Panthers","FLA","0","Ottawa Senators","OTT","4",
"2013-01-21","Buffalo Sabres","BUF","2","Toronto Maple Leafs","TOR","1",
"2013-01-22","Tampa Bay Lightning","TBL","4","Carolina Hurricanes","CAR","1",
"2013-01-22","St. Louis Blues","STL","2","Chicago Blackhawks","CHI","3",
"2013-01-22","Los Angeles Kings","LAK","1","Colorado Avalanche","COL","3",
"2013-01-22","Dallas Stars","DAL","2","Detroit Red Wings","DET","1",
"2013-01-22","San Jose Sharks","SJS","6","Edmonton Oilers","EDM","3",
"2013-01-22","Nashville Predators","NSH","3","Minnesota Wild","MIN","1",
"2013-01-22","Florida Panthers","FLA","1","Montreal Canadiens","MTL","4",
"2013-01-22","Philadelphia Flyers","PHI","0","New Jersey Devils","NJD","3",
"2013-01-22","Winnipeg Jets","WPG","4","Washington Capitals","WSH","2",
"2013-01-23","Boston Bruins","BOS","3","New York Rangers","NYR","4",
"2013-01-23","Columbus Blue Jackets","CBJ","1","Phoenix Coyotes","PHX","5",
"2013-01-23","Toronto Maple Leafs","TOR","5","Pittsburgh Penguins","PIT","2",
"2013-01-23","Calgary Flames","CGY","2","Vancouver Canucks","VAN","3",
"2013-01-24","Buffalo Sabres","BUF","3","Carolina Hurricanes","CAR","6",
"2013-01-24","Columbus Blue Jackets","CBJ","0","Colorado Avalanche","COL","4",
"2013-01-24","Chicago Blackhawks","CHI","3","Dallas Stars","DAL","2",
"2013-01-24","Los Angeles Kings","LAK","1","Edmonton Oilers","EDM","2",
"2013-01-24","Ottawa Senators","OTT","3","Florida Panthers","FLA","1",
"2013-01-24","New York Rangers","NYR","1","Philadelphia Flyers","PHI","2",
"2013-01-24","Phoenix Coyotes","PHX","3","San Jose Sharks","SJS","5",
"2013-01-24","Nashville Predators","NSH","0","St. Louis Blues","STL","3",
"2013-01-24","New York Islanders","NYI","7","Toronto Maple Leafs","TOR","4",
"2013-01-24","Montreal Canadiens","MTL","4","Washington Capitals","WSH","1",
"2013-01-25","Vancouver Canucks","VAN","5","Anaheim Ducks","ANA","0",
"2013-01-25","New York Islanders","NYI","2","Boston Bruins","BOS","4",
"2013-01-25","Carolina Hurricanes","CAR","3","Buffalo Sabres","BUF","1",
"2013-01-25","Minnesota Wild","MIN","3","Detroit Red Wings","DET","5",
"2013-01-25","Washington Capitals","WSH","2","New Jersey Devils","NJD","3",
"2013-01-25","Ottawa Senators","OTT","4","Tampa Bay Lightning","TBL","6",
"2013-01-25","Pittsburgh Penguins","PIT","2","Winnipeg Jets","WPG","4",
"2013-01-26","Nashville Predators","NSH","2","Anaheim Ducks","ANA","3",
"2013-01-26","Chicago Blackhawks","CHI","3","Columbus Blue Jackets","CBJ","2",
"2013-01-26","Edmonton Oilers","EDM","3","Calgary Flames","CGY","4",
"2013-01-26","St. Louis Blues","STL","4","Dallas Stars","DAL","3",
"2013-01-26","Philadelphia Flyers","PHI","7","Florida Panthers","FLA","1",
"2013-01-26","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","5",
"2013-01-26","Los Angeles Kings","LAK","4","Phoenix Coyotes","PHX","2",
"2013-01-26","Colorado Avalanche","COL","0","San Jose Sharks","SJS","4",
