rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Sami Aittokallio","20","COL","1","1","0","0","0","2","25","23",".920","2.45","0","49","1","1.000","0","","","0","0","0","0"
"2","Jake Allen","22","STL","15","13","9","4","0","33","346","313",".905","2.46","1","804","6",".462","4","108","-2.53","0","0","0","0"
"3","Craig Anderson","31","OTT","24","24","12","9","2","40","677","637",".941","1.69","3","1421","17",".708","1","67","19.63","0","0","0","0"
"4","Richard Bachman","25","DAL","13","8","6","5","0","33","288","255",".885","3.25","0","609","4",".500","3","130","-7.63","0","0","0","0"
"5","Niklas Backstrom","34","MIN","42","41","24","15","3","98","1072","974",".909","2.48","2","2368","18",".439","8","104","-3.58","0","0","0","2"
"6","Jonathan Bernier","24","LAK","14","12","9","3","1","24","306","282",".922","1.88","1","768","8",".667","1","89","2.95","0","1","1","0"
"7","Martin Biron","35","NYR","6","5","2","2","1","13","156","143",".917","2.32","0","336","2",".400","1","","","0","0","0","0"
"8","Ben Bishop","26","TOT","22","21","11","9","1","56","701","645",".920","2.67","2","1260","14",".667","3","91","5.74","0","0","0","2"
"9","Sergei Bobrovsky","24","CBJ","38","37","21","11","6","74","1084","1010",".932","2.00","4","2219","26",".703","4","78","21.48","0","0","0","0"
"10","Brian Boucher","36","PHI","4","1","0","2","0","6","55","49",".891","2.50","0","144","0",".000","0","","","0","0","0","0"
"11","Martin Brodeur","40","NJD","29","29","13","9","7","65","654","589",".901","2.22","2","1757","15",".517","6","113","-7.40","1","2","3","0"
"12","Ilya Bryzgalov","32","PHI","40","40","19","17","3","107","1066","959",".900","2.79","1","2298","20",".500","10","114","-13.11","0","3","3","0"
"13","Peter Budaj","30","MTL","13","10","8","1","1","25","273","248",".908","2.29","1","656","6",".600","2","104","-0.95","0","0","0","0"
"14","Scott Clemmensen","35","FLA","19","11","3","7","2","53","421","368",".874","3.67","0","866","3",".273","4","143","-15.92","0","0","0","0"
"15","Corey Crawford","28","CHI","30","28","19","5","5","57","769","712",".926","1.94","3","1761","19",".679","1","84","10.73","0","0","0","4"
"16","Yann Danis","31","EDM","3","0","1","0","0","7","59","52",".881","3.82","0","110","0","","0","","","0","0","0","0"
"17","Cedrick Desjardins","27","TBL","3","2","0","3","0","8","73","65",".890","3.00","0","160","0",".000","0","","","0","0","0","0"
"18","Rick DiPietro","31","NYI","3","3","0","3","0","12","83","71",".855","4.09","0","176","0",".000","1","","","0","0","0","0"
"19","Devan Dubnyk","26","EDM","38","37","14","16","6","90","1132","1042",".920","2.57","2","2101","20",".541","5","90","9.70","0","0","0","0"
"20","Brian Elliott","27","STL","24","20","14","8","1","49","526","477",".907","2.28","3","1292","12",".600","6","106","-2.67","0","0","0","0"
"21","Dan Ellis","32","CAR","19","16","6","8","2","52","555","503",".906","3.13","1","997","8",".500","4","106","-3.12","0","2","2","0"
"22","Ray Emery","30","CHI","21","19","17","1","0","36","460","424",".922","1.94","3","1116","12",".632","1","89","4.52","0","0","0","0"
