rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Mike Bales","21","BOS","1","","0","0","0","1","10","9",".900","2.40","0","25","","","","","","0","0","0","0"
"2","Tom Barrasso","27","PIT","63","","43","14","5","186","1885","1699",".901","3.01","4","3702","","","","86","30.94","0","8","8","24"
"3","Don Beaupre","31","WSH","58","","27","23","5","181","1530","1349",".882","3.31","1","3282","","","","103","-4.92","0","1","1","20"
"4","Stephane Beauregard","25","PHI","16","","3","9","0","59","405","346",".854","4.41","0","802","","","","127","-12.39","0","1","1","0"
"5","Ed Belfour","27","CHI","71","","41","18","11","177","1880","1703",".906","2.59","7","4106","","","","82","39.36","0","3","3","28"
"6","Jean-Claude Bergeron","24","TBL","21","","8","10","1","71","574","503",".876","3.66","0","1163","","","","107","-4.94","0","1","1","2"
"7","Daniel Berthiaume","27","OTT","25","","2","17","1","95","739","644",".871","4.30","0","1326","","","","112","-9.95","0","1","1","2"
"8","Craig Billington","26","NJD","42","","21","16","4","146","1178","1032",".876","3.67","2","2389","","","","108","-10.43","0","1","1","8"
"9","John Blue","26","BOS","23","","9","8","4","64","597","533",".893","2.90","1","1322","","","","93","4.71","0","2","2","6"
"10","Sean Burke","26","HAR","50","","16","27","3","184","1485","1301",".876","4.16","0","2656","","","","108","-13.10","0","2","2","25"
"11","Jon Casey","30","MNS","60","","26","26","5","193","1683","1490",".885","3.33","3","3476","","","","100","0.69","0","3","3","28"
"12","Frederic Chabot","24","MTL","1","","0","0","0","1","19","18",".947","1.50","0","40","","","","","","0","0","0","0"
"13","Tim Cheveldae","24","DET","67","","34","24","7","210","1897","1687",".889","3.25","4","3880","","","","96","8.32","0","4","4","4"
"14","Jacques Cloutier","33","QUE","3","","0","2","1","10","65","55",".846","3.90","0","154","","","","","","0","0","0","0"
"15","Corrie D'Alessio","23","HAR","1","","0","0","0","0","3","3","1.000","0.00","0","11","","","","","","0","0","0","0"
"16","Byron Dafoe","21","WSH","1","","0","0","0","0","0","0","","0.00","0","1","","","","","","0","0","0","0"
"17","Tom Draper","26","BUF","11","","5","6","0","41","344","303",".881","3.70","0","664","","","","104","-1.41","0","1","1","2"
