rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","34","PHI","C","83","8","15","23","-10","51","8","0","0","0","14","0","1","74","10.8","",""
"2","Greg Adams","29","VAN","LW","53","25","31","56","31","14","18","6","1","3","19","9","3","124","20.2","",""
"3","Jim Agnew","26","HAR","D","16","0","0","0","3","68","0","0","0","0","0","0","0","3","0.0","",""
"4","Peter Ahola","24","TOT","D","50","3","5","8","-10","36","3","0","0","0","5","0","0","40","7.5","",""
"5","Tommy Albelin","28","NJD","D","36","1","5","6","0","14","0","1","0","1","3","2","0","33","3.0","",""
"6","Tony Amonte","22","NYR","RW","83","33","43","76","0","49","20","13","0","4","32","11","0","270","12.2","",""
"7","Glenn Anderson","32","TOR","RW","76","22","43","65","19","117","11","11","0","3","25","18","0","161","13.7","",""
"8","Shawn Anderson","24","WSH","D","60","2","6","8","-2","18","1","1","0","0","4","2","0","42","4.8","",""
"9","Mikael Andersson","26","TBL","LW","77","16","11","27","-14","14","11","3","2","4","8","1","2","169","9.5","",""
"10","Niklas Andersson","21","QUE","LW","3","0","1","1","0","2","0","0","0","0","1","0","0","4","0.0","",""
"11","Peter Andersson","27","NYR","D","31","4","11","15","4","18","1","3","0","1","5","6","0","68","5.9","",""
"12","Dave Andreychuk","29","TOT","LW","83","54","45","99","4","56","22","32","0","4","23","22","0","310","17.4","",""
"13","Alexander Andrievski","24","CHI","RW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"14","Shawn Antoski","22","VAN","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"15","Dave Archibald","23","OTT","RW","44","9","6","15","-16","32","3","6","0","0","6","0","0","93","9.7","",""
"16","Brent Ashton","32","TOT","LW","58","10","13","23","11","52","8","0","2","1","13","0","0","84","11.9","",""
"17","Blair Atcheynum","23","OTT","RW","4","0","1","1","-3","0","0","0","0","0","1","0","0","2","0.0","",""
"18","Donald Audette","23","BUF","RW","44","12","7","19","-8","51","10","2","0","0","7","0","0","92","13.0","",""
"19","Bobby Babcock","24","WSH","D","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","",""
