date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1942-10-31","Boston Bruins","BOS","2","Montreal Canadiens","MTL","3",
"1942-10-31","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","7",
"1942-11-01","Boston Bruins","BOS","0","Detroit Red Wings","DET","3",
"1942-11-05","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","5",
"1942-11-05","New York Rangers","NYR","5","Detroit Red Wings","DET","12",
"1942-11-07","Montreal Canadiens","MTL","3","New York Rangers","NYR","4",
"1942-11-07","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","5",
"1942-11-08","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","3",
"1942-11-08","New York Rangers","NYR","4","Montreal Canadiens","MTL","10",
"1942-11-10","Chicago Black Hawks","CBH","3","New York Rangers","NYR","5",
"1942-11-12","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","5",
"1942-11-12","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","3",
"1942-11-14","New York Rangers","NYR","3","Boston Bruins","BOS","5",
"1942-11-14","Detroit Red Wings","DET","5","Montreal Canadiens","MTL","2",
"1942-11-14","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","3",
"1942-11-15","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","5",
"1942-11-15","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","3",
"1942-11-15","Boston Bruins","BOS","4","New York Rangers","NYR","3",
"1942-11-17","Montreal Canadiens","MTL","1","Boston Bruins","BOS","4",
"1942-11-19","Detroit Red Wings","DET","2","Chicago Black Hawks","CBH","6",
"1942-11-19","Toronto Maple Leafs","TOR","7","New York Rangers","NYR","3",
"1942-11-21","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","8",
"1942-11-22","Toronto Maple Leafs","TOR","6","Boston Bruins","BOS","7",
"1942-11-22","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","3",
"1942-11-22","Detroit Red Wings","DET","4","New York Rangers","NYR","4",
"1942-11-24","Chicago Black Hawks","CBH","5","Boston Bruins","BOS","5",
"1942-11-24","Detroit Red Wings","DET","4","Montreal Canadiens","MTL","4",
"1942-11-26","New York Rangers","NYR","2","Chicago Black Hawks","CBH","1",
"1942-11-26","Toronto Maple Leafs","TOR","1","Detroit Red Wings","DET","2",
"1942-11-28","Boston Bruins","BOS","6","Montreal Canadiens","MTL","2",
"1942-11-28","New York Rangers","NYR","6","Toronto Maple Leafs","TOR","8",
"1942-11-29","Toronto Maple Leafs","TOR","2","Chicago Black Hawks","CBH","3",
"1942-11-29","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","7",
"1942-11-29","Boston Bruins","BOS","2","New York Rangers","NYR","3",
"1942-12-01","Detroit Red Wings","DET","2","Boston Bruins","BOS","5",
"1942-12-03","New York Rangers","NYR","1","Chicago Black Hawks","CBH","3",
"1942-12-03","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","4",
"1942-12-05","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","9",
"1942-12-06","New York Rangers","NYR","4","Boston Bruins","BOS","5",
"1942-12-06","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","5",
"1942-12-06","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","2",
"1942-12-08","Chicago Black Hawks","CBH","6","Boston Bruins","BOS","9",
"1942-12-10","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","7",
"1942-12-12","Montreal Canadiens","MTL","2","Boston Bruins","BOS","3",
"1942-12-12","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","5",
"1942-12-13","Toronto Maple Leafs","TOR","2","Chicago Black Hawks","CBH","5",
"1942-12-13","Boston Bruins","BOS","1","Detroit Red Wings","DET","1",
"1942-12-13","Montreal Canadiens","MTL","7","New York Rangers","NYR","3",
"1942-12-15","Detroit Red Wings","DET","2","Boston Bruins","BOS","3",
"1942-12-17","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","1",
"1942-12-17","Toronto Maple Leafs","TOR","8","Montreal Canadiens","MTL","1",
"1942-12-17","Boston Bruins","BOS","7","New York Rangers","NYR","3",
"1942-12-19","New York Rangers","NYR","1","Montreal Canadiens","MTL","1",
"1942-12-19","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","3",
"1942-12-20","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","4",
"1942-12-20","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","4",
"1942-12-20","Toronto Maple Leafs","TOR","8","New York Rangers","NYR","2",
