rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1"0,"Detroit Red Wings"1,"DET","50"2,"25"3,"14"4,"11"5,"61"6,".610"7,"169"8,"124"9,"0.75"10,"-0.15"11,"5.86"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"2"0,"Boston Bruins"1,"BOS","50"2,"24"3,"17"4,"9"5,"57"6,".570"7,"195"8,"176"9,"0.32"10,"-0.06"11,"7.42"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"3"0,"Toronto Maple Leafs"1,"TOR","50"2,"22"3,"19"4,"9"5,"53"6,".530"7,"198"8,"159"9,"0.65"10,"-0.13"11,"7.14"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"4"0,"Montreal Canadiens"1,"MTL","50"2,"19"3,"19"4,"12"5,"50"6,".500"7,"181"8,"191"9,"-0.17"10,"0.03"11,"7.44"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"5"0,"Chicago Black Hawks"1,"CBH","50"2,"17"3,"18"4,"15"5,"49"6,".490"7,"179"8,"180"9,"-0.02"10,"0.00"11,"7.18"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"6"0,"New York Rangers"1,"NYR","50"2,"11"3,"31"4,"8"5,"30"6,".300"7,"161"8,"253"9,"-1.53"10,"0.31"11,"8.28"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
