rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Al Arbour","31","TOR","D","6","0","1","1","","0","0","0","0","0","","","","","","",""
"2","George Armstrong","33","TOR","RW","66","20","17","37","","14","13","7","0","3","","","","","","",""
"3","Don Awrey","20","BOS","D","16","1","0","1","","4","1","0","0","0","","","","","","",""
"4","Ralph Backstrom","26","MTL","C","70","8","21","29","","41","8","0","0","1","","","","","","",""
"5","Murray Balfour","27","CBH","RW","41","2","10","12","","36","1","1","0","1","","","","","","",""
"6","Dave Balon","25","MTL","LW","70","24","18","42","","80","17","7","0","2","","","","","","",""
"7","Doug Barkley","27","DET","D","67","11","21","32","","115","8","3","0","1","","","","","","",""
"8","Andy Bathgate","31","TOT","RW","71","19","58","77","","34","15","4","0","1","","","","","","",""
"9","Bob Baun","27","TOR","D","52","4","14","18","","113","4","0","0","2","","","","","","",""
"10","Bob Beckett","27","BOS","C","7","0","1","1","","0","0","0","0","0","","","","","","",""
"11","Jean Beliveau","32","MTL","C","68","28","50","78","","42","15","13","0","2","","","","","","",""
"12","Red Berenson","24","MTL","LW","69","7","9","16","","12","4","0","3","1","","","","","","",""
"13","Leo Boivin","31","BOS","D","65","10","14","24","","42","8","1","1","0","","","","","","",""
"14","Andre Boudrias","20","MTL","LW","4","1","4","5","","2","0","1","0","1","","","","","","",""
"15","Carl Brewer","25","TOR","D","57","4","9","13","","114","4","0","0","0","","","","","","",""
"16","Arnie Brown","22","TOR","D","4","0","0","0","","6","0","0","0","0","","","","","","",""
"17","John Bucyk","28","BOS","LW","62","18","36","54","","36","17","1","0","2","","","","","","",""
"18","Larry Cahan","30","NYR","D","53","4","8","12","","80","4","0","0","1","","","","","","",""
"19","Wayne Connelly","24","BOS","RW","26","2","3","5","","12","2","0","0","0","","","","","","",""
"20","Yvan Cournoyer","20","MTL","RW","5","4","0","4","","0","3","1","0","0","","","","","","",""
"21","Ian Cushenan","30","DET","D","5","0","0","0","","4","0","0","0","0","","","","","","",""
"22","Alex Delvecchio","31","DET","C","70","23","30","53","","11","17","6","0","2","","","","","","",""
"23","Gary Dornhoefer","20","BOS","RW","32","12","10","22","","20","9","3","0","1","","","","","","",""
"24","Kent Douglas","27","TOR","D","43","0","1","1","","29","0","0","0","0","","","","","","",""
"25","Dick Duff","27","TOT","LW","66","11","14","25","","61","7","4","0","0","","","","","","",""
"26","Marc Dufour","22","NYR","RW","10","1","0","1","","2","1","0","0","0","","","","","","",""
"27","Gerry Ehman","31","TOR","RW","4","1","1","2","","0","0","1","0","1","","","","","","",""
"28","Ron Ellis","19","TOR","RW","1","0","0","0","","0","0","0","0","0","","","","","","",""
"29","Aut Erickson","26","CBH","D","31","0","1","1","","34","0","0","0","0","","","","","","",""
"30","Phil Esposito","21","CBH","C","27","3","2","5","","2","3","0","0","0","","","","","","",""
"31","Alex Faulkner","27","DET","C","30","5","7","12","","9","5","0","0","2","","","","","","",""
"32","John Ferguson","25","MTL","LW","59","18","27","45","","125","15","3","0","4","","","","","","",""
"33","Reggie Fleming","27","CBH","LW","61","3","6","9","","140","3","0","0","1","","","","","","",""
"34","Val Fonteyne","30","NYR","LW","69","7","18","25","","4","4","1","2","1","","","","","","",""
"35","Bill Gadsby","36","DET","D","64","2","16","18","","80","2","0","0","0","","","","","","",""
"36","Jean Gauthier","26","MTL","D","1","0","0","0","","2","0","0","0","0","","","","","","",""
"37","Jean-Guy Gendron","29","BOS","LW","54","5","13","18","","43","5","0","0","1","","","","","","",""
"38","Bernie Geoffrion","32","MTL","RW","55","21","18","39","","41","16","5","0","9","","","","","","",""
"39","Rod Gilbert","22","NYR","RW","70","24","40","64","","62","17","7","0","0","","","","","","",""
"40","Howie Glover","28","NYR","RW","25","1","0","1","","9","1","0","0","0","","","","","","",""
"41","Warren Godfrey","32","DET","D","4","0","0","0","","2","0","0","0","0","","","","","","",""
"42","Pete Goegan","29","DET","D","12","0","0","0","","8","0","0","0","0","","","","","","",""
"43","Phil Goyette","30","NYR","C","67","24","41","65","","15","18","6","0","4","","","","","","",""
"44","Terry Gray","25","MTL","RW","4","0","0","0","","6","0","0","0","0","","","","","","",""
"45","Ted Green","23","BOS","D","70","4","10","14","","145","3","1","0","0","","","","","","",""
"46","Vic Hadfield","23","NYR","LW","69","14","11","25","","151","13","1","0","4","","","","","","",""
"47","Murray Hall","23","CBH","C","23","2","0","2","","4","2","0","0","0","","","","","","",""
"48","Ted Hampson","27","DET","C","7","0","1","1","","0","0","0","0","0","","","","","","",""
"49","John Hanna","28","MTL","D","6","0","0","0","","2","0","0","0","0","","","","","","",""
"50","Terry Harper","24","MTL","D","70","2","15","17","","149","2","0","0","1","","","","","","",""
"51","Billy Harris","28","TOR","C","63","6","12","18","","17","5","1","0","2","","","","","","",""
"52","Ron Harris","21","DET","D","3","0","0","0","","7","0","0","0","0","","","","","","",""
