date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1977-10-12","Cleveland Barons","CLE","0","Los Angeles Kings","LAK","2",
"1977-10-12","Minnesota North Stars","MNS","3","Montreal Canadiens","MTL","7",
"1977-10-12","Vancouver Canucks","VAN","3","New York Rangers","NYR","6",
"1977-10-12","St. Louis Blues","STL","2","Pittsburgh Penguins","PIT","4",
"1977-10-13","Atlanta Flames","ATF","2","Boston Bruins","BOS","2",
"1977-10-13","New York Islanders","NYI","2","Buffalo Sabres","BUF","3",
"1977-10-13","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","3",
"1977-10-13","Chicago Black Hawks","CBH","1","Philadelphia Flyers","PHI","5",
"1977-10-14","Vancouver Canucks","VAN","4","Colorado Rockies","CLR","4",
"1977-10-14","Pittsburgh Penguins","PIT","1","Washington Capitals","WSH","2",
"1977-10-15","St. Louis Blues","STL","1","Atlanta Flames","ATF","3",
"1977-10-15","Colorado Rockies","CLR","3","Chicago Black Hawks","CBH","3",
"1977-10-15","Washington Capitals","WSH","2","Cleveland Barons","CLE","4",
"1977-10-15","Detroit Red Wings","DET","2","Los Angeles Kings","LAK","4",
"1977-10-15","Vancouver Canucks","VAN","5","Minnesota North Stars","MNS","3",
"1977-10-15","New York Rangers","NYR","0","Montreal Canadiens","MTL","5",
"1977-10-15","Boston Bruins","BOS","1","New York Islanders","NYI","3",
"1977-10-15","Philadelphia Flyers","PHI","8","Pittsburgh Penguins","PIT","2",
"1977-10-15","Buffalo Sabres","BUF","5","Toronto Maple Leafs","TOR","2",
"1977-10-16","Montreal Canadiens","MTL","2","Boston Bruins","BOS","0",
"1977-10-16","Chicago Black Hawks","CBH","2","Buffalo Sabres","BUF","0",
"1977-10-16","New York Islanders","NYI","2","New York Rangers","NYR","4",
"1977-10-16","St. Louis Blues","STL","0","Philadelphia Flyers","PHI","7",
"1977-10-18","Los Angeles Kings","LAK","0","New York Islanders","NYI","0",
"1977-10-18","Detroit Red Wings","DET","2","Vancouver Canucks","VAN","3",
"1977-10-19","Minnesota North Stars","MNS","1","Atlanta Flames","ATF","5",
"1977-10-19","Buffalo Sabres","BUF","2","Chicago Black Hawks","CBH","2",
"1977-10-19","Los Angeles Kings","LAK","1","Cleveland Barons","CLE","3",
"1977-10-19","Pittsburgh Penguins","PIT","3","New York Rangers","NYR","3",
"1977-10-19","Boston Bruins","BOS","7","St. Louis Blues","STL","3",
"1977-10-19","Colorado Rockies","CLR","4","Toronto Maple Leafs","TOR","5",
"1977-10-19","Montreal Canadiens","MTL","5","Washington Capitals","WSH","3",
"1977-10-20","Colorado Rockies","CLR","5","Buffalo Sabres","BUF","7",
"1977-10-20","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","2",
"1977-10-20","Cleveland Barons","CLE","7","Minnesota North Stars","MNS","4",
"1977-10-20","Pittsburgh Penguins","PIT","0","Philadelphia Flyers","PHI","11",
"1977-10-21","New York Islanders","NYI","3","Atlanta Flames","ATF","3",
"1977-10-22","Chicago Black Hawks","CBH","0","Colorado Rockies","CLR","3",
"1977-10-22","Boston Bruins","BOS","4","Los Angeles Kings","LAK","3",
"1977-10-22","Detroit Red Wings","DET","4","Minnesota North Stars","MNS","2",
"1977-10-22","New York Rangers","NYR","2","New York Islanders","NYI","7",
"1977-10-22","Atlanta Flames","ATF","2","Pittsburgh Penguins","PIT","5",
"1977-10-22","Cleveland Barons","CLE","3","St. Louis Blues","STL","2",
"1977-10-22","Philadelphia Flyers","PHI","1","Toronto Maple Leafs","TOR","6",
"1977-10-23","Minnesota North Stars","MNS","1","Buffalo Sabres","BUF","4",
"1977-10-23","St. Louis Blues","STL","0","Chicago Black Hawks","CBH","2",
"1977-10-23","Pittsburgh Penguins","PIT","3","Cleveland Barons","CLE","2",
"1977-10-23","Montreal Canadiens","MTL","6","New York Rangers","NYR","2",
"1977-10-23","Toronto Maple Leafs","TOR","6","Philadelphia Flyers","PHI","3",
"1977-10-23","Boston Bruins","BOS","3","Vancouver Canucks","VAN","3",
"1977-10-24","Washington Capitals","WSH","1","Montreal Canadiens","MTL","5",
"1977-10-25","New York Rangers","NYR","5","Cleveland Barons","CLE","0",
"1977-10-25","Boston Bruins","BOS","4","Colorado Rockies","CLR","4",
"1977-10-25","Atlanta Flames","ATF","2","St. Louis Blues","STL","2",
"1977-10-25","Los Angeles Kings","LAK","1","Vancouver Canucks","VAN","3",
"1977-10-26","Washington Capitals","WSH","6","Atlanta Flames","ATF","2",
"1977-10-26","Philadelphia Flyers","PHI","2","Chicago Black Hawks","CBH","2",
"1977-10-26","New York Islanders","NYI","2","Los Angeles Kings","LAK","2",
"1977-10-26","Boston Bruins","BOS","0","Minnesota North Stars","MNS","3",
"1977-10-26","St. Louis Blues","STL","2","New York Rangers","NYR","6",
"1977-10-26","Detroit Red Wings","DET","4","Pittsburgh Penguins","PIT","3",
"1977-10-26","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","2",
"1977-10-27","Minnesota North Stars","MNS","1","Detroit Red Wings","DET","3",
"1977-10-27","New York Islanders","NYI","3","Vancouver Canucks","VAN","2",
"1977-10-28","Chicago Black Hawks","CBH","4","Cleveland Barons","CLE","2",
"1977-10-28","Washington Capitals","WSH","1","Colorado Rockies","CLR","8",
"1977-10-29","New York Rangers","NYR","3","Atlanta Flames","ATF","4",
"1977-10-29","Washington Capitals","WSH","4","Minnesota North Stars","MNS","7",
"1977-10-29","Los Angeles Kings","LAK","5","Montreal Canadiens","MTL","3",
"1977-10-29","Buffalo Sabres","BUF","2","New York Islanders","NYI","4",
"1977-10-29","Boston Bruins","BOS","5","Pittsburgh Penguins","PIT","3",
"1977-10-29","Philadelphia Flyers","PHI","7","St. Louis Blues","STL","3",
"1977-10-29","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","7",
"1977-10-29","Colorado Rockies","CLR","6","Vancouver Canucks","VAN","2",
"1977-10-30","Cleveland Barons","CLE","1","Chicago Black Hawks","CBH","6",
"1977-10-30","Buffalo Sabres","BUF","4","Montreal Canadiens","MTL","0",
"1977-10-30","Los Angeles Kings","LAK","5","New York Rangers","NYR","3",
"1977-11-01","Atlanta Flames","ATF","0","New York Islanders","NYI","9",
"1977-11-01","Los Angeles Kings","LAK","2","St. Louis Blues","STL","7",
"1977-11-02","St. Louis Blues","STL","4","Cleveland Barons","CLE","4",
"1977-11-02","New York Rangers","NYR","2","Colorado Rockies","CLR","6",
"1977-11-02","Pittsburgh Penguins","PIT","1","Detroit Red Wings","DET","3",
"1977-11-02","New York Islanders","NYI","2","Minnesota North Stars","MNS","3",
"1977-11-02","Atlanta Flames","ATF","2","Montreal Canadiens","MTL","2",
"1977-11-02","Toronto Maple Leafs","TOR","5","Vancouver Canucks","VAN","1",
"1977-11-02","Chicago Black Hawks","CBH","2","Washington Capitals","WSH","2",
"1977-11-03","Buffalo Sabres","BUF","4","Boston Bruins","BOS","1",
"1977-11-03","Toronto Maple Leafs","TOR","2","Los Angeles Kings","LAK","4",
"1977-11-03","Washington Capitals","WSH","1","Philadelphia Flyers","PHI","4",
"1977-11-04","Pittsburgh Penguins","PIT","2","Atlanta Flames","ATF","5",
"1977-11-04","New York Rangers","NYR","5","Vancouver Canucks","VAN","1",
"1977-11-05","Toronto Maple Leafs","TOR","5","Colorado Rockies","CLR","2",
"1977-11-05","Cleveland Barons","CLE","4","Detroit Red Wings","DET","3",
"1977-11-05","New York Rangers","NYR","1","Los Angeles Kings","LAK","3",
"1977-11-05","Chicago Black Hawks","CBH","5","Minnesota North Stars","MNS","2",
"1977-11-05","Boston Bruins","BOS","2","Montreal Canadiens","MTL","5",
"1977-11-05","Pittsburgh Penguins","PIT","3","New York Islanders","NYI","4",
"1977-11-05","Buffalo Sabres","BUF","3","St. Louis Blues","STL","1",
"1977-11-05","Philadelphia Flyers","PHI","3","Washington Capitals","WSH","1",
"1977-11-06","New York Islanders","NYI","3","Boston Bruins","BOS","5",
"1977-11-06","St. Louis Blues","STL","4","Buffalo Sabres","BUF","7",
"1977-11-06","Atlanta Flames","ATF","3","Chicago Black Hawks","CBH","3",
"1977-11-06","Detroit Red Wings","DET","4","Cleveland Barons","CLE","1",
"1977-11-06","Vancouver Canucks","VAN","2","Philadelphia Flyers","PHI","3",
"1977-11-07","Minnesota North Stars","MNS","5","Montreal Canadiens","MTL","3",
"1977-11-08","Vancouver Canucks","VAN","2","Colorado Rockies","CLR","6",
"1977-11-08","Los Angeles Kings","LAK","5","Washington Capitals","WSH","1",
"1977-11-09","Toronto Maple Leafs","TOR","4","Atlanta Flames","ATF","0",
"1977-11-09","Minnesota North Stars","MNS","2","Chicago Black Hawks","CBH","2",
"1977-11-09","Washington Capitals","WSH","1","Detroit Red Wings","DET","1",
"1977-11-09","Buffalo Sabres","BUF","4","New York Rangers","NYR","8",
"1977-11-09","Cleveland Barons","CLE","3","Pittsburgh Penguins","PIT","5",
"1977-11-09","Vancouver Canucks","VAN","6","St. Louis Blues","STL","8",
"1977-11-10","Los Angeles Kings","LAK","2","Boston Bruins","BOS","5",
"1977-11-10","Montreal Canadiens","MTL","5","New York Islanders","NYI","1",
"1977-11-10","Buffalo Sabres","BUF","3","Philadelphia Flyers","PHI","2",
"1977-11-11","St. Louis Blues","STL","2","Colorado Rockies","CLR","1",
"1977-11-11","Minnesota North Stars","MNS","2","Vancouver Canucks","VAN","4",
"1977-11-11","Toronto Maple Leafs","TOR","3","Washington Capitals","WSH","1",
"1977-11-12","Boston Bruins","BOS","6","Atlanta Flames","ATF","3",
"1977-11-12","New York Rangers","NYR","1","Detroit Red Wings","DET","3",
"1977-11-12","Minnesota North Stars","MNS","2","Los Angeles Kings","LAK","2",
"1977-11-12","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","5",
"1977-11-12","Philadelphia Flyers","PHI","2","New York Islanders","NYI","2",
"1977-11-12","Chicago Black Hawks","CBH","4","Pittsburgh Penguins","PIT","7",
"1977-11-12","Colorado Rockies","CLR","1","St. Louis Blues","STL","3",
"1977-11-13","Cleveland Barons","CLE","1","Boston Bruins","BOS","3",
"1977-11-13","Pittsburgh Penguins","PIT","3","Buffalo Sabres","BUF","3",
"1977-11-13","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","2",
"1977-11-13","Atlanta Flames","ATF","5","New York Rangers","NYR","2",
"1977-11-13","Detroit Red Wings","DET","0","Philadelphia Flyers","PHI","3",
"1977-11-13","New York Islanders","NYI","6","Washington Capitals","WSH","0",
"1977-11-15","Chicago Black Hawks","CBH","1","New York Islanders","NYI","1",
"1977-11-15","Washington Capitals","WSH","2","St. Louis Blues","STL","2",
"1977-11-15","Cleveland Barons","CLE","4","Vancouver Canucks","VAN","5",
"1977-11-16","Buffalo Sabres","BUF","6","Atlanta Flames","ATF","2",
"1977-11-16","Montreal Canadiens","MTL","4","Colorado Rockies","CLR","1",
"1977-11-16","St. Louis Blues","STL","1","Detroit Red Wings","DET","10",
"1977-11-16","Cleveland Barons","CLE","1","Los Angeles Kings","LAK","1",
"1977-11-16","Pittsburgh Penguins","PIT","4","Minnesota North Stars","MNS","7",
"1977-11-16","Chicago Black Hawks","CBH","2","New York Rangers","NYR","5",
"1977-11-16","Washington Capitals","WSH","2","Toronto Maple Leafs","TOR","5",
"1977-11-17","Vancouver Canucks","VAN","4","Boston Bruins","BOS","4",
"1977-11-17","Toronto Maple Leafs","TOR","2","Buffalo Sabres","BUF","1",
"1977-11-17","New York Islanders","NYI","4","Philadelphia Flyers","PHI","4",
"1977-11-18","Detroit Red Wings","DET","3","Atlanta Flames","ATF","5",
"1977-11-19","Cleveland Barons","CLE","2","Colorado Rockies","CLR","7",
"1977-11-19","Montreal Canadiens","MTL","4","Los Angeles Kings","LAK","2",
"1977-11-19","Philadelphia Flyers","PHI","7","Minnesota North Stars","MNS","2",
"1977-11-19","Vancouver Canucks","VAN","2","New York Islanders","NYI","9",
"1977-11-19","New York Rangers","NYR","5","Pittsburgh Penguins","PIT","5",
"1977-11-19","Detroit Red Wings","DET","2","St. Louis Blues","STL","1",
"1977-11-19","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","1",
"1977-11-19","Buffalo Sabres","BUF","7","Washington Capitals","WSH","6",
"1977-11-20","Chicago Black Hawks","CBH","0","Boston Bruins","BOS","1",
"1977-11-20","Washington Capitals","WSH","2","Buffalo Sabres","BUF","5",
"1977-11-20","Vancouver Canucks","VAN","3","New York Rangers","NYR","0",
"1977-11-20","Atlanta Flames","ATF","0","Philadelphia Flyers","PHI","4",
"1977-11-22","Minnesota North Stars","MNS","2","Atlanta Flames","ATF","4",
"1977-11-22","Colorado Rockies","CLR","2","New York Islanders","NYI","4",
"1977-11-22","Pittsburgh Penguins","PIT","3","Vancouver Canucks","VAN","3",
"1977-11-23","Boston Bruins","BOS","2","Buffalo Sabres","BUF","0",
"1977-11-23","Montreal Canadiens","MTL","1","Cleveland Barons","CLE","2",
"1977-11-23","Philadelphia Flyers","PHI","1","Detroit Red Wings","DET","4",
"1977-11-23","Chicago Black Hawks","CBH","3","Los Angeles Kings","LAK","8",
"1977-11-23","New York Islanders","NYI","9","Minnesota North Stars","MNS","2",
"1977-11-23","Colorado Rockies","CLR","3","New York Rangers","NYR","6",
"1977-11-23","Toronto Maple Leafs","TOR","3","St. Louis Blues","STL","2",
"1977-11-23","Atlanta Flames","ATF","2","Washington Capitals","WSH","2",
"1977-11-24","Washington Capitals","WSH","0","Boston Bruins","BOS","6",
"1977-11-24","Pittsburgh Penguins","PIT","3","Los Angeles Kings","LAK","5",
"1977-11-24","Buffalo Sabres","BUF","1","Montreal Canadiens","MTL","4",
"1977-11-25","Chicago Black Hawks","CBH","5","Colorado Rockies","CLR","1",
"1977-11-25","Cleveland Barons","CLE","2","Philadelphia Flyers","PHI","7",
"1977-11-26","Los Angeles Kings","LAK","4","Atlanta Flames","ATF","4",
"1977-11-26","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1977-11-26","St. Louis Blues","STL","2","Cleveland Barons","CLE","1",
"1977-11-26","Colorado Rockies","CLR","4","Minnesota North Stars","MNS","4",
"1977-11-26","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","3",
"1977-11-26","New York Islanders","NYI","2","Pittsburgh Penguins","PIT","5",
"1977-11-26","Washington Capitals","WSH","4","Toronto Maple Leafs","TOR","4",
"1977-11-26","Chicago Black Hawks","CBH","2","Vancouver Canucks","VAN","2",
"1977-11-27","St. Louis Blues","STL","1","Boston Bruins","BOS","4",
"1977-11-27","New York Rangers","NYR","2","Buffalo Sabres","BUF","3",
"1977-11-27","New York Islanders","NYI","4","Detroit Red Wings","DET","1",
"1977-11-27","Los Angeles Kings","LAK","0","Philadelphia Flyers","PHI","2",
"1977-11-29","Washington Capitals","WSH","2","Los Angeles Kings","LAK","4",
"1977-11-29","Atlanta Flames","ATF","3","Minnesota North Stars","MNS","4",
"1977-11-29","Pittsburgh Penguins","PIT","1","Montreal Canadiens","MTL","9",
"1977-11-29","Cleveland Barons","CLE","2","Toronto Maple Leafs","TOR","3",
"1977-11-29","Philadelphia Flyers","PHI","3","Vancouver Canucks","VAN","0",
"1977-11-30","Buffalo Sabres","BUF","3","Chicago Black Hawks","CBH","2",
"1977-11-30","Toronto Maple Leafs","TOR","3","Cleveland Barons","CLE","5",
"1977-11-30","New York Islanders","NYI","3","Colorado Rockies","CLR","3",
"1977-11-30","Detroit Red Wings","DET","4","Pittsburgh Penguins","PIT","6",
"1977-11-30","New York Rangers","NYR","4","St. Louis Blues","STL","0",
"1977-12-01","Minnesota North Stars","MNS","2","Boston Bruins","BOS","4",
"1977-12-01","Montreal Canadiens","MTL","1","Buffalo Sabres","BUF","3",
"1977-12-01","Philadelphia Flyers","PHI","4","Los Angeles Kings","LAK","2",
"1977-12-02","Atlanta Flames","ATF","2","Vancouver Canucks","VAN","3",
"1977-12-02","Cleveland Barons","CLE","3","Washington Capitals","WSH","2",
"1977-12-03","Boston Bruins","BOS","4","Cleveland Barons","CLE","4",
"1977-12-03","Philadelphia Flyers","PHI","6","Colorado Rockies","CLR","3",
"1977-12-03","Atlanta Flames","ATF","1","Los Angeles Kings","LAK","4",
"1977-12-03","New York Rangers","NYR","4","Minnesota North Stars","MNS","0",
"1977-12-03","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","3",
"1977-12-03","Buffalo Sabres","BUF","4","Pittsburgh Penguins","PIT","4",
"1977-12-03","New York Islanders","NYI","7","St. Louis Blues","STL","2",
"1977-12-03","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","4",
"1977-12-04","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","3",
"1977-12-04","Detroit Red Wings","DET","1","Buffalo Sabres","BUF","6",
"1977-12-04","Vancouver Canucks","VAN","6","Chicago Black Hawks","CBH","2",
"1977-12-04","Minnesota North Stars","MNS","4","New York Rangers","NYR","4",
"1977-12-04","Pittsburgh Penguins","PIT","4","Washington Capitals","WSH","2",
"1977-12-05","Atlanta Flames","ATF","2","Montreal Canadiens","MTL","2",
"1977-12-06","Pittsburgh Penguins","PIT","3","Colorado Rockies","CLR","3",
"1977-12-06","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","1",
"1977-12-06","Minnesota North Stars","MNS","2","New York Islanders","NYI","4",
"1977-12-06","Los Angeles Kings","LAK","6","St. Louis Blues","STL","1",
"1977-12-06","Vancouver Canucks","VAN","5","Washington Capitals","WSH","2",
"1977-12-07","Vancouver Canucks","VAN","2","Atlanta Flames","ATF","2",
"1977-12-07","New York Islanders","NYI","4","Chicago Black Hawks","CBH","0",
"1977-12-07","Washington Capitals","WSH","5","Cleveland Barons","CLE","3",
"1977-12-07","Philadelphia Flyers","PHI","3","New York Rangers","NYR","3",
"1977-12-07","Minnesota North Stars","MNS","3","Toronto Maple Leafs","TOR","6",
"1977-12-08","Detroit Red Wings","DET","4","Boston Bruins","BOS","6",
"1977-12-08","Cleveland Barons","CLE","2","Buffalo Sabres","BUF","5",
"1977-12-08","St. Louis Blues","STL","1","Montreal Canadiens","MTL","8",
"1977-12-08","New York Rangers","NYR","4","Philadelphia Flyers","PHI","7",
"1977-12-08","Los Angeles Kings","LAK","5","Pittsburgh Penguins","PIT","3",
"1977-12-09","Toronto Maple Leafs","TOR","3","Colorado Rockies","CLR","2",
"1977-12-10","Washington Capitals","WSH","1","Atlanta Flames","ATF","5",
"1977-12-10","Pittsburgh Penguins","PIT","2","Boston Bruins","BOS","6",
"1977-12-10","Toronto Maple Leafs","TOR","3","Los Angeles Kings","LAK","0",
"1977-12-10","Buffalo Sabres","BUF","4","Minnesota North Stars","MNS","2",
"1977-12-10","Vancouver Canucks","VAN","2","Montreal Canadiens","MTL","7",
"1977-12-10","Detroit Red Wings","DET","4","New York Islanders","NYI","7",
"1977-12-10","Chicago Black Hawks","CBH","2","Philadelphia Flyers","PHI","4",
"1977-12-10","Colorado Rockies","CLR","4","St. Louis Blues","STL","6",
"1977-12-11","Vancouver Canucks","VAN","0","Buffalo Sabres","BUF","3",
"1977-12-11","Minnesota North Stars","MNS","3","Chicago Black Hawks","CBH","8",
"1977-12-11","Boston Bruins","BOS","8","New York Rangers","NYR","2",
"1977-12-11","Cleveland Barons","CLE","1","Philadelphia Flyers","PHI","11",
"1977-12-11","Atlanta Flames","ATF","5","Pittsburgh Penguins","PIT","1",
"1977-12-11","St. Louis Blues","STL","1","Washington Capitals","WSH","2",
"1977-12-12","Montreal Canadiens","MTL","5","Cleveland Barons","CLE","1",
"1977-12-13","Buffalo Sabres","BUF","1","Colorado Rockies","CLR","4",
"1977-12-13","Chicago Black Hawks","CBH","2","New York Islanders","NYI","2",
"1977-12-13","Washington Capitals","WSH","1","Vancouver Canucks","VAN","3",
"1977-12-14","New York Rangers","NYR","2","Chicago Black Hawks","CBH","2",
"1977-12-14","Montreal Canadiens","MTL","2","Minnesota North Stars","MNS","3",
"1977-12-14","Pittsburgh Penguins","PIT","2","St. Louis Blues","STL","3",
"1977-12-14","New York Islanders","NYI","2","Toronto Maple Leafs","TOR","3",
"1977-12-15","Cleveland Barons","CLE","6","Atlanta Flames","ATF","3",
"1977-12-15","New York Rangers","NYR","5","Detroit Red Wings","DET","5",
"1977-12-15","Buffalo Sabres","BUF","7","Los Angeles Kings","LAK","3",
"1977-12-15","Boston Bruins","BOS","4","Philadelphia Flyers","PHI","6",
