rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hardy Astrom","26","NYR","4","","2","2","0","14","","","","3.50","0","240","","","","","","0","0","0""0"
"2","Murray Bannerman","20","VAN","1","","0","0","0","0","","","","0.00","0","20","","","","","","0","0","0""0"
"3","Jim Bedard","21","WSH","43","","11","23","7","152","","","","3.66","1","2492","","","","","","0","2","2""4"
"4","Yves Belanger","25","TOT","20","","7","11","0","70","","","","3.89","1","1081","","","","","","0","1","1""0"
"5","Dan Bouchard","27","ATF","58","","25","12","19","153","","","","2.75","2","3340","","","","","","0","3","3""6"
"6","Gerry Cheevers","37","BOS","21","","10","5","2","48","","","","2.65","1","1086","","","","","","0","1","1""14"
"7","John Davidson","24","NYR","34","","14","13","4","98","","","","3.18","1","1848","","","","","","0","0","0""10"
"8","Gerry Desjardins","33","BUF","3","","0","1","0","7","","","","3.78","0","111","","","","","","0","0","0""0"
"9","Ken Dryden","30","MTL","52","","37","7","7","105","","","","2.05","5","3071","","","","","","0","2","2""0"
"10","Don Edwards","22","BUF","72","","38","16","17","185","","","","2.64","5","4209","","","","","","0","3","3""12"
"11","Gary Edwards","30","CLE","30","","6","18","5","128","","","","4.52","0","1700","","","","","","0","1","1""4"
"12","Tony Esposito","34","CBH","64","","28","22","14","168","","","","2.63","5","3840","","","","","","0","4","4""0"
"13","Doug Favell","32","CLR","47","","13","20","11","159","","","","3.58","1","2663","","","","","","0","2","2""2"
"14","Ed Giacomin","38","DET","9","","3","5","1","27","","","","3.14","0","516","","","","","","0","0","0""0"
"15","Gilles Gilbert","28","BOS","25","","15","6","2","56","","","","2.53","2","1326","","","","","","0","1","1""8"
"16","Ron Grahame","27","BOS","40","","26","6","7","107","","","","2.76","3","2328","","","","","","0","1","1""0"
"17","Doug Grant","29","STL","9","","3","3","2","24","","","","2.88","0","500","","","","","","0","0","0""0"
"18","Glen Hanlon","20","VAN","4","","1","2","1","9","","","","2.70","0","200","","","","","","0","0","0""2"
"19","Paul Harrison","22","MNS","27","","6","16","2","99","","","","3.82","1","1555","","","","","","0","0","0""10"
"20","Denis Herron","25","PIT","60","","20","25","15","210","","","","3.57","0","3534","","","","","","0","1","1""6"
"21","Goran Hogosta","23","NYI","1","","0","0","0","0","","","","0.00","0","9","","","","","","0","0","0""0"
"22","Eddie Johnston","42","TOT","16","","6","9","1","62","","","","4.18","0","890","","","","","","0","0","0""0"
"23","Michel Larocque","25","MTL","30","","22","3","4","77","","","","2.67","1","1729","","","","","","0","4","4""0"
"24","Gord Laxton","22","PIT","2","","0","1","0","9","","","","7.40","0","73","","","","","","0","0","0""0"
