rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hank Bassen","34","DET","8","","2","4","0","22","","","","3.44","0","384","","","","","","0","0","0""0"
"2","Garry Bauman","26","MTL","2","","1","1","0","5","","","","2.50","0","120","","","","","","0","0","0""0"
"3","Johnny Bower","42","TOR","27","","12","9","3","63","","","","2.64","2","1431","","","","","","0","0","0""0"
"4","Gerry Cheevers","26","BOS","22","","5","10","6","72","","","","3.33","1","1298","","","","","","0","0","0""12"
"5","Roger Crozier","24","DET","58","","22","29","4","182","","","","3.35","4","3256","","","","","","0","0","0""2"
"6","Denis DeJordy","28","CBH","44","","22","12","7","104","","","","2.46","4","2536","","","","","","0","0","0""0"
"7","Bruce Gamble","28","TOR","23","","5","10","4","67","","","","3.39","0","1185","","","","","","0","0","0""0"
"8","George Gardner","24","DET","11","","3","6","0","36","","","","3.86","0","560","","","","","","0","0","0""0"
"9","Ed Giacomin","27","NYR","68","","30","27","11","173","","","","2.61","9","3981","","","","","","0","0","0""8"
"10","Glenn Hall","35","CBH","32","","19","5","5","66","","","","2.38","2","1664","","","","","","0","0","0""10"
"11","Charlie Hodge","33","MTL","37","","11","15","7","88","","","","2.57","3","2055","","","","","","0","0","0""2"
"12","Eddie Johnston","31","BOS","34","","8","21","2","116","","","","3.70","0","1880","","","","","","0","1","1""0"
"13","Cesare Maniago","28","NYR","6","","0","1","1","14","","","","3.84","0","219","","","","","","0","0","0""0"
"14","Bernie Parent","21","BOS","18","","4","12","2","62","","","","3.64","0","1022","","","","","","0","0","0""2"
"15","Terry Sawchuk","37","TOR","28","","15","5","4","66","","","","2.81","2","1409","","","","","","0","0","0""2"
"16","Al Smith","21","TOR","1","","0","1","0","5","","","","5.00","0","60","","","","","","0","0","0""0"
"17","Gary Smith","22","TOR","2","","0","2","0","7","","","","3.65","0","115","","","","","","0","0","0""0"
"18","Rogie Vachon","21","MTL","19","","11","3","4","47","","","","2.48","1","1137","","","","","","0","1","1""0"
"19","Gump Worsley","37","MTL","18","","9","6","2","47","","","","3.18","1","888","","","","","","0","0","0""4"
