rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Allen","31","DET","D","18","0","0","0","","6","","","","","","","","","","",""
"2","Bob Armstrong","23","BOS","D","57","1","3","4","","38","","","","","","","","","","",""
"3","George Armstrong","24","TOR","RW","66","10","18","28","","80","","","","","","","","","","",""
"4","Bob Bailey","23","TOR","RW","32","4","2","6","","52","","","","","","","","","","",""
"5","Jim Bartlett","22","MTL","LW","2","0","0","0","","4","","","","","","","","","","",""
"6","Andy Bathgate","22","NYR","RW","70","20","20","40","","37","","","","","","","","","","",""
"7","Jean Beliveau","23","MTL","C","70","37","36","73","","58","","","","","","","","","","",""
"8","Garry Blaine","21","MTL","RW","1","0","0","0","","0","","","","","","","","","","",""
"9","Gus Bodnar","31","BOS","C","67","4","4","8","","14","","","","","","","","","","",""
"10","Leo Boivin","22","TOT","D","66","6","11","17","","113","","","","","","","","","","",""
"11","Hugh Bolton","25","TOR","D","69","2","19","21","","55","","","","","","","","","","",""
"12","Marcel Bonin","22","DET","LW","69","16","20","36","","53","","","","","","","","","","",""
"13","Butch Bouchard","35","MTL","D","70","2","15","17","","81","","","","","","","","","","",""
"14","Dick Bouchard","20","NYR","RW","1","0","0","0","","0","","","","","","","","","","",""
"15","Jack Caffery","20","TOR","C","3","0","0","0","","0","","","","","","","","","","",""
"16","Larry Cahan","21","TOR","D","59","0","6","6","","64","","","","","","","","","","",""
"17","Real Chevrefils","22","BOS","LW","64","18","22","40","","30","","","","","","","","","","",""
"18","Bob Chrystal","24","NYR","D","68","6","9","15","","68","","","","","","","","","","",""
"19","Pete Conacher","22","TOT","LW","70","12","11","23","","12","","","","","","","","","","",""
"20","Norm Corcoran","23","BOS","C","2","0","0","0","","2","","","","","","","","","","",""
"21","Murray Costello","20","BOS","RW","54","4","11","15","","25","","","","","","","","","","",""
"22","Dave Creighton","24","TOT","C","63","9","8","17","","14","","","","","","","","","","",""
"23","Brian Cullen","21","TOR","C","27","3","5","8","","6","","","","","","","","","","",""
"24","Floyd Curry","29","MTL","RW","68","11","10","21","","36","","","","","","","","","","",""
"25","Lorne Davis","24","TOT","RW","30","0","5","5","","6","","","","","","","","","","",""
"26","Alex Delvecchio","22","DET","C","69","17","31","48","","37","","","","","","","","","","",""
"27","Al Dewsbury","28","CBH","D","2","0","1","1","","10","","","","","","","","","","",""
"28","Bill Dineen","22","DET","RW","69","10","9","19","","36","","","","","","","","","","",""
"29","Dick Duff","18","TOR","LW","3","0","0","0","","2","","","","","","","","","","",""
"30","Jack Evans","26","NYR","D","47","0","5","5","","91","","","","","","","","","","",""
"31","Bill Ezinicki","30","NYR","RW","16","2","2","4","","22","","","","","","","","","","",""
"32","Lorne Ferguson","24","BOS","LW","69","20","14","34","","24","","","","","","","","","","",""
"33","Fern Flaman","28","BOS","D","70","4","14","18","","150","","","","","","","","","","",""
"34","Lee Fogolin","28","CBH","D","9","0","1","1","","16","","","","","","","","","","",""
"35","Gerry Foley","22","TOR","RW","4","0","0","0","","8","","","","","","","","","","",""
"36","Lou Fontinato","23","NYR","D","27","2","2","4","","60","","","","","","","","","","",""
"37","Bill Gadsby","27","TOT","D","70","11","13","24","","61","","","","","","","","","","",""
"38","Dick Gamble","26","CBH","LW","14","2","0","2","","6","","","","","","","","","","",""
"39","Cal Gardner","30","BOS","C","70","16","22","38","","40","","","","","","","","","","",""
"40","Bernie Geoffrion","23","MTL","RW","70","38","37","75","","57","","","","","","","","","","",""
"41","Warren Godfrey","23","BOS","D","62","1","17","18","","58","","","","","","","","","","",""
"42","Bob Goldham","32","DET","D","69","1","16","17","","14","","","","","","","","","","",""
"43","Aldo Guidolin","22","NYR","RW","70","2","5","7","","34","","","","","","","","","","",""
"44","Gord Hannigan","26","TOR","C","13","0","2","2","","8","","","","","","","","","","",""
"45","Doug Harvey","30","MTL","D","70","6","43","49","","58","","","","","","","","","","",""
"46","Bob Hassard","25","CBH","C","17","0","0","0","","4","","","","","","","","","","",""
"47","Jim Hay","23","DET","D","21","0","1","1","","20","","","","","","","","","","",""
"48","Camille Henry","22","NYR","C","21","5","2","7","","4","","","","","","","","","","",""
"49","Wally Hergesheimer","28","NYR","RW","14","4","2","6","","4","","","","","","","","","","",""
"50","Ike Hildebrand","27","CBH","RW","3","0","0","0","","0","","","","","","","","","","",""
"51","Larry Hillman","17","DET","D","6","0","0","0","","2","","","","","","","","","","",""
"52","Gord Hollingworth","21","CBH","D","70","3","9","12","","135","","","","","","","","","","",""
"53","Tim Horton","25","TOR","D","67","5","9","14","","84","","","","","","","","","","",""
"54","Gordie Howe","26","DET","RW","64","29","33","62","","68","","","","","","","","","","",""
"55","Vic Howe","25","NYR","RW","29","2","4","6","","10","","","","","","","","","","",""
"56","Harry Howell","22","NYR","D","70","2","14","16","","87","","","","","","","","","","",""
"57","Ron Howell","19","NYR","LW","3","0","0","0","","0","","","","","","","","","","",""
"58","Ivan Irwin","27","NYR","D","60","0","13","13","","85","","","","","","","","","","",""
"59","Gerry James","20","TOR","RW","1","0","0","0","","0","","","","","","","","","","",""
"60","Lou Jankowski","23","CBH","RW","36","3","2","5","","8","","","","","","","","","","",""
"61","Tom Johnson","26","MTL","D","70","6","19","25","","74","","","","","","","","","","",""
"62","Red Kelly","27","DET","D","70","15","30","45","","28","","","","","","","","","","",""
"63","Ted Kennedy","29","TOR","C","70","10","42","52","","74","","","","","","","","","","",""
"64","Joe Klukay","32","TOT","LW/RW","66","8","8","16","","48","","","","","","","","","","",""
"65","Paul Knox","21","TOR","RW","1","0","0","0","","0","","","","","","","","","","",""
"66","Leo Labine","23","BOS","RW","67","24","18","42","","75","","","","","","","","","","",""
"67","Jean-Paul Lamirande","30","MTL","LW","1","0","0","0","","0","","","","","","","","","","",""
"68","Edgar Laprade","35","NYR","C","60","3","11","14","","0","","","","","","","","","","",""
"69","Hal Laycoe","32","BOS","D","70","4","13","17","","34","","","","","","","","","","",""
"70","Jackie Leclair","25","MTL","C","59","11","22","33","","12","","","","","","","","","","",""
"71","Tony Leswick","31","DET","RW","70","10","17","27","","137","","","","","","","","","","",""
"72","Danny Lewicki","23","NYR","LW","70","29","24","53","","8","","","","","","","","","","",""
"73","Ted Lindsay","29","DET","LW","49","19","19","38","","85","","","","","","","","","","",""
"74","Ed Litzenberger","22","TOT","RW","73","23","28","51","","40","","","","","","","","","","",""
"75","Parker MacDonald","21","TOR","LW","62","8","3","11","","36","","","","","","","","","","",""
"76","Calum MacKay","28","MTL","LW","50","14","21","35","","39","","","","","","","","","","",""
"77","Fleming MacKell","25","BOS","RW","60","11","24","35","","76","","","","","","","","","","",""
"78","Bud MacPherson","27","MTL","D","30","1","8","9","","55","","","","","","","","","","",""
"79","Don Marshall","22","MTL","LW","39","5","3","8","","9","","","","","","","","","","",""
"80","Willie Marshall","23","TOR","C","16","1","4","5","","0","","","","","","","","","","",""
"81","Frank Martin","21","CBH","D","66","4","8","12","","35","","","","","","","","","","",""
"82","Paul Masnick","23","TOT","C","30","1","1","2","","8","","","","","","","","","","",""
"83","Eddie Mazur","25","MTL","LW","25","1","5","6","","21","","","","","","","","","","",""
"84","John McCormack","29","CBH","C","63","5","7","12","","8","","","","","","","","","","",""
"85","Bill McCreary","20","NYR","LW","8","0","2","2","","0","","","","","","","","","","",""
"86","Jack McIntyre","24","CBH","LW","65","16","13","29","","40","","","","","","","","","","",""
"87","Don McKenney","20","BOS","C","69","22","20","42","","34","","","","","","","","","","",""
"88","Jackie McLeod","24","NYR","RW","11","1","1","2","","4","","","","","","","","","","",""
"89","Paul Meger","25","MTL","LW","13","0","4","4","","6","","","","","","","","","","",""
"90","Nick Mickoski","27","TOT","LW","70","10","33","43","","48","","","","","","","","","","",""
"91","Rudy Migay","26","TOR","C","67","8","16","24","","66","","","","","","","","","","",""
"92","Doug Mohns","21","BOS","LW","70","14","18","32","","82","","","","","","","","","","",""
"93","Dickie Moore","24","MTL","LW","67","16","20","36","","32","","","","","","","","","","",""
"94","Jim Morrison","23","TOR","D","70","5","12","17","","84","","","","","","","","","","",""
"95","Gus Mortson","30","CBH","D","65","2","11","13","","133","","","","","","","","","","",""
"96","Ken Mosdell","32","MTL","C","70","22","32","54","","82","","","","","","","","","","",""
