rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Detroit Red Wings","DET","70","42","17","11","95",".679","204","134","0.83","-0.17","4.83","","","","","","","","","","","","",""
"2","Montreal Canadiens","MTL","70","41","18","11","93",".664","228","157","0.85","-0.17","5.50","","","","","","","","","","","","",""
"3","Toronto Maple Leafs","TOR","70","24","24","22","70",".500","147","135","0.14","-0.03","4.03","","","","","","","","","","","","",""
"4","Boston Bruins","BOS","70","23","26","21","67",".479","169","188","-0.23","0.05","5.10","","","","","","","","","","","","",""
"5","New York Rangers","NYR","70","17","35","18","52",".371","150","210","-0.71","0.14","5.14","","","","","","","","","","","","",""
"6","Chicago Black Hawks","CBH","70","13","40","17","43",".307","161","235","-0.88","0.18","5.66","","","","","","","","","","","","",""
