rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hank Bassen","22","CBH","21","","4","9","8","63","","","","3.00","0","1260","","","","","","0","0","0","0"
"2","Andre Binette","21","MTL","1","","1","0","0","4","","","","4.00","0","60","","","","","","0","0","0","0"
"3","Johnny Bower","30","NYR","5","","2","2","1","13","","","","2.60","0","300","","","","","","0","0","0","0"
"4","Claude Evans","21","MTL","4","","1","2","0","12","","","","3.60","0","200","","","","","","0","0","0","0"
"5","Ray Frederick","25","CBH","5","","0","4","1","22","","","","4.40","0","300","","","","","","0","0","0","0"
"6","Glenn Hall","23","DET","2","","2","0","0","2","","","","1.00","0","120","","","","","","0","0","0","0"
"7","John Henderson","21","BOS","45","","15","14","15","109","","","","2.49","5","2628","","","","","","0","0","0","0"
"8","Jim Henry","34","BOS","27","","8","12","6","79","","","","3.02","1","1572","","","","","","0","0","0","0"
"9","Charlie Hodge","21","MTL","14","","6","4","4","31","","","","2.27","1","820","","","","","","0","0","0","0"
"10","Harry Lumley","28","TOR","69","","23","24","22","134","","","","1.94","8","4140","","","","","","0","0","0","9"
"11","Gilles Mayer","24","TOR","1","","1","0","0","1","","","","1.00","0","60","","","","","","0","0","0","0"
"12","Jacques Plante","26","MTL","52","","33","12","7","110","","","","2.14","5","3080","","","","","","0","0","0","2"
"13","Al Rollins","28","CBH","44","","9","27","8","150","","","","3.41","0","2640","","","","","","0","0","0","0"
"14","Terry Sawchuk","25","DET","68","","40","17","11","132","","","","1.96","12","4040","","","","","","0","1","1","10"
"15","Gump Worsley","25","NYR","65","","15","33","17","197","","","","3.03","4","3900","","","","","","0","0","0","2"
