rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Gene Achtymichuk","26","DET","C","12","0","0","0","","0","","","","","","","","","","",""
"2","Gary Aldcorn","23","TOR","LW","5","0","3","3","","2","","","","","","","","","","",""
"3","Al Arbour","26","CBH","D","70","2","10","12","","86","","","","","","","","","","",""
"4","Bob Armstrong","27","BOS","D","60","1","9","10","","50","","","","","","","","","","",""
"5","George Armstrong","28","TOR","RW","59","20","16","36","","37","","","","","","","","","","",""
"6","Ralph Backstrom","21","MTL","C","64","18","22","40","","19","","","","","","","","","","",""
"7","Earl Balfour","26","CBH","LW","70","10","8","18","","10","","","","","","","","","","",""
"8","Jim Bartlett","26","NYR","LW","70","11","9","20","","118","","","","","","","","","","",""
"9","Andy Bathgate","26","NYR","RW","70","40","48","88","","48","","","","","","","","","","",""
"10","Bob Baun","22","TOR","D","51","1","8","9","","87","","","","","","","","","","",""
"11","Jean Beliveau","27","MTL","C","64","45","46","91","","67","","","","","","","","","","",""
"12","Jack Bionda","25","BOS","D","3","0","1","1","","2","","","","","","","","","","",""
"13","Leo Boivin","26","BOS","D","70","5","16","21","","94","","","","","","","","","","",""
"14","Marcel Bonin","26","MTL","LW","57","13","30","43","","38","","","","","","","","","","",""
"15","Jack Bownass","28","NYR","D","35","1","2","3","","20","","","","","","","","","","",""
"16","Carl Brewer","20","TOR","D","69","3","21","24","","125","","","","","","","","","","",""
"17","John Bucyk","23","BOS","LW","69","24","36","60","","36","","","","","","","","","","",""
"18","Charlie Burns","22","DET","C","70","9","11","20","","32","","","","","","","","","","",""
"19","Cummy Burton","22","DET","RW","14","0","1","1","","9","","","","","","","","","","",""
"20","Larry Cahan","25","NYR","D","16","1","0","1","","8","","","","","","","","","","",""
"21","Real Chevrefils","26","BOS","LW","30","1","5","6","","8","","","","","","","","","","",""
"22","Hank Ciesla","24","NYR","C","69","6","14","20","","21","","","","","","","","","","",""
"23","Les Colwill","24","NYR","RW","69","7","6","13","","16","","","","","","","","","","",""
"24","Dave Creighton","28","TOR","C","34","3","9","12","","4","","","","","","","","","","",""
"25","Barry Cullen","23","TOR","RW","40","6","8","14","","17","","","","","","","","","","",""
"26","Brian Cullen","25","TOR","C","59","4","14","18","","10","","","","","","","","","","",""
"27","Ian Cushenan","25","MTL","D","35","1","2","3","","28","","","","","","","","","","",""
"28","Alex Delvecchio","26","DET","LW","70","19","35","54","","6","","","","","","","","","","",""
"29","Dick Duff","22","TOR","LW","69","29","24","53","","73","","","","","","","","","","",""
"30","Gerry Ehman","26","TOT","RW","44","12","14","26","","16","","","","","","","","","","",""
"31","Jack Evans","30","CBH","D","70","1","8","9","","75","","","","","","","","","","",""
"32","Lorne Ferguson","28","CBH","LW","67","7","10","17","","44","","","","","","","","","","",""
"33","Dunc Fisher","31","DET","RW","8","0","0","0","","0","","","","","","","","","","",""
"34","Fern Flaman","32","BOS","D","70","0","21","21","","101","","","","","","","","","","",""
"35","Lou Fontinato","27","NYR","D","64","7","6","13","","149","","","","","","","","","","",""
"36","Bill Gadsby","31","NYR","D","70","5","46","51","","56","","","","","","","","","","",""
"37","Jean-Guy Gendron","24","BOS","LW","60","15","9","24","","57","","","","","","","","","","",""
"38","Bernie Geoffrion","27","MTL","RW","59","22","44","66","","30","","","","","","","","","","",""
"39","Howie Glover","23","CBH","RW","13","0","1","1","","2","","","","","","","","","","",""
"40","Warren Godfrey","27","DET","D","69","6","4","10","","44","","","","","","","","","","",""
"41","Pete Goegan","24","DET","D","67","1","11","12","","109","","","","","","","","","","",""
"42","Phil Goyette","25","MTL","RW","63","10","18","28","","8","","","","","","","","","","",""
"43","John Hanna","23","NYR","D","70","1","10","11","","83","","","","","","","","","","",""
"44","Billy Harris","23","TOR","C","70","22","30","52","","29","","","","","","","","","","",""
"45","Doug Harvey","34","MTL","D","61","4","16","20","","61","","","","","","","","","","",""
"46","Andy Hebenton","29","NYR","RW","70","33","29","62","","8","","","","","","","","","","",""
"47","John Hendrickson","22","DET","D","3","0","0","0","","2","","","","","","","","","","",""
"48","Camille Henry","26","NYR","C","70","23","35","58","","2","","","","","","","","","","",""
"49","Wally Hergesheimer","32","NYR","RW","22","3","0","3","","6","","","","","","","","","","",""
"50","Larry Hillman","21","BOS","D","55","3","10","13","","19","","","","","","","","","","",""
"51","Chuck Holmes","24","DET","RW","15","0","3","3","","6","","","","","","","","","","",""
"52","Tim Horton","29","TOR","D","70","5","21","26","","76","","","","","","","","","","",""
"53","Bronco Horvath","28","BOS","C","45","19","20","39","","58","","","","","","","","","","",""
"54","Gordie Howe","30","DET","RW","70","32","46","78","","57","","","","","","","","","","",""
"55","Harry Howell","26","NYR","D","70","4","10","14","","101","","","","","","","","","","",""
"56","Bobby Hull","20","CBH","LW","70","18","32","50","","50","","","","","","","","","","",""
"57","Earl Ingarfield","24","NYR","C","35","1","2","3","","10","","","","","","","","","","",""
"58","Norm Johnson","26","TOT","C","46","3","17","20","","33","","","","","","","","","","",""
"59","Tom Johnson","30","MTL","D","70","10","29","39","","76","","","","","","","","","","",""
"60","Red Kelly","31","DET","D","67","8","13","21","","34","","","","","","","","","","",""
"61","Forbes Kennedy","23","DET","C","67","1","4","5","","149","","","","","","","","","","",""
"62","Stephen Kraftcheck","29","TOR","D","8","1","0","1","","0","","","","","","","","","","",""
"63","Leo Labine","27","BOS","RW","70","9","23","32","","74","","","","","","","","","","",""
"64","Claude Laforge","22","DET","LW","57","2","5","7","","18","","","","","","","","","","",""
"65","Albert Langlois","24","MTL","D","48","0","3","3","","26","","","","","","","","","","",""
"66","Larry Leach","22","BOS","C","29","4","12","16","","26","","","","","","","","","","",""
"67","Danny Lewicki","27","CBH","LW","58","8","14","22","","4","","","","","","","","","","",""
"68","Ted Lindsay","33","CBH","LW","70","22","36","58","","184","","","","","","","","","","",""
"69","Ed Litzenberger","26","CBH","RW","70","33","44","77","","37","","","","","","","","","","",""
"70","Len Lunde","22","DET","C","68","14","12","26","","15","","","","","","","","","","",""
"71","Fleming MacKell","29","BOS","C","57","17","23","40","","28","","","","","","","","","","",""
"72","Frank Mahovlich","21","TOR","LW","63","22","27","49","","94","","","","","","","","","","",""
"73","Phil Maloney","31","CBH","C","24","2","2","4","","6","","","","","","","","","","",""
"74","Lou Marcon","23","DET","D","21","0","1","1","","12","","","","","","","","","","",""
"75","Don Marshall","26","MTL","C","70","10","22","32","","12","","","","","","","","","","",""
"76","Willie Marshall","27","TOR","C","9","0","1","1","","2","","","","","","","","","","",""
"77","Tom McCarthy","24","DET","LW","15","2","3","5","","4","","","","","","","","","","",""
"78","Ab McDonald","22","MTL","LW","69","13","23","36","","35","","","","","","","","","","",""
"79","Jack McIntyre","28","DET","LW","55","15","14","29","","14","","","","","","","","","","",""
"80","Don McKenney","24","BOS","C","70","32","30","62","","20","","","","","","","","","","",""
"81","John McKenzie","21","CBH","RW","32","3","4","7","","22","","","","","","","","","","",""
"82","Billy McNeill","23","DET","RW","54","2","5","7","","32","","","","","","","","","","",""
"83","Stu McNeill","20","DET","C","3","1","1","2","","2","","","","","","","","","","",""
"84","Nick Mickoski","31","DET","LW","66","11","15","26","","20","","","","","","","","","","",""
"85","Rudy Migay","30","TOR","C","19","1","1","2","","4","","","","","","","","","","",""
"86","Stan Mikita","18","CBH","C","3","0","1","1","","4","","","","","","","","","","",""
"87","Doug Mohns","25","BOS","LW","47","6","24","30","","40","","","","","","","","","","",""
